run_id,repeat,path,budget,eps,full81_accuracy,full81_balanced_accuracy,full81_keyhole_recall,B1_q20_accuracy,B1_q20_balanced_accuracy,B1_q20_keyhole_recall,B1_q30_accuracy,B1_q30_balanced_accuracy,B1_q30_keyhole_recall,exception_acc,ordinary_acc,brier_full,agree_with_m3_decisions
w85__r01_f01,1,A0,23,0.1,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.04250227586497989,1.0
w85__r01_f01,1,A0,24,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03253740711487606,1.0
w85__r01_f01,1,A0,24,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03395922388941785,1.0
w85__r01_f01,1,A0,24,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03725128645173556,1.0
w85__r01_f01,1,A0,24,0.1,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.04579767657082086,1.0
w85__r01_f01,1,A0,25,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.032878770774471926,1.0
w85__r01_f01,1,A0,25,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03409233889790822,1.0
w85__r01_f01,1,A0,25,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.0370984135101409,1.0
w85__r01_f01,1,A0,25,0.1,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.04524021784281028,1.0
w85__r01_f01,1,A0,26,0.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.02657375042475124,1.0
w85__r01_f01,1,A0,26,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.028378955812975976,1.0
w85__r01_f01,1,A0,26,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.03220535818716483,1.0
w85__r01_f01,1,A0,26,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.041570408972367384,1.0
w85__r01_f01,1,A0,27,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.026088097815354473,1.0
w85__r01_f01,1,A0,27,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.027775851256079443,1.0
w85__r01_f01,1,A0,27,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03144678540535592,1.0
w85__r01_f01,1,A0,27,0.1,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.040610051621921175,1.0
w85__r01_f01,1,A0,28,0.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.024747322233342646,1.0
w85__r01_f01,1,A0,28,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.02634505147640517,1.0
w85__r01_f01,1,A0,28,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.029903262258181983,1.0
w85__r01_f01,1,A0,28,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.038940151693972226,1.0
w85__r01_f01,1,A0,29,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.025582900044833587,1.0
w85__r01_f01,1,A0,29,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.02704362885772962,1.0
w85__r01_f01,1,A0,29,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03041302487192072,1.0
w85__r01_f01,1,A0,29,0.1,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03917872898553642,1.0
w85__r01_f01,1,A0,30,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.026250809331120638,1.0
w85__r01_f01,1,A0,30,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.02792683291920611,1.0
w85__r01_f01,1,A0,30,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03159132572295844,1.0
w85__r01_f01,1,A0,30,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.040769409364482756,0.9876543209876543
w85__r01_f01,1,A0,31,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.026061962454237458,1.0
w85__r01_f01,1,A0,31,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.027580303510694754,1.0
w85__r01_f01,1,A0,31,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.031034922098668007,1.0
w85__r01_f01,1,A0,31,0.1,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03993118591064268,1.0
w85__r01_f01,1,A0,32,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.02492531581352389,1.0
w85__r01_f01,1,A0,32,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.026350264919235426,1.0
w85__r01_f01,1,A0,32,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.029689887153002904,1.0
w85__r01_f01,1,A0,32,0.1,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03845227446511097,1.0
w85__r01_f01,1,A0,33,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.024660970378626152,1.0
w85__r01_f01,1,A0,33,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.026084562503635098,1.0
w85__r01_f01,1,A0,33,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.02942238786707459,0.9876543209876543
w85__r01_f01,1,A0,33,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.038198763214666004,0.9876543209876543
w85__r01_f01,1,A0,34,0.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.02327830820285458,1.0
w85__r01_f01,1,A0,34,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.024583889108253085,1.0
w85__r01_f01,1,A0,34,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.02778077454304344,1.0
w85__r01_f01,1,A0,34,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.036387576875680845,1.0
w85__r01_f01,1,A0,35,0.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.022829764243414322,1.0
w85__r01_f01,1,A0,35,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.02409428907554098,1.0
w85__r01_f01,1,A0,35,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.027245174429027467,1.0
w85__r01_f01,1,A0,35,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.03581425212427619,1.0
w85__r01_f01,1,A0,36,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.024382358857075306,1.0
w85__r01_f01,1,A0,36,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.02553245462464926,1.0
w85__r01_f01,1,A0,36,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.028514473518885128,0.9876543209876543
w85__r01_f01,1,A0,36,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.03683694992087974,0.9876543209876543
w85__r01_f01,1,A0,37,0.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.022412066184417406,1.0
w85__r01_f01,1,A0,37,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.023557225961556464,1.0
w85__r01_f01,1,A0,37,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.02654574032256838,1.0
w85__r01_f01,1,A0,37,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.034872503951912805,1.0
w85__r01_f01,1,A0,38,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.02240127982926755,1.0
w85__r01_f01,1,A0,38,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.02356346124037131,1.0
w85__r01_f01,1,A0,38,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.026599489306227103,0.9876543209876543
w85__r01_f01,1,A0,38,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.035035581930044676,0.9876543209876543
w85__r01_f01,1,A0,39,0.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.024094993414890045,1.0
w85__r01_f01,1,A0,39,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.02546623203195627,1.0
w85__r01_f01,1,A0,39,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.028773753204437987,1.0
w85__r01_f01,1,A0,39,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.037570089710936956,1.0
w85__r01_f01,1,A0,40,0.0,0.9876543209876543,0.9666666666666667,0.9333333333333333,0.9411764705882353,0.9285714285714286,0.8571428571428571,0.96,0.9375,0.875,0.6666666666666666,1.0,0.020907301172812028,1.0
w85__r01_f01,1,A0,40,0.02,0.9876543209876543,0.9666666666666667,0.9333333333333333,0.9411764705882353,0.9285714285714286,0.8571428571428571,0.96,0.9375,0.875,0.6666666666666666,1.0,0.02244837303419725,1.0
w85__r01_f01,1,A0,40,0.05,0.9876543209876543,0.9666666666666667,0.9333333333333333,0.9411764705882353,0.9285714285714286,0.8571428571428571,0.96,0.9375,0.875,0.6666666666666666,1.0,0.025951017784081914,1.0
w85__r01_f01,1,A0,40,0.1,0.9876543209876543,0.9666666666666667,0.9333333333333333,0.9411764705882353,0.9285714285714286,0.8571428571428571,0.96,0.9375,0.875,0.6666666666666666,1.0,0.034964857352373625,1.0
w85__r01_f01,1,A0,41,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.025981319583594478,1.0
w85__r01_f01,1,A0,41,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.027347194938073274,1.0
w85__r01_f01,1,A0,41,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.030632101569730476,1.0
w85__r01_f01,1,A0,41,0.1,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03936846793710279,1.0
w85__r01_f01,1,A0,42,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.02781225879898387,0.9876543209876543
w85__r01_f01,1,A0,42,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.02941725404381291,1.0
w85__r01_f01,1,A0,42,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.03300676283790952,1.0
w85__r01_f01,1,A0,42,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.04211520682063742,1.0
w85__r01_f01,1,A0,43,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.026772722604319524,1.0
w85__r01_f01,1,A0,43,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.028260494427864418,1.0
w85__r01_f01,1,A0,43,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.031701352008474036,1.0
w85__r01_f01,1,A0,43,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.04063106301734892,0.9876543209876543
w85__r01_f01,1,A0,44,0.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.025484953928529074,1.0
w85__r01_f01,1,A0,44,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.026963851698316593,1.0
w85__r01_f01,1,A0,44,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.030403357393586062,1.0
w85__r01_f01,1,A0,44,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.03933097125848712,1.0
w85__r01_f01,1,A0,45,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.025605251199183887,1.0
w85__r01_f01,1,A0,45,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.026995431913160013,1.0
w85__r01_f01,1,A0,45,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.0303051387802675,0.9876543209876543
w85__r01_f01,1,A0,45,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.039050248018946625,0.9876543209876543
w85__r01_f01,1,A0,46,0.0,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.02589995630041527,1.0
w85__r01_f01,1,A0,46,0.02,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.027181562643609592,1.0
w85__r01_f01,1,A0,46,0.05,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03033939874065142,1.0
w85__r01_f01,1,A0,46,0.1,0.9629629629629629,0.9,0.8,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.0,1.0,0.03886070993647124,1.0
w85__r01_f01,1,A0,47,0.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.01985494502861339,1.0
w85__r01_f01,1,A0,47,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.021154854084432472,1.0
w85__r01_f01,1,A0,47,0.05,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.024340013537269074,1.0
w85__r01_f01,1,A0,47,0.1,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.03294273474885198,1.0
w85__r01_f01,1,A0,48,0.0,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.021991813411445425,1.0
w85__r01_f01,1,A0,48,0.02,0.9753086419753086,0.9333333333333333,0.8666666666666667,0.8823529411764706,0.8571428571428572,0.7142857142857143,0.92,0.875,0.75,0.3333333333333333,1.0,0.023398297073634604,1.0
