policy,run_id,repeat,fold,budget,h_separable,adaptive_switch_budget,switched_by_budget
P1_PHASE121_CANDIDATE_B,w85__r133_f04,133,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r133_f05,133,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r133_f05,133,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r133_f05,133,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r133_f05,133,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r133_f05,133,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f01,134,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f01,134,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f01,134,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f01,134,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f01,134,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f02,134,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f02,134,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f02,134,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f02,134,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f02,134,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f03,134,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f03,134,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f03,134,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f03,134,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f03,134,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f04,134,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f04,134,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f04,134,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f04,134,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f04,134,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f05,134,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f05,134,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f05,134,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f05,134,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r134_f05,134,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f01,135,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f01,135,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f01,135,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f01,135,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f01,135,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f02,135,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f02,135,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f02,135,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f02,135,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f02,135,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f03,135,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f03,135,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f03,135,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f03,135,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f03,135,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f04,135,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f04,135,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f04,135,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f04,135,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f04,135,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f05,135,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f05,135,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f05,135,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f05,135,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r135_f05,135,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f01,136,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f01,136,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f01,136,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f01,136,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f01,136,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f02,136,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f02,136,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f02,136,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f02,136,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f02,136,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f03,136,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f03,136,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f03,136,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f03,136,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f03,136,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f04,136,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f04,136,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f04,136,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f04,136,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f04,136,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f05,136,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f05,136,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f05,136,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f05,136,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r136_f05,136,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f01,137,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f01,137,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f01,137,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f01,137,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f01,137,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f02,137,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f03,137,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f04,137,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r137_f05,137,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,16,True,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f01,138,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,16,True,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f02,138,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f03,138,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f04,138,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,16,True,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r138_f05,138,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f01,139,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f02,139,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f03,139,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,16,True,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f04,139,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r139_f05,139,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,16,True,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f01,140,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f02,140,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f03,140,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f04,140,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r140_f05,140,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f01,141,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f02,141,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f03,141,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f04,141,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f04,141,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f04,141,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f04,141,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f04,141,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f05,141,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f05,141,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f05,141,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f05,141,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r141_f05,141,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f01,142,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f01,142,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f01,142,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f01,142,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f01,142,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f02,142,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f02,142,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f02,142,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f02,142,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f02,142,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f03,142,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f03,142,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f03,142,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f03,142,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f03,142,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f04,142,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f04,142,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f04,142,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f04,142,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f04,142,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f05,142,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f05,142,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f05,142,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f05,142,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r142_f05,142,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f01,143,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f01,143,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f01,143,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f01,143,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f01,143,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f02,143,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f02,143,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f02,143,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f02,143,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f02,143,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f03,143,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f03,143,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f03,143,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f03,143,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f03,143,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f04,143,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f04,143,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f04,143,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f04,143,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f04,143,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f05,143,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f05,143,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f05,143,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f05,143,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r143_f05,143,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f01,144,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f01,144,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f01,144,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f01,144,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f01,144,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f02,144,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f02,144,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f02,144,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f02,144,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f02,144,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f03,144,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f03,144,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f03,144,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f03,144,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f03,144,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f04,144,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f04,144,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f04,144,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f04,144,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f04,144,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f05,144,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f05,144,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f05,144,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f05,144,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r144_f05,144,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f01,145,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f01,145,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f01,145,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f01,145,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f01,145,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f02,145,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f02,145,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f02,145,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f02,145,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f02,145,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f03,145,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f03,145,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f03,145,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f03,145,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f03,145,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f04,145,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f04,145,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f04,145,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f04,145,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f04,145,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f05,145,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f05,145,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f05,145,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f05,145,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r145_f05,145,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f01,146,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f01,146,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f01,146,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f01,146,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f01,146,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f02,146,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f02,146,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f02,146,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f02,146,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f02,146,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f03,146,3,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f03,146,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f03,146,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f03,146,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f03,146,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f04,146,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f04,146,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f04,146,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f04,146,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f04,146,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f05,146,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f05,146,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f05,146,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f05,146,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r146_f05,146,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f01,147,1,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f01,147,1,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f01,147,1,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f01,147,1,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f01,147,1,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f02,147,2,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f02,147,2,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f02,147,2,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f02,147,2,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f02,147,2,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f03,147,3,16,True,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f03,147,3,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f03,147,3,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f03,147,3,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f03,147,3,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f04,147,4,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f04,147,4,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f04,147,4,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f04,147,4,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f04,147,4,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f05,147,5,16,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f05,147,5,20,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f05,147,5,24,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f05,147,5,32,False,,False
P1_PHASE121_CANDIDATE_B,w85__r147_f05,147,5,40,False,,False
P1_PHASE121_CANDIDATE_B,w85__r148_f01,148,1,16,False,,False
