policy,run_id,repeat,fold,query_order,population_row_index,mode,chosen_in_band,band_candidates,selected_probability,selected_U,selected_C,selected_G_KH,selected_G_C,selected_M,selected_score,selected_disagreement,candidate_G_KH_min,candidate_G_KH_median,candidate_G_KH_max,candidate_G_C_min,candidate_G_C_median,candidate_G_C_max,candidate_M_min,candidate_M_median,candidate_M_max
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,9,91,rmbc,True,120.0,0.5142252748673037,0.9715494502653925,2.0594926974436354,2.0,6.0,2.0,2.6974789915966384,0.0,0.0,3.0,17.0,0.0,1.0,39.0,0.0,0.0,3.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,10,214,rmbc,True,39.0,0.5736720650932057,0.8526558698135887,2.3008649035390922,0.0,0.0,0.0,2.578947368421052,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,11,385,rmbc,True,20.0,0.005455629673747353,0.010911259347494706,1.5120433840797114,0.0,0.0,0.0,2.31578947368421,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,12,110,rmbc,True,17.0,0.6084281784358438,0.7831436431283123,1.6064659147152978,0.0,0.0,0.0,2.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,13,296,rmbc,True,8.0,0.9996424491786229,0.0007151016427542345,1.1894157579417846,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,14,199,rmbc,True,7.0,0.05776971474381298,0.11553942948762597,0.69306248877805,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,15,211,rmbc,True,5.0,0.006761684686239278,0.013523369372478555,0.5465477457054356,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,16,108,rmbc,True,4.0,1.943135430337861e-09,3.886270860675722e-09,1.5326107846818247,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,17,184,rmbc,True,4.0,0.14702377115645504,0.2940475423129101,0.17081001602181092,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,18,89,rmbc,True,3.0,0.9399752917904607,0.12004941641907863,1.4946659649476983,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,19,201,rmbc,True,2.0,0.04698228098754953,0.09396456197509906,0.13844426604744306,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,20,258,rmbc,True,5.0,0.13752155648182907,0.27504311296365813,1.3005394650512372,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,21,384,rmbc,True,8.0,0.2015919651051945,0.403183930210389,1.2202912981285416,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,22,268,rmbc,True,11.0,0.46262445010576414,0.9252489002115283,0.9295825103509354,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,23,288,rmbc,True,10.0,0.49707174426689704,0.9941434885337941,0.7850776193806047,0.0,0.0,0.0,2.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,24,394,rmbc,True,9.0,0.3676915598381072,0.7353831196762144,0.8992035982782571,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,25,264,rmbc,True,8.0,0.37923980736050567,0.7584796147210113,0.6719275802415625,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,26,126,rmbc,True,7.0,0.2609607130762015,0.521921426152403,1.2547634603360247,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,27,90,rmbc,True,9.0,0.41366597886232626,0.8273319577246525,0.8647379533804126,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,28,103,rmbc,True,8.0,0.3466315116039027,0.6932630232078054,1.0630843095029505,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,29,85,rmbc,True,7.0,0.2859096947075841,0.5718193894151682,1.031223971549801,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,30,379,rmbc,True,6.0,0.19058209214927047,0.38116418429854093,1.1077931965302057,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,31,76,rmbc,True,5.0,0.13360496998177496,0.2672099399635499,1.2198631566845115,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,32,365,rmbc,True,4.0,0.11690603076237949,0.23381206152475897,0.7606258406187095,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,33,12,rmbc,True,3.0,0.36407671027635047,0.7281534205527009,0.6044649472144007,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,34,68,rmbc,True,2.0,0.1924937450755806,0.3849874901511612,0.3999399355764513,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,35,271,rmbc,True,6.0,0.19553438005493717,0.39106876010987435,0.8540048540368325,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,36,192,rmbc,True,5.0,0.2143492770587727,0.4286985541175454,0.1784611120452939,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,37,96,rmbc,True,4.0,0.2372207893715199,0.4744415787430398,0.789376059428557,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,38,33,rmbc,True,3.0,0.13688792014954743,0.27377584029909485,0.6671790297862213,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,39,375,rmbc,True,2.0,0.11094991898050921,0.22189983796101842,0.6125664972176437,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,40,60,rmbc,True,1.0,0.10152002279710359,0.20304004559420719,0.3636650586504284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,41,81,margin,False,0.0,0.15597230788034722,0.31194461576069443,0.6808082483489423,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,42,52,margin,False,0.0,0.8634333752171415,0.27313324956571705,0.6244309026385064,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,43,64,margin,False,0.0,0.12124759591324619,0.24249519182649237,0.7671288951671715,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,44,109,margin,False,0.0,0.8954449368361566,0.20911012632768688,0.8923900295053983,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,45,104,margin,False,0.0,0.15348161680367411,0.30696323360734823,0.5240824466413797,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,46,377,margin,False,0.0,0.9295565225831979,0.14088695483360425,0.6157926009516881,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,47,392,margin,True,4.0,0.8506928918390031,0.2986142163219938,0.8698926096756543,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,48,93,margin,True,3.0,0.8832963290825546,0.23340734183489076,0.7552792026914954,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,49,168,margin,False,2.0,0.09963008368242754,0.19926016736485508,0.24209252487027033,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,50,161,margin,True,2.0,0.9031571722737226,0.19368565545255478,1.3050228623975744,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,51,287,margin,False,1.0,0.08979486940484094,0.17958973880968188,0.631116273758917,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,52,376,margin,True,19.0,0.19286899043709127,0.38573798087418254,0.579787797687313,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,53,40,margin,True,18.0,0.14890688513128225,0.2978137702625645,0.3208707202228043,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,54,294,margin,True,17.0,0.11309485166157174,0.22618970332314348,0.33106671933851806,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,55,102,margin,True,16.0,0.9067692584442284,0.1864614831115432,1.1217780617975088,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,56,79,margin,True,15.0,0.08301979205350563,0.16603958410701125,1.2880062898890106,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,57,45,margin,False,14.0,0.9241887317560895,0.15162253648782098,0.6070477756114075,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,58,119,margin,False,14.0,0.9380130588518796,0.12397388229624084,1.260150401539493,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,59,115,margin,True,39.0,0.8330777364549249,0.3338445270901502,1.0208199601407402,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,60,137,margin,True,38.0,0.8787100563106378,0.24257988737872438,0.5512747467300902,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,61,25,margin,True,37.0,0.11111445795597774,0.22222891591195548,0.6257758390087493,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,62,152,margin,True,36.0,0.8912905014466332,0.2174189971067335,0.7128478887900546,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,63,80,margin,True,35.0,0.898293910796724,0.2034121784065519,0.7024278946794529,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,64,139,margin,True,34.0,0.9061709122394177,0.1876581755211646,0.3969854889087787,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,65,234,margin,True,33.0,0.07750557690837923,0.15501115381675845,0.5556482924774836,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,66,95,margin,True,32.0,0.07482412284787188,0.14964824569574375,0.8694715671817584,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,67,84,margin,True,31.0,0.9329745634141773,0.13405087317164543,0.661609978481696,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,68,62,margin,False,30.0,0.06319287595863443,0.12638575191726886,0.9088877991325717,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,69,150,margin,True,30.0,0.9373291563725843,0.1253416872548314,0.40104227925223307,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,70,19,margin,True,29.0,0.06123419640834982,0.12246839281669963,0.7499662841627778,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,71,262,margin,True,28.0,0.06090480530781406,0.12180961061562812,0.7566254110578178,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,72,134,margin,True,27.0,0.9457633512945449,0.10847329741091016,0.6872788264231721,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,73,86,margin,True,26.0,0.052603051279788815,0.10520610255957763,0.5837332948062445,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,74,82,margin,False,25.0,0.04756314809117157,0.09512629618234314,0.7827208852020748,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,75,71,margin,True,25.0,0.04652815495251161,0.09305630990502323,0.7190095771230851,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,76,107,margin,True,24.0,0.9555033564954556,0.08899328700908882,0.780495672657341,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,77,65,margin,False,23.0,0.04300642047121528,0.08601284094243056,0.47442073319493894,,,,,0.0,,,,,,,,,
