policy,run_id,repeat,fold,query_order,population_row_index,mode,chosen_in_band,band_candidates,selected_probability,selected_U,selected_C,selected_G_KH,selected_G_C,selected_M,selected_score,selected_disagreement,candidate_G_KH_min,candidate_G_KH_median,candidate_G_KH_max,candidate_G_C_min,candidate_G_C_median,candidate_G_C_max,candidate_M_min,candidate_M_median,candidate_M_max
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,78,38,margin,True,23.0,0.041575077897732626,0.08315015579546525,0.549018297881361,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,79,129,margin,True,22.0,0.9609772797498408,0.07804544050031836,0.8742021903968149,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f01,121,1,80,123,margin,True,21.0,0.9634205697816469,0.07315886043670616,0.1458811947138154,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,9,392,rmbc,True,57.0,0.5394601571714333,0.9210796856571335,1.6650396032815185,1.0,3.0,1.0,2.517857142857143,0.0,0.0,1.0,19.0,0.0,1.0,15.0,0.0,0.0,2.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,10,394,rmbc,True,25.0,0.0006869424362321297,0.0013738848724642594,2.102576349234809,2.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,11,211,rmbc,True,24.0,0.08204721152264938,0.16409442304529875,1.584139876489885,0.0,0.0,0.0,2.304347826086956,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,12,296,rmbc,True,12.0,0.14814626614315785,0.2962925322863157,0.9828021693304324,0.0,0.0,0.0,2.1818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,13,110,rmbc,True,7.0,0.0033206604875886114,0.006641320975177223,1.6591864152049283,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,14,108,rmbc,True,6.0,7.849543976590212e-06,1.5699087953180424e-05,1.207288952026419,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,15,199,rmbc,True,4.0,0.545992897588647,0.908014204822706,0.8526130302184912,0.0,0.0,0.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,16,89,rmbc,True,3.0,0.8892063103704686,0.2215873792590628,0.9204164273138864,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,17,105,rmbc,True,2.0,0.7127508499232249,0.5744983001535502,0.4681206797562382,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,18,12,rmbc,True,1.0,0.057414464769522056,0.11482892953904411,0.6089905158635522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,19,57,margin_empty_band_fallback,False,0.0,0.911872866168892,0.17625426766221608,0.785034300032044,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,20,258,margin_empty_band_fallback,False,0.0,0.023568546395154044,0.04713709279030809,0.9646850582979691,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,21,384,rmbc,True,4.0,0.21148044527706134,0.42296089055412267,1.263763190763267,0.0,0.0,0.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,22,288,rmbc,True,7.0,0.3714256655765098,0.7428513311530196,1.014939738934262,0.0,0.0,0.0,2.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,23,268,rmbc,True,6.0,0.44814279779409105,0.8962855955881821,0.38977637455421765,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,24,126,rmbc,True,5.0,0.34760062446798656,0.6952012489359731,1.227350033013066,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,25,379,rmbc,True,7.0,0.37734355721946145,0.7546871144389229,1.3455248384217706,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,26,85,rmbc,True,6.0,0.3310399427965649,0.6620798855931298,1.0620490498053388,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,27,77,rmbc,True,5.0,0.3677144002934938,0.7354288005869876,0.6666537846739744,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,28,370,rmbc,True,4.0,0.21175065284069206,0.4235013056813841,0.6178441364859923,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,29,365,rmbc,True,3.0,0.1642888697864464,0.3285777395728928,0.7801394029695579,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,30,192,rmbc,True,2.0,0.19793210563329922,0.39586421126659843,0.3219193903908233,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,31,76,rmbc,True,2.0,0.207236827366728,0.414473654733456,1.0528210694613933,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,32,271,rmbc,True,1.0,0.19240414696173502,0.38480829392347005,0.8362036953275237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,33,299,margin_empty_band_fallback,False,0.0,0.33708573332381775,0.6741714666476355,0.6242769092730702,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,34,375,rmbc,True,6.0,0.27303124568459225,0.5460624913691845,0.6750445280370125,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,35,33,rmbc,True,5.0,0.25657468693793817,0.5131493738758763,0.7957802518888629,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,36,304,rmbc,True,4.0,0.07398540070050785,0.1479708014010157,0.7311415269271323,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,37,232,rmbc,True,3.0,0.0915966688548906,0.1831933377097812,0.6461280901945172,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,38,294,rmbc,True,2.0,0.08509427796082036,0.17018855592164073,0.33501528539842496,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,39,168,rmbc,True,1.0,0.09266753442977915,0.1853350688595583,0.3311802980406598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,40,106,margin_empty_band_fallback,False,0.0,0.7664641392382237,0.4670717215235527,0.9191564962373182,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,41,287,margin,False,0.0,0.1581773521913874,0.3163547043827748,0.6422048214224793,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,42,376,margin,True,7.0,0.29892338083055847,0.5978467616611169,0.5616177983228613,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,43,161,margin,False,6.0,0.7628036683677237,0.47439266326455254,1.3495169071780484,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,44,79,margin,False,6.0,0.19335659452019627,0.38671318904039254,1.431573367954919,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,45,25,margin,False,6.0,0.12817194061551618,0.25634388123103236,0.6339402385953216,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,46,93,margin,False,6.0,0.8917552018708648,0.21648959625827047,0.7627775550706172,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,47,289,margin,False,6.0,0.0935222223160963,0.1870444446321926,0.7838128943787842,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,48,101,margin,False,6.0,0.07856690480764428,0.15713380961528856,0.9550401549803461,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,49,95,margin,True,6.0,0.07457477357604603,0.14914954715209205,0.8741889139202454,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,50,119,margin,False,5.0,0.9348360728846501,0.1303278542306998,0.9831631975669901,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,51,137,margin,True,38.0,0.8181030687968587,0.36379386240628264,0.9320636471277676,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,52,152,margin,True,37.0,0.8441056489936045,0.31178870201279096,0.7232198854843076,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,53,125,margin,True,36.0,0.8661064739841322,0.2677870520317356,0.30117356032200715,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,54,80,margin,True,35.0,0.8673243325032445,0.26535133499351105,0.7095063943759674,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,55,109,margin,True,34.0,0.8790649981407341,0.24187000371853173,0.9366202031151226,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,56,82,margin,False,33.0,0.10520496921628819,0.21040993843257638,1.1224277839102093,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,57,139,margin,True,33.0,0.8985242834960445,0.20295143300791096,0.4006376929862724,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,58,63,margin,False,32.0,0.09491387744833446,0.18982775489666892,0.6641806205790547,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,59,45,margin,True,32.0,0.9145813233344597,0.17083735333108052,0.6188057683280979,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,60,150,margin,True,31.0,0.9187937232417198,0.16241255351656037,0.2841649617295299,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,61,113,margin,True,30.0,0.9230351328617417,0.15392973427651668,0.5573101510123336,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,62,107,margin,True,29.0,0.926657085238503,0.14668582952299403,0.7909273765692597,,,,,0.0,,,,,,,,,
P3_EARLY8_RMBC_B40,w85__r121_f02,121,2,63,19,margin,True,28.0,0.06955565504199512,0.13911131008399025,0.772270891765448,,,,,0.0,,,,,,,,,
