policy,budget,mean_false_positive,mean_false_negative,mean_accuracy,mean_keyhole_recall,outer_runs
P1_PHASE121_CANDIDATE_B,27,1.0066666666666666,1.7166666666666666,0.8398039215686275,0.7426792929292929,300
P1_PHASE121_CANDIDATE_B,28,1.0166666666666666,1.7166666666666666,0.8392156862745098,0.7414505772005773,300
P1_PHASE121_CANDIDATE_B,29,1.0,1.72,0.84,0.7421501924001923,300
P1_PHASE121_CANDIDATE_B,30,0.9766666666666667,1.7066666666666668,0.842156862745098,0.7458908128908128,300
P1_PHASE121_CANDIDATE_B,31,0.9333333333333333,1.67,0.8468627450980393,0.7498845598845599,300
P1_PHASE121_CANDIDATE_B,32,0.9666666666666667,1.6766666666666667,0.8445098039215685,0.7497598605098605,300
P1_PHASE121_CANDIDATE_B,33,0.9466666666666667,1.68,0.8454901960784313,0.748598605098605,300
P1_PHASE121_CANDIDATE_B,34,0.95,1.66,0.8464705882352941,0.7509917027417027,300
P1_PHASE121_CANDIDATE_B,35,0.9366666666666666,1.6666666666666667,0.8468627450980393,0.7511963684463685,300
P1_PHASE121_CANDIDATE_B,36,0.9066666666666666,1.6533333333333333,0.8494117647058823,0.7521143578643579,300
P1_PHASE121_CANDIDATE_B,37,0.8833333333333333,1.62,0.8527450980392156,0.7568513708513709,300
P1_PHASE121_CANDIDATE_B,38,0.91,1.6366666666666667,0.8501960784313726,0.7554503367003367,300
P1_PHASE121_CANDIDATE_B,39,0.9266666666666666,1.6333333333333333,0.8494117647058823,0.7558418710918711,300
P1_PHASE121_CANDIDATE_B,40,0.9366666666666666,1.62,0.8496078431372549,0.7577864357864358,300
P1_PHASE121_CANDIDATE_B,41,0.9066666666666666,1.6433333333333333,0.85,0.753721620971621,300
P1_PHASE121_CANDIDATE_B,42,0.88,1.6733333333333333,0.8498039215686274,0.7498458393458394,300
P1_PHASE121_CANDIDATE_B,43,0.85,1.6733333333333333,0.8515686274509804,0.7500892255892255,300
P1_PHASE121_CANDIDATE_B,44,0.84,1.6866666666666668,0.8513725490196079,0.7477558922558922,300
P1_PHASE121_CANDIDATE_B,45,0.8766666666666667,1.6766666666666667,0.8498039215686274,0.7490402837902838,300
P1_PHASE121_CANDIDATE_B,46,0.8466666666666667,1.73,0.8484313725490196,0.7412162097162096,300
P1_PHASE121_CANDIDATE_B,47,0.8266666666666667,1.7133333333333334,0.8505882352941176,0.7436421356421357,300
P1_PHASE121_CANDIDATE_B,48,0.8366666666666667,1.67,0.8525490196078431,0.7507587782587781,300
P1_PHASE121_CANDIDATE_B,49,0.8166666666666667,1.6433333333333333,0.855294117647059,0.7544069264069264,300
P1_PHASE121_CANDIDATE_B,50,0.84,1.66,0.8529411764705882,0.7520138287638287,300
P1_PHASE121_CANDIDATE_B,51,0.8233333333333334,1.6733333333333333,0.8531372549019608,0.7500034872534872,300
P1_PHASE121_CANDIDATE_B,52,0.7966666666666666,1.67,0.8549019607843136,0.7504294131794131,300
P1_PHASE121_CANDIDATE_B,53,0.8066666666666666,1.6833333333333333,0.8535294117647059,0.748365921115921,300
P1_PHASE121_CANDIDATE_B,54,0.8066666666666666,1.6966666666666668,0.8527450980392157,0.746073593073593,300
P1_PHASE121_CANDIDATE_B,55,0.79,1.6733333333333333,0.8550980392156862,0.7500786435786436,300
P1_PHASE121_CANDIDATE_B,56,0.76,1.68,0.8564705882352941,0.7483196248196248,300
P1_PHASE121_CANDIDATE_B,57,0.75,1.6966666666666668,0.8560784313725491,0.7462468734968735,300
P1_PHASE121_CANDIDATE_B,58,0.7366666666666667,1.69,0.8572549019607841,0.7463196248196248,300
P1_PHASE121_CANDIDATE_B,59,0.7266666666666667,1.7166666666666666,0.8562745098039215,0.7425114237614238,300
P1_PHASE121_CANDIDATE_B,60,0.7166666666666667,1.7033333333333334,0.8576470588235293,0.7439413179413179,300
P1_PHASE121_CANDIDATE_B,61,0.72,1.72,0.8564705882352941,0.7419344636844637,300
P1_PHASE121_CANDIDATE_B,62,0.72,1.7266666666666666,0.856078431372549,0.741457190957191,300
P1_PHASE121_CANDIDATE_B,63,0.7133333333333334,1.73,0.8562745098039215,0.7410960798460797,300
P1_PHASE121_CANDIDATE_B,64,0.7,1.7166666666666666,0.857843137254902,0.7430537518037519,300
P1_PHASE121_CANDIDATE_B,65,0.7,1.72,0.8576470588235294,0.7422018999518999,300
P1_PHASE121_CANDIDATE_B,66,0.7,1.7233333333333334,0.857450980392157,0.7414294131794131,300
P1_PHASE121_CANDIDATE_B,67,0.7,1.72,0.8576470588235294,0.7421171236171237,300
P1_PHASE121_CANDIDATE_B,68,0.7,1.7366666666666666,0.8566666666666667,0.7397705627705627,300
P1_PHASE121_CANDIDATE_B,69,0.6966666666666667,1.7266666666666666,0.857450980392157,0.741573593073593,300
P1_PHASE121_CANDIDATE_B,70,0.6966666666666667,1.7333333333333334,0.8570588235294118,0.739967772967773,300
P1_PHASE121_CANDIDATE_B,71,0.7033333333333334,1.7433333333333334,0.8560784313725491,0.7393617123617123,300
P1_PHASE121_CANDIDATE_B,72,0.69,1.72,0.8582352941176471,0.7424995189995189,300
P1_PHASE121_CANDIDATE_B,73,0.6833333333333333,1.7166666666666666,0.8588235294117647,0.7430815295815296,300
P1_PHASE121_CANDIDATE_B,74,0.6866666666666666,1.72,0.8584313725490195,0.7429173881673882,300
P1_PHASE121_CANDIDATE_B,75,0.6866666666666666,1.72,0.8584313725490195,0.7423685666185665,300
P1_PHASE121_CANDIDATE_B,76,0.6933333333333334,1.72,0.8580392156862746,0.7423685666185665,300
P1_PHASE121_CANDIDATE_B,77,0.69,1.73,0.8576470588235293,0.74148075998076,300
P1_PHASE121_CANDIDATE_B,78,0.69,1.7233333333333334,0.8580392156862744,0.7422560125060125,300
P1_PHASE121_CANDIDATE_B,79,0.6866666666666666,1.7233333333333334,0.858235294117647,0.7421449013949014,300
P1_PHASE121_CANDIDATE_B,80,0.68,1.71,0.8594117647058823,0.744529822029822,300
P2_H_SEED_COVERAGE_B40,16,1.4333333333333333,1.97,0.7998039215686275,0.7042349687349687,300
P2_H_SEED_COVERAGE_B40,17,1.4133333333333333,1.95,0.802156862745098,0.7068246753246753,300
P2_H_SEED_COVERAGE_B40,18,1.4833333333333334,1.8833333333333333,0.8019607843137254,0.7178934583934584,300
P2_H_SEED_COVERAGE_B40,19,1.4533333333333334,1.8466666666666667,0.8058823529411764,0.7232044252044252,300
P2_H_SEED_COVERAGE_B40,20,1.4033333333333333,1.8266666666666667,0.81,0.7265512265512265,300
P2_H_SEED_COVERAGE_B40,21,1.3533333333333333,1.83,0.8127450980392157,0.7275429292929293,300
P2_H_SEED_COVERAGE_B40,22,1.2766666666666666,1.8466666666666667,0.8162745098039216,0.722853896103896,300
P2_H_SEED_COVERAGE_B40,23,1.2833333333333334,1.8766666666666667,0.8141176470588234,0.7172400192400192,300
P2_H_SEED_COVERAGE_B40,24,1.18,1.8566666666666667,0.8213725490196079,0.7195971620971621,300
P2_H_SEED_COVERAGE_B40,25,1.1366666666666667,1.8466666666666667,0.8245098039215686,0.7205258537758537,300
P2_H_SEED_COVERAGE_B40,26,1.1133333333333333,1.85,0.8256862745098039,0.7183278018278018,300
P2_H_SEED_COVERAGE_B40,27,1.1066666666666667,1.85,0.826078431372549,0.7209213564213564,300
P2_H_SEED_COVERAGE_B40,28,1.1533333333333333,1.81,0.8256862745098039,0.7276170033670033,300
P2_H_SEED_COVERAGE_B40,29,1.09,1.84,0.8276470588235294,0.7242255892255893,300
P2_H_SEED_COVERAGE_B40,30,1.0833333333333333,1.7833333333333334,0.8313725490196078,0.7323671236171235,300
P2_H_SEED_COVERAGE_B40,31,1.0466666666666666,1.7766666666666666,0.833921568627451,0.7332070707070706,300
P2_H_SEED_COVERAGE_B40,32,1.05,1.7566666666666666,0.8349019607843137,0.7357692400192399,300
P2_H_SEED_COVERAGE_B40,33,1.0366666666666666,1.72,0.8378431372549019,0.7421290283790285,300
P2_H_SEED_COVERAGE_B40,34,0.96,1.6866666666666668,0.8443137254901959,0.7461713564213565,300
P2_H_SEED_COVERAGE_B40,35,0.9666666666666667,1.74,0.8407843137254901,0.7376091871091871,300
P2_H_SEED_COVERAGE_B40,36,0.9466666666666667,1.7566666666666666,0.8409803921568627,0.7357956950456951,300
P2_H_SEED_COVERAGE_B40,37,0.9166666666666666,1.76,0.8425490196078431,0.7355046897546897,300
P2_H_SEED_COVERAGE_B40,38,0.9033333333333333,1.7633333333333334,0.8431372549019608,0.7359636844636844,300
P2_H_SEED_COVERAGE_B40,39,0.86,1.72,0.848235294117647,0.7427017797017798,300
P2_H_SEED_COVERAGE_B40,40,0.88,1.74,0.8458823529411764,0.7386449013949014,300
P2_H_SEED_COVERAGE_B40,41,0.8866666666666667,1.7,0.8478431372549018,0.745299543049543,300
P2_H_SEED_COVERAGE_B40,42,0.86,1.7733333333333334,0.8450980392156862,0.7334304954304954,300
P2_H_SEED_COVERAGE_B40,43,0.85,1.7433333333333334,0.8474509803921568,0.7363379028379029,300
P2_H_SEED_COVERAGE_B40,44,0.8733333333333333,1.71,0.8480392156862745,0.742975468975469,300
P2_H_SEED_COVERAGE_B40,45,0.9166666666666666,1.6966666666666668,0.8462745098039215,0.7429466089466089,300
P2_H_SEED_COVERAGE_B40,46,0.8933333333333333,1.7033333333333334,0.8472549019607842,0.7413487253487254,300
P2_H_SEED_COVERAGE_B40,47,0.8966666666666666,1.6833333333333333,0.848235294117647,0.7459704184704186,300
P2_H_SEED_COVERAGE_B40,48,0.9133333333333333,1.6966666666666668,0.846470588235294,0.7433011063011062,300
P2_H_SEED_COVERAGE_B40,49,0.88,1.6666666666666667,0.8501960784313726,0.7488804713804713,300
P2_H_SEED_COVERAGE_B40,50,0.8266666666666667,1.67,0.8531372549019608,0.7497574555074555,300
P2_H_SEED_COVERAGE_B40,51,0.8633333333333333,1.6966666666666668,0.8494117647058823,0.7447772967772968,300
P2_H_SEED_COVERAGE_B40,52,0.81,1.6766666666666667,0.8537254901960785,0.7469505772005772,300
P2_H_SEED_COVERAGE_B40,53,0.8066666666666666,1.67,0.8543137254901959,0.749024531024531,300
P2_H_SEED_COVERAGE_B40,54,0.8033333333333333,1.6766666666666667,0.8541176470588235,0.7472439874939876,300
P2_H_SEED_COVERAGE_B40,55,0.7933333333333333,1.68,0.8545098039215687,0.7471236171236171,300
P2_H_SEED_COVERAGE_B40,56,0.7766666666666666,1.6966666666666668,0.8545098039215685,0.7444080086580086,300
P2_H_SEED_COVERAGE_B40,57,0.77,1.6933333333333334,0.8550980392156862,0.7456712361712362,300
P2_H_SEED_COVERAGE_B40,58,0.76,1.7,0.8552941176470588,0.7446976911976912,300
P2_H_SEED_COVERAGE_B40,59,0.7466666666666667,1.6933333333333334,0.8564705882352939,0.7454450456950457,300
P2_H_SEED_COVERAGE_B40,60,0.7366666666666667,1.6966666666666668,0.8568627450980391,0.7449185906685907,300
P2_H_SEED_COVERAGE_B40,61,0.72,1.6966666666666668,0.857843137254902,0.7449543049543049,300
P2_H_SEED_COVERAGE_B40,62,0.7166666666666667,1.7066666666666668,0.857450980392157,0.7432968975468975,300
P2_H_SEED_COVERAGE_B40,63,0.7366666666666667,1.72,0.8554901960784314,0.7418868446368446,300
P2_H_SEED_COVERAGE_B40,64,0.74,1.6933333333333334,0.8568627450980391,0.7465032467532466,300
P2_H_SEED_COVERAGE_B40,65,0.7366666666666667,1.68,0.857843137254902,0.748433140933141,300
P2_H_SEED_COVERAGE_B40,66,0.7166666666666667,1.6933333333333334,0.8582352941176471,0.7462386964886965,300
P2_H_SEED_COVERAGE_B40,67,0.7266666666666667,1.6833333333333333,0.858235294117647,0.7476077441077441,300
P2_H_SEED_COVERAGE_B40,68,0.72,1.69,0.8582352941176471,0.7466355218855218,300
P2_H_SEED_COVERAGE_B40,69,0.7266666666666667,1.6833333333333333,0.8582352941176471,0.7482201779701779,300
P2_H_SEED_COVERAGE_B40,70,0.7266666666666667,1.6733333333333333,0.8588235294117647,0.7489742664742665,300
P2_H_SEED_COVERAGE_B40,71,0.7366666666666667,1.68,0.857843137254902,0.7486209716209716,300
P2_H_SEED_COVERAGE_B40,72,0.73,1.6833333333333333,0.8580392156862744,0.7479463684463684,300
P2_H_SEED_COVERAGE_B40,73,0.7333333333333333,1.6633333333333333,0.8590196078431372,0.7504503367003367,300
P2_H_SEED_COVERAGE_B40,74,0.7233333333333334,1.67,0.8592156862745097,0.750607744107744,300
P2_H_SEED_COVERAGE_B40,75,0.7233333333333334,1.7066666666666668,0.8570588235294118,0.744257215007215,300
P2_H_SEED_COVERAGE_B40,76,0.7233333333333334,1.7033333333333334,0.8572549019607844,0.7451236171236171,300
P2_H_SEED_COVERAGE_B40,77,0.72,1.6966666666666668,0.857843137254902,0.7461222943722944,300
P2_H_SEED_COVERAGE_B40,78,0.7266666666666667,1.6966666666666668,0.857450980392157,0.7466090668590669,300
P2_H_SEED_COVERAGE_B40,79,0.72,1.6966666666666668,0.8578431372549018,0.7463643578643578,300
P2_H_SEED_COVERAGE_B40,80,0.72,1.6866666666666668,0.8584313725490195,0.7484106541606542,300
P3_EARLY8_RMBC_B40,16,1.4,1.7766666666666666,0.8131372549019608,0.7320667388167388,300
P3_EARLY8_RMBC_B40,17,1.39,1.74,0.8158823529411764,0.737267797017797,300
P3_EARLY8_RMBC_B40,18,1.3433333333333333,1.7366666666666666,0.8188235294117646,0.7377757335257336,300
P3_EARLY8_RMBC_B40,19,1.3033333333333332,1.7566666666666666,0.82,0.7346712361712362,300
P3_EARLY8_RMBC_B40,20,1.2566666666666666,1.7466666666666666,0.8233333333333334,0.7390297017797017,300
P3_EARLY8_RMBC_B40,21,1.27,1.7466666666666666,0.8225490196078431,0.7388934583934583,300
P3_EARLY8_RMBC_B40,22,1.2433333333333334,1.7233333333333334,0.8254901960784314,0.741364357864358,300
P3_EARLY8_RMBC_B40,23,1.25,1.69,0.8270588235294117,0.7466410533910534,300
P3_EARLY8_RMBC_B40,24,1.18,1.7033333333333334,0.830392156862745,0.7439493746993747,300
P3_EARLY8_RMBC_B40,25,1.2366666666666666,1.63,0.8313725490196078,0.7558012265512265,300
P3_EARLY8_RMBC_B40,26,1.2066666666666668,1.6566666666666667,0.8315686274509804,0.7503263588263587,300
P3_EARLY8_RMBC_B40,27,1.1866666666666668,1.6433333333333333,0.8335294117647059,0.7537350889850889,300
P3_EARLY8_RMBC_B40,28,1.1533333333333333,1.6533333333333333,0.8349019607843137,0.7520075757575756,300
P3_EARLY8_RMBC_B40,29,1.1,1.6466666666666667,0.8384313725490196,0.7536637806637807,300
P3_EARLY8_RMBC_B40,30,1.0833333333333333,1.6633333333333333,0.8384313725490196,0.7507643097643097,300
P3_EARLY8_RMBC_B40,31,1.0433333333333332,1.5933333333333333,0.8449019607843138,0.7591967291967291,300
P3_EARLY8_RMBC_B40,32,1.0466666666666666,1.6166666666666667,0.8433333333333334,0.7567468734968735,300
P3_EARLY8_RMBC_B40,33,1.0333333333333334,1.6433333333333333,0.8425490196078431,0.752568302068302,300
P3_EARLY8_RMBC_B40,34,1.0,1.5966666666666667,0.8472549019607842,0.7614320586820587,300
P3_EARLY8_RMBC_B40,35,1.02,1.5666666666666667,0.8478431372549019,0.7659862914862915,300
P3_EARLY8_RMBC_B40,36,1.01,1.5833333333333333,0.8474509803921569,0.7642574555074555,300
P3_EARLY8_RMBC_B40,37,1.0266666666666666,1.5533333333333332,0.8482352941176471,0.7690960798460797,300
P3_EARLY8_RMBC_B40,38,1.0,1.5966666666666667,0.8472549019607843,0.7623989898989898,300
P3_EARLY8_RMBC_B40,39,0.9766666666666667,1.58,0.8496078431372549,0.764105339105339,300
P3_EARLY8_RMBC_B40,40,0.9366666666666666,1.5633333333333332,0.8529411764705883,0.7660220057720059,300
P3_EARLY8_RMBC_B40,41,0.9133333333333333,1.57,0.8539215686274508,0.7659479316979317,300
P3_EARLY8_RMBC_B40,42,0.8866666666666667,1.6433333333333333,0.8511764705882353,0.7556093073593073,300
P3_EARLY8_RMBC_B40,43,0.8733333333333333,1.6566666666666667,0.8511764705882353,0.75330772005772,300
P3_EARLY8_RMBC_B40,44,0.8666666666666667,1.69,0.8496078431372549,0.7479770322270323,300
P3_EARLY8_RMBC_B40,45,0.8633333333333333,1.6966666666666668,0.8494117647058823,0.7478262385762385,300
P3_EARLY8_RMBC_B40,46,0.8533333333333334,1.6966666666666668,0.85,0.7460220057720058,300
P3_EARLY8_RMBC_B40,47,0.8333333333333334,1.7066666666666668,0.8505882352941176,0.7448606301106301,300
P3_EARLY8_RMBC_B40,48,0.8066666666666666,1.7033333333333334,0.8523529411764705,0.7455257335257335,300
P3_EARLY8_RMBC_B40,49,0.8,1.6866666666666668,0.8537254901960785,0.7492085137085137,300
P3_EARLY8_RMBC_B40,50,0.8266666666666667,1.6733333333333333,0.8529411764705883,0.751565416065416,300
P3_EARLY8_RMBC_B40,51,0.82,1.68,0.8529411764705882,0.7495365560365561,300
P3_EARLY8_RMBC_B40,52,0.8266666666666667,1.69,0.8519607843137255,0.7486106301106302,300
P3_EARLY8_RMBC_B40,53,0.8266666666666667,1.6833333333333333,0.8523529411764706,0.7486833814333814,300
P3_EARLY8_RMBC_B40,54,0.81,1.6966666666666668,0.8525490196078432,0.7461343193843194,300
P3_EARLY8_RMBC_B40,55,0.7933333333333333,1.6933333333333334,0.8537254901960785,0.7465773208273209,300
P3_EARLY8_RMBC_B40,56,0.77,1.72,0.8535294117647059,0.7427241462241462,300
P3_EARLY8_RMBC_B40,57,0.7566666666666667,1.7033333333333334,0.8552941176470588,0.7456725589225588,300
P3_EARLY8_RMBC_B40,58,0.7333333333333333,1.7066666666666668,0.8564705882352941,0.7447281144781145,300
P3_EARLY8_RMBC_B40,59,0.7433333333333333,1.71,0.8556862745098038,0.7435458152958153,300
P3_EARLY8_RMBC_B40,60,0.72,1.6966666666666668,0.857843137254902,0.7463302068302068,300
P3_EARLY8_RMBC_B40,61,0.73,1.6966666666666668,0.8572549019607841,0.7453487253487253,300
P3_EARLY8_RMBC_B40,62,0.71,1.71,0.8576470588235293,0.7443672438672438,300
P3_EARLY8_RMBC_B40,63,0.7133333333333334,1.71,0.857450980392157,0.7442561327561328,300
P3_EARLY8_RMBC_B40,64,0.71,1.7066666666666668,0.857843137254902,0.7449029581529582,300
P3_EARLY8_RMBC_B40,65,0.7,1.7033333333333334,0.8586274509803923,0.7452085137085137,300
P3_EARLY8_RMBC_B40,66,0.7,1.7166666666666666,0.857843137254902,0.7434743867243867,300
P3_EARLY8_RMBC_B40,67,0.6966666666666667,1.72,0.857843137254902,0.7424213564213564,300
P3_EARLY8_RMBC_B40,68,0.7,1.7266666666666666,0.8572549019607841,0.7410854978354978,300
P3_EARLY8_RMBC_B40,69,0.6933333333333334,1.73,0.857450980392157,0.7411396103896104,300
P3_EARLY8_RMBC_B40,70,0.7,1.73,0.8570588235294118,0.7406556036556037,300
P3_EARLY8_RMBC_B40,71,0.6966666666666667,1.7333333333333334,0.8570588235294118,0.7403593073593074,300
P3_EARLY8_RMBC_B40,72,0.6866666666666666,1.72,0.8584313725490195,0.7424148629148629,300
P3_EARLY8_RMBC_B40,73,0.6833333333333333,1.73,0.8580392156862744,0.7412983405483405,300
P3_EARLY8_RMBC_B40,74,0.6833333333333333,1.7233333333333334,0.8584313725490195,0.7424411976911978,300
P3_EARLY8_RMBC_B40,75,0.6833333333333333,1.7266666666666666,0.8582352941176471,0.7414479316979317,300
P3_EARLY8_RMBC_B40,76,0.6933333333333334,1.7133333333333334,0.8584313725490195,0.7438870851370851,300
P3_EARLY8_RMBC_B40,77,0.6866666666666666,1.71,0.8590196078431372,0.7441210918710918,300
P3_EARLY8_RMBC_B40,78,0.69,1.72,0.8582352941176471,0.742811568061568,300
