policy,budget,mean_false_positive,mean_false_negative,mean_accuracy,mean_keyhole_recall,outer_runs
P0_M3_MARGIN_B16,16,1.6033333333333333,2.0966666666666667,0.7823529411764706,0.6877819865319865,300
P0_M3_MARGIN_B16,17,1.3566666666666667,2.013333333333333,0.8017647058823528,0.6976881914381914,300
P0_M3_MARGIN_B16,18,1.4066666666666667,1.9833333333333334,0.8005882352941177,0.7004820827320827,300
P0_M3_MARGIN_B16,19,1.33,1.9966666666666666,0.804313725490196,0.7006249398749399,300
P0_M3_MARGIN_B16,20,1.3466666666666667,1.9,0.8090196078431372,0.7136249398749398,300
P0_M3_MARGIN_B16,21,1.3433333333333333,1.8233333333333333,0.8137254901960783,0.7256209716209716,300
P0_M3_MARGIN_B16,22,1.33,1.7866666666666666,0.8166666666666667,0.731454304954305,300
P0_M3_MARGIN_B16,23,1.28,1.7833333333333334,0.8198039215686275,0.730998075998076,300
P0_M3_MARGIN_B16,24,1.2533333333333334,1.8,0.8203921568627451,0.7295058922558922,300
P0_M3_MARGIN_B16,25,1.21,1.7466666666666666,0.826078431372549,0.7357123617123618,300
P0_M3_MARGIN_B16,26,1.1966666666666668,1.76,0.826078431372549,0.7353353775853776,300
P0_M3_MARGIN_B16,27,1.1933333333333334,1.7833333333333334,0.8249019607843138,0.7301275853775854,300
P0_M3_MARGIN_B16,28,1.13,1.8066666666666666,0.8272549019607843,0.7281222943722945,300
P0_M3_MARGIN_B16,29,1.1166666666666667,1.7666666666666666,0.830392156862745,0.7336844636844637,300
P0_M3_MARGIN_B16,30,1.1033333333333333,1.7766666666666666,0.8305882352941176,0.7321408128908128,300
P0_M3_MARGIN_B16,31,1.0966666666666667,1.8033333333333332,0.8294117647058823,0.7284119769119769,300
P0_M3_MARGIN_B16,32,1.05,1.7966666666666666,0.8325490196078431,0.7300111832611832,300
P0_M3_MARGIN_B16,33,1.0933333333333333,1.7966666666666666,0.83,0.727570707070707,300
P0_M3_MARGIN_B16,34,1.05,1.7933333333333332,0.8327450980392156,0.729089466089466,300
P0_M3_MARGIN_B16,35,1.05,1.7933333333333332,0.8327450980392157,0.7289214766714767,300
P0_M3_MARGIN_B16,36,1.05,1.8333333333333333,0.8303921568627451,0.723973063973064,300
P0_M3_MARGIN_B16,37,1.04,1.78,0.8341176470588235,0.7308725348725348,300
P0_M3_MARGIN_B16,38,1.0366666666666666,1.7233333333333334,0.8376470588235294,0.7382271524771524,300
P0_M3_MARGIN_B16,39,1.0433333333333332,1.7,0.838627450980392,0.7421516354016354,300
P0_M3_MARGIN_B16,40,1.0366666666666666,1.7133333333333334,0.8382352941176471,0.7407720057720057,300
P0_M3_MARGIN_B16,41,1.03,1.7,0.8394117647058823,0.743073593073593,300
P0_M3_MARGIN_B16,42,0.9966666666666667,1.7,0.8413725490196078,0.7434915824915825,300
P0_M3_MARGIN_B16,43,0.9766666666666667,1.7066666666666668,0.842156862745098,0.7432386964886964,300
P0_M3_MARGIN_B16,44,0.9566666666666667,1.6866666666666668,0.8445098039215686,0.7472492784992786,300
P0_M3_MARGIN_B16,45,0.9333333333333333,1.6966666666666668,0.8452941176470588,0.7455746753246754,300
P0_M3_MARGIN_B16,46,0.9566666666666667,1.66,0.846078431372549,0.7506595719095719,300
P0_M3_MARGIN_B16,47,0.93,1.7033333333333334,0.8450980392156863,0.7434741462241462,300
P0_M3_MARGIN_B16,48,0.9166666666666666,1.6866666666666668,0.8468627450980392,0.7468209475709475,300
P0_M3_MARGIN_B16,49,0.8633333333333333,1.7066666666666668,0.8488235294117648,0.7440601250601251,300
P0_M3_MARGIN_B16,50,0.86,1.72,0.848235294117647,0.7412415824915826,300
P0_M3_MARGIN_B16,51,0.8466666666666667,1.6733333333333333,0.851764705882353,0.7494132996632997,300
P0_M3_MARGIN_B16,52,0.8133333333333334,1.7033333333333334,0.8519607843137255,0.7460984848484848,300
P0_M3_MARGIN_B16,53,0.7833333333333333,1.7066666666666668,0.8535294117647059,0.7444227994227994,300
P0_M3_MARGIN_B16,54,0.76,1.7233333333333334,0.853921568627451,0.7410656565656566,300
P0_M3_MARGIN_B16,55,0.7466666666666667,1.7066666666666668,0.8556862745098038,0.7443577441077441,300
P0_M3_MARGIN_B16,56,0.7533333333333333,1.7166666666666666,0.8547058823529411,0.7433855218855219,300
P0_M3_MARGIN_B16,57,0.7733333333333333,1.7,0.8545098039215687,0.7456077441077441,300
P0_M3_MARGIN_B16,58,0.7433333333333333,1.69,0.8568627450980393,0.7464320586820586,300
P0_M3_MARGIN_B16,59,0.7366666666666667,1.73,0.8549019607843136,0.7399886964886965,300
P0_M3_MARGIN_B16,60,0.7566666666666667,1.72,0.8543137254901961,0.7421212121212121,300
P0_M3_MARGIN_B16,61,0.7366666666666667,1.7333333333333334,0.8547058823529411,0.7396278258778258,300
P0_M3_MARGIN_B16,62,0.73,1.72,0.8558823529411764,0.742020683020683,300
P0_M3_MARGIN_B16,63,0.73,1.72,0.8558823529411764,0.7414386724386723,300
P0_M3_MARGIN_B16,64,0.7166666666666667,1.7366666666666666,0.8556862745098038,0.739455747955748,300
P0_M3_MARGIN_B16,65,0.7133333333333334,1.7133333333333334,0.8572549019607841,0.7427799422799424,300
P0_M3_MARGIN_B16,66,0.7,1.73,0.8570588235294118,0.7402124819624819,300
P0_M3_MARGIN_B16,67,0.6966666666666667,1.7366666666666666,0.8568627450980393,0.7393460798460798,300
P0_M3_MARGIN_B16,68,0.6866666666666666,1.7366666666666666,0.857450980392157,0.7398659211159211,300
P0_M3_MARGIN_B16,69,0.68,1.74,0.8576470588235293,0.7393976671476672,300
P0_M3_MARGIN_B16,70,0.6666666666666666,1.7433333333333334,0.8582352941176471,0.7387520442520443,300
P0_M3_MARGIN_B16,71,0.6766666666666666,1.7233333333333334,0.8588235294117647,0.7421066618566619,300
P0_M3_MARGIN_B16,72,0.6733333333333333,1.73,0.8586274509803923,0.7408869648869648,300
P0_M3_MARGIN_B16,73,0.67,1.7333333333333334,0.8586274509803921,0.7400788840788841,300
P0_M3_MARGIN_B16,74,0.6733333333333333,1.7366666666666666,0.858235294117647,0.7396569264069264,300
P0_M3_MARGIN_B16,75,0.6733333333333333,1.72,0.8592156862745097,0.742063011063011,300
P0_M3_MARGIN_B16,76,0.6766666666666666,1.7266666666666666,0.8586274509803921,0.741249518999519,300
P0_M3_MARGIN_B16,77,0.6733333333333333,1.7266666666666666,0.8588235294117647,0.7415020442520441,300
P0_M3_MARGIN_B16,78,0.67,1.7333333333333334,0.8586274509803923,0.7405828523328524,300
P0_M3_MARGIN_B16,79,0.67,1.72,0.8594117647058823,0.7424201539201539,300
P0_M3_MARGIN_B16,80,0.6733333333333333,1.7233333333333334,0.8590196078431372,0.7421449013949013,300
P1_PHASE121_CANDIDATE_B,16,1.3166666666666667,1.7466666666666666,0.8198039215686275,0.7366847041847041,300
P1_PHASE121_CANDIDATE_B,17,1.3433333333333333,1.7366666666666666,0.8188235294117646,0.7401896344396345,300
P1_PHASE121_CANDIDATE_B,18,1.32,1.7466666666666666,0.8196078431372549,0.738300505050505,300
P1_PHASE121_CANDIDATE_B,19,1.2766666666666666,1.68,0.826078431372549,0.749728354978355,300
P1_PHASE121_CANDIDATE_B,20,1.2833333333333334,1.7133333333333334,0.8237254901960783,0.7432973785473785,300
P1_PHASE121_CANDIDATE_B,21,1.2266666666666666,1.6466666666666667,0.8309803921568627,0.7541239778739779,300
P1_PHASE121_CANDIDATE_B,22,1.2066666666666668,1.69,0.8296078431372549,0.7456492303992304,300
P1_PHASE121_CANDIDATE_B,23,1.15,1.71,0.831764705882353,0.744471620971621,300
P1_PHASE121_CANDIDATE_B,24,1.11,1.7366666666666666,0.8325490196078432,0.7391782106782107,300
P1_PHASE121_CANDIDATE_B,25,1.0633333333333332,1.7566666666666666,0.8341176470588235,0.7361501924001925,300
P1_PHASE121_CANDIDATE_B,26,1.0233333333333334,1.74,0.8374509803921569,0.7399213564213564,300
