dataset,material,setting,repeat,model,roc_auc,pr_auc,balanced_accuracy,keyhole_recall,conduction_recall,brier_score,accuracy,false_negative,false_positive,true_negative,true_positive
transition_inclusive,Ti64,R2_C1e6,5,G,0.9502262443438914,0.9698177218101316,0.9321266968325792,0.9411764705882353,0.9230769230769231,0.06007264282719911,0.9333333333333333,2,2,24,32
transition_inclusive,Ti64,R2_C1e6,6,H,0.9705882352941176,0.9832091000328561,0.9468325791855203,0.9705882352941176,0.9230769230769231,0.05457457940251193,0.95,1,2,24,33
transition_inclusive,Ti64,R2_C1e6,6,G,0.9524886877828054,0.9736185383244207,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.05131426943553348,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,7,H,0.9649321266968325,0.9787986354416375,0.9174208144796381,0.9117647058823529,0.9230769230769231,0.0639432191538958,0.9166666666666666,3,2,24,31
transition_inclusive,Ti64,R2_C1e6,7,G,0.953054298642534,0.9754723707664884,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.05156414409032075,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,8,H,0.9671945701357466,0.9805254625361117,0.9174208144796381,0.9117647058823529,0.9230769230769231,0.0560441924753168,0.9166666666666666,3,2,24,31
transition_inclusive,Ti64,R2_C1e6,8,G,0.9536199095022625,0.9754723707664884,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.05114612660589743,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,9,H,0.9649321266968325,0.9795243802850294,0.9468325791855203,0.9705882352941176,0.9230769230769231,0.0569704440980054,0.95,1,2,24,33
transition_inclusive,Ti64,R2_C1e6,9,G,0.9502262443438914,0.9717785061238572,0.9321266968325792,0.9411764705882353,0.9230769230769231,0.057685218146259404,0.9333333333333333,2,2,24,32
transition_inclusive,Ti64,R2_C1e6,10,H,0.9694570135746606,0.9819145596379697,0.9174208144796381,0.9117647058823529,0.9230769230769231,0.0608057358223146,0.9166666666666666,3,2,24,31
transition_inclusive,Ti64,R2_C1e6,10,G,0.9558823529411764,0.9772549019607842,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.04157592149839242,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,11,H,0.9547511312217194,0.9734796030274839,0.9174208144796381,0.9117647058823529,0.9230769230769231,0.0739748535277475,0.9166666666666666,3,2,24,31
transition_inclusive,Ti64,R2_C1e6,11,G,0.9490950226244343,0.967677977023328,0.9321266968325792,0.9411764705882353,0.9230769230769231,0.06025700433889662,0.9333333333333333,2,2,24,32
transition_inclusive,Ti64,R2_C1e6,12,H,0.9671945701357465,0.9822666845642923,0.9660633484162896,0.9705882352941176,0.9615384615384616,0.05205240998730821,0.9666666666666667,1,1,25,33
transition_inclusive,Ti64,R2_C1e6,12,G,0.955316742081448,0.9768742791234141,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.04016315520204281,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,13,H,0.9728506787330315,0.9830019076596156,0.9468325791855203,0.9705882352941176,0.9230769230769231,0.056236552393423865,0.95,1,2,24,33
transition_inclusive,Ti64,R2_C1e6,13,G,0.9536199095022625,0.9745236041630728,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.052460869396285456,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,14,H,0.9671945701357466,0.9801857559464051,0.9174208144796381,0.9117647058823529,0.9230769230769231,0.06000938580914918,0.9166666666666666,3,2,24,31
transition_inclusive,Ti64,R2_C1e6,14,G,0.9547511312217195,0.9754723707664884,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.05157405661365632,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,15,H,0.9592760180995475,0.9765593306288033,0.9174208144796381,0.9117647058823529,0.9230769230769231,0.06548865262518777,0.9166666666666666,3,2,24,31
transition_inclusive,Ti64,R2_C1e6,15,G,0.9536199095022624,0.9745098039215686,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.048671585236873406,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,16,H,0.9739819004524886,0.9842560744847167,0.9468325791855203,0.9705882352941176,0.9230769230769231,0.05033485790905099,0.95,1,2,24,33
transition_inclusive,Ti64,R2_C1e6,16,G,0.9502262443438914,0.9717785061238572,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.05132521611346205,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,17,H,0.9717194570135747,0.9828428096141821,0.9468325791855203,0.9705882352941176,0.9230769230769231,0.05696491657952721,0.95,1,2,24,33
transition_inclusive,Ti64,R2_C1e6,17,G,0.9502262443438914,0.9687651205694129,0.9321266968325792,0.9411764705882353,0.9230769230769231,0.06007856766525196,0.9333333333333333,2,2,24,32
transition_inclusive,Ti64,R2_C1e6,18,H,0.9671945701357465,0.9812512073795036,0.9468325791855203,0.9705882352941176,0.9230769230769231,0.05210871240759021,0.95,1,2,24,33
transition_inclusive,Ti64,R2_C1e6,18,G,0.9502262443438914,0.9717785061238572,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.05018176951748165,0.95,2,1,25,32
transition_inclusive,Ti64,R2_C1e6,19,H,0.9683257918552035,0.981575882704179,0.9468325791855203,0.9705882352941176,0.9230769230769231,0.05428451276941764,0.95,1,2,24,33
transition_inclusive,Ti64,R2_C1e6,19,G,0.9513574660633484,0.9727272727272727,0.9513574660633484,0.9411764705882353,0.9615384615384616,0.05146658241626021,0.95,2,1,25,32
strict_C_vs_K,Ti64,R2_C1e6,0,H,1.0,1.0,1.0,1.0,1.0,0.0012752568080901738,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,0,G,1.0,0.9999999999999999,1.0,1.0,1.0,2.5855235762146976e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,1,H,1.0,1.0,1.0,1.0,1.0,0.00027061658915737615,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,1,G,1.0,0.9999999999999999,1.0,1.0,1.0,1.2092154988922328e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,2,H,1.0,1.0,1.0,1.0,1.0,0.00012179861620302094,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,2,G,1.0,0.9999999999999999,1.0,1.0,1.0,6.988446439647322e-06,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,3,H,1.0,1.0,1.0,1.0,1.0,0.0002967318799285869,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,3,G,1.0,0.9999999999999999,1.0,1.0,1.0,6.061391123767401e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,4,H,1.0,0.9999999999999999,1.0,1.0,1.0,0.0001989649985664672,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,4,G,1.0,0.9999999999999999,1.0,1.0,1.0,0.0004789321261678722,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,5,H,1.0,1.0,1.0,1.0,1.0,0.0002485139465729491,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,5,G,1.0,0.9999999999999999,1.0,1.0,1.0,6.076232877437881e-06,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,6,H,1.0,1.0,1.0,1.0,1.0,0.00029228386245984503,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,6,G,1.0,0.9999999999999999,1.0,1.0,1.0,1.4178398215155282e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,7,H,1.0,1.0,1.0,1.0,1.0,0.0011107240655184461,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,7,G,1.0,0.9999999999999999,1.0,1.0,1.0,0.00032624089722553155,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,8,H,1.0,1.0,1.0,1.0,1.0,0.001075182016859188,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,8,G,1.0,0.9999999999999999,1.0,1.0,1.0,1.5208311800636443e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,9,H,1.0,0.9999999999999999,1.0,1.0,1.0,0.00015330773093410877,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,9,G,1.0,0.9999999999999999,1.0,1.0,1.0,1.174180903112551e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,10,H,1.0,1.0,1.0,1.0,1.0,0.00026137814514789657,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,10,G,1.0,0.9999999999999999,1.0,1.0,1.0,8.591893981651198e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,11,H,1.0,1.0,1.0,1.0,1.0,0.00030757141298370184,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,11,G,1.0,0.9999999999999999,1.0,1.0,1.0,3.147423049749411e-06,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,12,H,1.0,1.0,1.0,1.0,1.0,0.00027245284218497596,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,12,G,1.0,0.9999999999999999,1.0,1.0,1.0,1.1261920567021257e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,13,H,1.0,1.0,1.0,1.0,1.0,0.00027041427634929535,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,13,G,1.0,0.9999999999999999,1.0,1.0,1.0,1.1503377023828244e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,14,H,1.0,1.0,1.0,1.0,1.0,0.0002795825524076011,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,14,G,1.0,0.9999999999999999,1.0,1.0,1.0,7.931604241046766e-06,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,15,H,1.0,1.0,1.0,1.0,1.0,0.0003120993434571313,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,15,G,1.0,0.9999999999999999,1.0,1.0,1.0,9.806969480747274e-06,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,16,H,1.0,1.0,1.0,1.0,1.0,0.00025995762917251043,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,16,G,1.0,0.9999999999999998,1.0,1.0,1.0,0.00026556667551249036,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,17,H,1.0,1.0,1.0,1.0,1.0,0.00020807853105457604,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,17,G,1.0,0.9999999999999999,1.0,1.0,1.0,3.914542636523445e-06,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,18,H,1.0,1.0,1.0,1.0,1.0,0.001313533048109372,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,18,G,1.0,0.9999999999999999,1.0,1.0,1.0,3.1198535889410756e-05,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,19,H,1.0,1.0,1.0,1.0,1.0,0.00023472959035026697,1.0,0,0,26,22
strict_C_vs_K,Ti64,R2_C1e6,19,G,1.0,0.9999999999999999,1.0,1.0,1.0,2.083794031141757e-05,1.0,0,0,26,22
