feature,unit,week6_min,week6_max,sph_v2_new_data_min,sph_v2_new_data_max,minimum_shift,maximum_shift,range_expansion_below_week6,range_expansion_above_week6,overlap_min,overlap_max,overlap_width,week6_range_width,new_range_width
P,W,52.5445860993,248.695097131,102.928146519,339.704237738,50.3835604197,91.009140607,0.0,91.009140607,102.928146519,248.695097131,145.76695061200002,196.1505110317,236.77609121900002
VX,m/s,0.201002332148,0.998321353283,0.256636148953,0.915030812968,0.055633816805000014,-0.08329054031499994,0.0,0.0,0.256636148953,0.915030812968,0.658394664015,0.797319021135,0.658394664015
LS,m,4.5e-05,8.97039861056e-05,4.52492384214e-05,8.28088886776e-05,2.4923842139999735e-07,-6.8950974280000015e-06,0.0,0.0,4.52492384214e-05,8.28088886776e-05,3.75596502562e-05,4.4703986105599997e-05,3.75596502562e-05
ST,K,300.0,399.457924021,300.218383071,395.602757306,0.2183830710000052,-3.8551667149999957,0.0,0.0,300.218383071,395.602757306,95.384374235,99.457924021,95.384374235
