extension,file_count,total_size_bytes,total_size_GiB
.png,12858,43646715.0,0.040649170987308025
.dat,580,1015621597.0,0.945871320553124
.gif,54,29506336.0,0.02747991681098938
.csv,18,462978.0,0.000431181862950325
.json,18,5320.0,4.954636096954346e-06
