target,target_label,target_unit,grid_index,P,VX,predicted_mean,predictive_std,nearest_training_distance_standardized,inside_pairwise_convex_hull,within_observed_support,plot_value_masked_outside_support,reference_LS,reference_ST,model_configuration,training_sample_size,interpretive_fit_not_out_of_sample_evaluation
depth,T0 penetration depth,um,0,102.928146519,0.20359066256,62.700020595922595,33.110338343426264,0.7520074132121419,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,1,114.48928749526667,0.20359066256,60.22495753018094,31.643397208793623,0.7249758493813542,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,2,126.05042847153334,0.20359066256,57.38327377540219,30.56923231394594,0.7153872656803594,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,3,137.61156944779998,0.20359066256,54.23302630272871,29.85794311150816,0.72393509561302,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,4,149.17271042406668,0.20359066256,50.8862772573614,29.427587445406616,0.7499994869825249,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,5,160.73385140033332,0.20359066256,47.50527340413155,29.17228331851129,0.7918526146569669,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,6,172.2949923766,0.20359066256,44.28980016548447,28.99819766553932,0.8471576129949525,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,7,183.85613335286666,0.20359066256,41.458777197628706,28.84973086406361,0.9134744682927614,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,8,195.41727432913333,0.20359066256,39.22935758869416,28.716468518471967,0.8881191972948029,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,9,206.9784153054,0.20359066256,37.79607326666863,28.621283435855172,0.8730538683298481,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,10,218.53955628166668,0.20359066256,37.312087752547086,28.596411269237386,0.8728141442821975,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,11,230.10069725793335,0.20359066256,37.87401852592977,28.658036747227044,0.8838581105666873,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,12,241.6618382342,0.20359066256,39.51061701808932,28.790197115363824,0.8873968605910664,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,13,253.22297921046666,0.20359066256,42.17497722215464,28.943635384759343,0.9054586361675795,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,14,264.78412018673333,0.20359066256,45.74159299301725,29.046797106879374,0.9372041509112262,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,15,276.34526116300003,0.20359066256,50.01264469748015,29.020854029121985,0.9502818832973272,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,16,287.9064021392667,0.20359066256,54.738616411528746,28.791993220829237,0.9760785391371032,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,17,299.4675431155333,0.20359066256,59.6543873009003,28.299485094246972,0.9115463448193789,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,18,311.0286840918,0.20359066256,64.52564888082733,27.502578365860458,0.8144787941285302,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,19,322.5898250680667,0.20359066256,69.19637833132356,26.39102361615375,0.7224602400601474,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,20,334.15096604433336,0.20359066256,73.62788531668203,25.003503505727114,0.6376801830868466,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
depth,T0 penetration depth,um,21,345.7121070206,0.20359066256,77.9211329441696,23.45572838463928,0.5634157952940162,False,False,,56.50856070155,348.19189117999997,matern32_no_nugget,164,True
