target,target_label,target_unit,varying_input,input_unit,profile,grid_index,input_value,predicted_mean,predictive_std,interval_lower_95,interval_upper_95,nearest_training_distance_standardized,support_distance_threshold,within_observed_support,reference_P,reference_VX,reference_LS,reference_ST,model_configuration,training_sample_size,interpretive_fit_not_out_of_sample_evaluation
width,T0 melt-pool width,um,P,W,median_reference,17,161.88996549796,146.67577943427375,2.5143408168685006,141.74767143321148,151.60388743533602,0.5898277398486891,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,18,165.35830779084,147.56661625898562,2.5310546810964443,142.60574908403657,152.52748343393466,0.5985660363687211,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,19,168.82665008371998,148.4334614284657,2.547452691544071,143.44045415303933,153.42646870389208,0.6091109162935089,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,20,172.2949923766,149.2761397027723,2.563258635466144,144.25215277725866,154.30012662828594,0.6213704113138019,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,21,175.76333466948,150.09456619033327,2.578252637900039,145.04119102004918,155.14794136061735,0.6352452589506336,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,22,179.23167696235998,150.88874626997335,2.592267064955422,145.80790282266074,155.96958971728597,0.6506321243504966,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,23,182.70001925524,151.65877434620063,2.605181425980335,146.55261875127917,156.7649299411221,0.6674264414218478,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,24,186.16836154812,152.40483153038815,2.6169165318368095,147.275675127988,157.5339879327883,0.685524776675381,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,25,189.63670384099999,153.1271823330642,2.6274281877353354,147.97742308510294,158.27694158102548,0.7005437897746504,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,26,193.10504613388,153.8261704551753,2.636700720437297,148.6582370431182,158.99410386723238,0.694881742130495,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,27,196.57338842676,154.50221376615292,2.644740647785198,149.31852209649392,159.68590543581192,0.6908762124689216,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,28,200.04173071964,155.15579856004564,2.651570792505947,149.958719806734,160.35287731335728,0.6885561107267162,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,29,203.51007301252,155.78747318843213,2.6572251142614016,150.57931196447979,160.99563441238448,0.6879384896467196,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,30,206.9784153054,156.39784118112723,2.661744487599678,151.18082198543186,161.6148603768226,0.6890279273805425,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,31,210.44675759828,156.98755397422417,2.6651735872628275,151.76381374318902,162.21129420525932,0.6918163594031664,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,32,213.91509989116,157.55730338034294,2.6675589653479497,152.32888780826096,162.78571895242493,0.6962833739362049,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,33,217.38344218404,158.10781394472,2.6689483196981785,152.87667523811157,163.3389526513284,0.7023969460046984,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,34,220.85178447692,158.63983534505564,2.6693908703059073,153.40782923925607,163.87184145085521,0.7101145498777488,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,35,224.3201267698,159.15413499093307,2.6689386853245196,153.923015167697,164.38525481416914,0.7193845629383753,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,36,227.78846906268,159.65149098607674,2.6676487359221546,154.42289946366932,164.88008250848415,0.7047171112805375,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,37,231.25681135556,160.1326856079051,2.6655854136530985,154.90813819714504,165.35723301866517,0.6832740147343644,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,38,234.72515364844,160.59849944267717,2.6628232156020863,155.37936594009707,165.81763294525726,0.6629108708909939,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,39,238.19349594132,161.0497063034643,2.659449292902021,155.83718568937633,166.26222691755225,0.6437301744786428,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,40,241.6618382342,161.48706902262276,2.655565565680832,156.28216051388833,166.6919775313572,0.6258406535035581,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,41,245.13018052708,161.9113361848764,2.6512901329836076,156.71480752422855,167.10786484552426,0.6093560378594979,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,42,248.59852281996,162.3232398218194,2.646757751727299,157.13559462843392,167.5108850152049,0.5943932279463651,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,43,252.06686511284,162.72349404359989,2.6421192216649976,157.5449403691365,167.90204771806327,0.5810697972152588,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,44,255.53520740572,163.11279453542727,2.637539598407519,157.94321692254854,168.282372148306,0.5695008167664668,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,45,259.0035496986,163.49181879104333,2.6331952573627353,158.33075608661238,168.65288149547428,0.5597950719809637,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,46,262.47189199148,163.8612269076758,2.629269942195101,158.7078578209734,169.01459599437823,0.552050845652174,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,47,265.94023428436003,164.2216627185484,2.625950042526476,159.0748006351965,169.3685248019003,0.5463515544143689,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,48,269.40857657724,164.57375502940906,2.6234194367210013,159.4318529334359,169.71565712538222,0.5427616208717436,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,49,272.87691887012,164.91811869815234,2.6218542946097285,159.77928428071726,170.05695311558742,0.5413230130211132,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,50,276.34526116300003,165.25535534326755,2.6214182436684195,160.11737558567745,170.39333510085766,0.5420528599830451,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,51,279.81360345587996,165.5860534991545,2.6222582583520024,160.44642731278458,170.72567968552443,0.5449424491264647,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,52,283.28194574876,165.91078812038546,2.624501541345984,160.76676509934734,171.05481114142358,0.5499577383387829,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,53,286.75028804164003,166.23011940792261,2.6282535446106143,161.0787424604858,171.38149635535942,0.5570413147263652,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,54,290.21863033451996,166.54459102121325,2.633597150656097,161.3827406059273,171.7064414364992,0.5661155446726878,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,55,293.6869726274,166.85472779827518,2.6405929242397344,161.6791656667653,172.03028992978506,0.5770865314514274,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,56,297.15531492028003,167.16103315827397,2.6492802651472025,161.96844383858544,172.3536224779625,0.5898484473996973,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,57,300.62365721315996,167.46398637812828,2.6596792509311014,162.25101504630334,172.67695770995323,0.6042878356144823,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,58,304.09199950604,167.76403993255664,2.6717929505275086,162.52732574952273,173.00075411559055,0.6202875598446633,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,59,307.56034179892004,168.06161707614467,2.6856100035398605,162.79782146920655,173.3254126830828,0.6377301912086856,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,60,311.02868409179996,168.3571098050529,2.7011072898029074,163.06293951703918,173.6512800930666,0.6565007295614335,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,61,314.49702638468,168.65087730871332,2.7182525447986943,163.32310232090788,173.97865229651876,0.6764886475802321,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,62,317.96536867756004,168.9432449831748,2.7370068094139057,163.57871163672354,174.30777832962605,0.6975893089417133,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,63,321.43371097043996,169.2345040393173,2.7573266303050765,163.83014384391936,174.63886423471524,0.7197048484269302,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,64,324.90205326332,169.52491171471726,2.779165953734567,164.0777464453975,174.97207698403702,0.7414079189741579,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,65,328.37039555620004,169.8146920672094,2.8024776788402126,164.32183581668258,175.3075483177362,0.7566319163112917,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,66,331.83873784907996,170.1040373078457,2.8272148592427357,164.5626961837299,175.64537843196146,0.773077151711788,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,67,335.30708014196,170.39310961976727,2.8533315634318144,164.8005797554409,175.98563948409364,0.790667426590557,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,68,338.77542243484004,170.6820433939963,2.8807834230769367,165.03570788476551,176.3283789032271,0.8093280840910351,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,69,342.24376472771996,170.97094780992532,2.90952791714324,165.26827309232456,176.67362252752608,0.8289868437919897,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,70,345.7121070206,171.25990968082408,2.9395244510350746,165.49844175679533,177.02137760485283,0.8495744216468345,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,71,349.18044931348004,171.5489964919255,2.970734300622918,165.72635726270457,177.37163572114642,0.8710249594055905,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,72,352.64879160635996,171.83825954486662,3.0031204923693187,165.95214337982276,177.72437570991048,0.8932762916103145,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,73,356.11713389924,172.12773714098338,3.0366476901110673,166.17590766836568,178.0795666136011,0.9162700789904963,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,74,359.58547619212,172.41745772424386,3.071282150772313,166.39774470873013,178.4371707397576,0.9399518356852296,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,75,363.053818485,172.70744291431384,3.1069918005181774,166.61773898529822,178.79714684332947,0.9642708750228977,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,76,366.52216077788,172.99771036762178,3.1437464682305984,166.8359672898898,179.15945344535376,0.9867730931410373,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,77,369.99050307076,173.28827639859074,3.1815182975655465,167.05250053536227,179.5240522618192,1.0047475388498885,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,78,373.45884536364,173.57915831507503,3.2202823421638436,167.2674049244339,179.89091170571618,1.012788738515717,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,79,376.92718765652,173.87037641534653,3.2600173340445213,167.48074244061925,180.2600103900738,1.0219171748034255,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,80,380.3955299494,174.16195561453648,3.3007066017502407,167.692570675106,180.63134055396696,1.0298866577433479,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,81,383.86387224228,174.45392667347613,3.342339104315391,167.90294202901796,181.0049113179343,1.0330071733510275,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,82,387.33221453516,174.74632701732745,3.3849105396601544,168.11190235959353,181.38075167506136,1.0372518420548622,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,83,390.80055682804,175.03920114420242,3.428424481908686,168.3194891596614,181.75891312874344,1.0411240737782024,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,84,394.26889912092,175.332600636463,3.4728934999866405,168.5257293764892,182.13947189643682,1.0389341650992832,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,85,397.7372414138,175.62658379859388,3.5183402117402562,168.730636983583,182.52253061360477,1.0378725032850509,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,86,401.20558370668,175.9212149645937,3.5647982298350422,168.934210434117,182.9082194950704,1.03794255043062,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,87,404.67392599956,176.21656351571144,3.612312961549996,169.13643011107345,183.29669692034943,1.0391440776755987,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,88,408.14226829244,176.5127026688702,3.6609422293752503,169.3372558992947,183.6881494384457,1.0414731689279038,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,89,411.61061058532,176.8097080991052,3.7107566862979433,169.53662499396123,184.08279120424916,1.0441405913217956,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,90,415.0789528782,177.1076564543211,3.761840006874304,169.73445004084746,184.48086286779474,1.0398584975079967,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,91,418.54729517108,177.4066238324715,3.8142888415075724,169.93061770311667,184.88262996182632,1.0366928602474106,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,92,422.01563746396,177.7066842818183,3.8682125288474922,170.1249877252772,185.2883808383594,1.0346539273549076,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,93,425.48397975684003,178.007908375917,3.9237325680555504,170.31739254252813,185.69842420930587,1.0337483656811843,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,94,428.95232204972,178.31036191618088,3.980981858754927,170.50763747302122,186.11308635934054,1.0339791530590519,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,95,432.4206643426,178.61410479610754,4.04010372316249,170.69550149870906,186.53270809350602,1.0353455295830067,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,96,435.88900663548003,178.9191900575537,4.101250730067683,170.88073862662102,186.95764148848636,1.0378430100689255,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,97,439.35734892836,179.22566315360655,4.164583345897775,171.0630797956469,187.3882465115662,1.0414634572201504,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,98,442.82569122124,179.53356142322062,4.230268441885272,171.24223527712547,187.82488756931576,1.046195212737841,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,99,446.29403351412,179.8429137763114,4.298477690870999,171.41789750220426,188.26793005041856,1.0520232815108292,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,P,W,median_reference,100,449.762375807,180.15374057230616,4.3693858889641515,171.58974422993643,188.7177369146759,1.0589295622375736,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,VX,m/s,median_reference,0,0.20359066256,237.2660720655937,3.7336482685754633,229.94812145918578,244.58402267200162,0.9387441526143224,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,VX,m/s,median_reference,1,0.21149252680459,235.97578264028047,3.632893290518174,228.85531179086485,243.0962534896961,0.9093549320569398,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,VX,m/s,median_reference,2,0.21939439104918,234.6705177411015,3.535275095335212,227.74137855424448,241.5996569279585,0.8804107296262219,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
width,T0 melt-pool width,um,VX,m/s,median_reference,3,0.22729625529377,233.34996692870172,3.4407609849533354,226.60607539819318,240.09385845921025,0.8519569033828338,1.1837705590429421,True,266.447686986,0.6410327725989999,56.50856070155,348.19189117999997,matern32_learned_nugget,164,True
