benchmark,surrogate_variant,acquisition_rule,method,seed,budget,global_error,classifier_uncertainty_region_fraction_eps005,classifier_uncertainty_region_fraction_eps010,near_boundary_error_q10,near_boundary_test_size_q10,classifier_uncertainty_region_fraction_q10_eps005,classifier_uncertainty_region_fraction_q10_eps010,near_boundary_error_q20,near_boundary_test_size_q20,classifier_uncertainty_region_fraction_q20_eps005,classifier_uncertainty_region_fraction_q20_eps010,near_boundary_error_q30,near_boundary_test_size_q30,classifier_uncertainty_region_fraction_q30_eps005,classifier_uncertainty_region_fraction_q30_eps010
ackley,optimized_ard_gpc,random,random,0,22,0.3962,0.1104,0.2241,0.475,1000,0.121,0.237,0.487,2000,0.118,0.2405,0.4703333333333333,3000,0.11366666666666667,0.239
ackley,optimized_ard_gpc,random,random,0,23,0.3969,0.1069,0.2179,0.475,1000,0.116,0.24,0.4875,2000,0.115,0.2385,0.472,3000,0.11066666666666666,0.235
ackley,optimized_ard_gpc,random,random,0,24,0.4781,0.1022,0.1881,0.491,1000,0.103,0.204,0.5035,2000,0.096,0.1915,0.49833333333333335,3000,0.096,0.18866666666666668
ackley,optimized_ard_gpc,random,random,0,25,0.4765,0.1003,0.1813,0.488,1000,0.1,0.197,0.502,2000,0.0945,0.1875,0.49733333333333335,3000,0.095,0.184
ackley,optimized_ard_gpc,random,random,0,26,0.3866,0.1135,0.2266,0.468,1000,0.106,0.236,0.484,2000,0.1125,0.2345,0.466,3000,0.112,0.23533333333333334
ackley,optimized_ard_gpc,random,random,0,27,0.4134,0.1072,0.2256,0.481,1000,0.114,0.228,0.4865,2000,0.1075,0.227,0.4766666666666667,3000,0.105,0.223
ackley,optimized_ard_gpc,random,random,0,28,0.4135,0.1074,0.2253,0.481,1000,0.113,0.228,0.4865,2000,0.107,0.227,0.4766666666666667,3000,0.10533333333333333,0.223
ackley,optimized_ard_gpc,random,random,0,29,0.4195,0.1022,0.2212,0.477,1000,0.109,0.23,0.4865,2000,0.104,0.226,0.47733333333333333,3000,0.10066666666666667,0.22333333333333333
ackley,optimized_ard_gpc,random,random,0,30,0.3797,0.1324,0.259,0.464,1000,0.134,0.257,0.478,2000,0.1265,0.262,0.4613333333333333,3000,0.12666666666666668,0.25733333333333336
ackley,optimized_ard_gpc,random,random,0,31,0.4173,0.0796,0.1781,0.482,1000,0.086,0.173,0.4875,2000,0.084,0.168,0.478,3000,0.08333333333333333,0.16766666666666666
ackley,optimized_ard_gpc,random,random,0,32,0.4114,0.0771,0.1773,0.483,1000,0.083,0.177,0.4885,2000,0.08,0.169,0.47633333333333333,3000,0.079,0.16966666666666666
ackley,optimized_ard_gpc,random,random,0,33,0.4135,0.0765,0.1781,0.483,1000,0.083,0.179,0.489,2000,0.078,0.1705,0.47833333333333333,3000,0.07633333333333334,0.16933333333333334
ackley,optimized_ard_gpc,random,random,0,34,0.3736,0.098,0.2081,0.465,1000,0.112,0.226,0.472,2000,0.11,0.2275,0.46266666666666667,3000,0.10333333333333333,0.22
ackley,optimized_ard_gpc,random,random,0,35,0.3938,0.0825,0.2017,0.485,1000,0.096,0.232,0.484,2000,0.087,0.215,0.4683333333333333,3000,0.084,0.209
ackley,optimized_ard_gpc,random,random,0,36,0.3582,0.1081,0.2198,0.473,1000,0.124,0.24,0.47,2000,0.1305,0.2465,0.454,3000,0.12866666666666668,0.23933333333333334
ackley,optimized_ard_gpc,random,random,0,37,0.3526,0.1101,0.2339,0.478,1000,0.119,0.246,0.4785,2000,0.1245,0.2565,0.45966666666666667,3000,0.11866666666666667,0.244
ackley,optimized_ard_gpc,random,random,0,38,0.3357,0.0791,0.1689,0.465,1000,0.099,0.183,0.471,2000,0.1025,0.197,0.45966666666666667,3000,0.09766666666666667,0.19066666666666668
ackley,optimized_ard_gpc,random,random,0,39,0.3532,0.1064,0.2196,0.475,1000,0.108,0.235,0.476,2000,0.115,0.241,0.4603333333333333,3000,0.11233333333333333,0.23333333333333334
ackley,optimized_ard_gpc,random,random,0,40,0.3524,0.1061,0.2196,0.475,1000,0.108,0.236,0.4755,2000,0.1155,0.2415,0.4603333333333333,3000,0.113,0.23366666666666666
ackley,optimized_ard_gpc,random,random,0,41,0.3443,0.107,0.2168,0.476,1000,0.115,0.244,0.4735,2000,0.128,0.2485,0.457,3000,0.123,0.23766666666666666
ackley,optimized_ard_gpc,random,random,0,42,0.3411,0.107,0.2139,0.473,1000,0.116,0.24,0.4705,2000,0.123,0.2445,0.45266666666666666,3000,0.12233333333333334,0.23833333333333334
ackley,optimized_ard_gpc,random,random,0,43,0.3445,0.1009,0.2049,0.473,1000,0.114,0.231,0.4725,2000,0.118,0.2355,0.4553333333333333,3000,0.11633333333333333,0.23033333333333333
ackley,optimized_ard_gpc,random,random,0,44,0.3451,0.0999,0.1992,0.473,1000,0.108,0.225,0.474,2000,0.115,0.2275,0.4563333333333333,3000,0.11433333333333333,0.223
ackley,optimized_ard_gpc,random,random,0,45,0.3048,0.0913,0.187,0.474,1000,0.12,0.217,0.473,2000,0.113,0.224,0.4603333333333333,3000,0.10833333333333334,0.21733333333333332
ackley,optimized_ard_gpc,random,random,0,46,0.3052,0.0896,0.1817,0.472,1000,0.108,0.216,0.4715,2000,0.1055,0.219,0.4583333333333333,3000,0.09933333333333333,0.213
ackley,optimized_ard_gpc,random,random,0,47,0.3144,0.1272,0.2494,0.478,1000,0.146,0.274,0.467,2000,0.153,0.289,0.44433333333333336,3000,0.14666666666666667,0.2796666666666667
ackley,optimized_ard_gpc,random,random,0,48,0.298,0.0852,0.1752,0.471,1000,0.102,0.202,0.4685,2000,0.1015,0.206,0.4553333333333333,3000,0.09766666666666667,0.202
ackley,optimized_ard_gpc,random,random,0,49,0.2986,0.0821,0.1673,0.473,1000,0.097,0.195,0.47,2000,0.097,0.197,0.4573333333333333,3000,0.095,0.193
ackley,optimized_ard_gpc,random,random,0,50,0.3025,0.0855,0.1782,0.466,1000,0.096,0.205,0.467,2000,0.0995,0.2055,0.4543333333333333,3000,0.10133333333333333,0.20466666666666666
ackley,optimized_ard_gpc,random,random,0,51,0.3024,0.0872,0.1762,0.468,1000,0.098,0.206,0.467,2000,0.0995,0.2045,0.455,3000,0.10166666666666667,0.202
ackley,optimized_ard_gpc,random,random,0,52,0.3016,0.0835,0.173,0.467,1000,0.094,0.2,0.4655,2000,0.0975,0.2,0.4543333333333333,3000,0.09933333333333333,0.199
ackley,optimized_ard_gpc,random,random,0,53,0.3003,0.0795,0.167,0.47,1000,0.094,0.196,0.467,2000,0.094,0.195,0.45566666666666666,3000,0.09633333333333334,0.19466666666666665
ackley,optimized_ard_gpc,random,random,0,54,0.2957,0.1497,0.2985,0.466,1000,0.172,0.349,0.456,2000,0.1715,0.351,0.43633333333333335,3000,0.173,0.3436666666666667
ackley,optimized_ard_gpc,random,random,0,55,0.333,0.0951,0.1965,0.482,1000,0.108,0.213,0.4805,2000,0.105,0.2065,0.45866666666666667,3000,0.11366666666666667,0.22166666666666668
ackley,optimized_ard_gpc,random,random,0,56,0.332,0.0944,0.1939,0.481,1000,0.107,0.21,0.4805,2000,0.104,0.203,0.45866666666666667,3000,0.112,0.21866666666666668
ackley,optimized_ard_gpc,random,random,0,57,0.2897,0.1343,0.2655,0.475,1000,0.165,0.327,0.4625,2000,0.1725,0.335,0.43133333333333335,3000,0.17433333333333334,0.332
ackley,optimized_ard_gpc,random,random,0,58,0.3241,0.0892,0.1813,0.476,1000,0.104,0.195,0.4745,2000,0.1005,0.1915,0.45566666666666666,3000,0.108,0.207
ackley,optimized_ard_gpc,random,random,0,59,0.3238,0.0885,0.1806,0.477,1000,0.105,0.193,0.4745,2000,0.1005,0.189,0.455,3000,0.10766666666666666,0.20566666666666666
ackley,optimized_ard_gpc,random,random,0,60,0.3086,0.0886,0.1834,0.469,1000,0.108,0.21,0.4665,2000,0.107,0.207,0.44633333333333336,3000,0.111,0.218
ackley,optimized_ard_gpc,random,random,0,61,0.3122,0.0834,0.1803,0.471,1000,0.097,0.208,0.467,2000,0.0955,0.203,0.4483333333333333,3000,0.09833333333333333,0.21466666666666667
ackley,optimized_ard_gpc,random,random,0,62,0.3018,0.0865,0.1851,0.468,1000,0.124,0.259,0.462,2000,0.11,0.2345,0.44266666666666665,3000,0.11266666666666666,0.237
ackley,optimized_ard_gpc,random,random,0,63,0.2971,0.0829,0.1787,0.474,1000,0.107,0.225,0.4645,2000,0.109,0.216,0.443,3000,0.10633333333333334,0.22566666666666665
ackley,optimized_ard_gpc,random,random,0,64,0.2962,0.0835,0.1769,0.475,1000,0.111,0.227,0.463,2000,0.111,0.218,0.442,3000,0.109,0.22666666666666666
ackley,optimized_ard_gpc,random,random,0,65,0.2961,0.0831,0.1758,0.475,1000,0.111,0.227,0.463,2000,0.11,0.2175,0.442,3000,0.108,0.226
ackley,optimized_ard_gpc,random,random,0,66,0.2967,0.082,0.175,0.477,1000,0.11,0.225,0.4645,2000,0.11,0.2155,0.44266666666666665,3000,0.10733333333333334,0.224
ackley,optimized_ard_gpc,random,random,0,67,0.2955,0.0814,0.174,0.475,1000,0.115,0.223,0.4635,2000,0.1105,0.2145,0.44266666666666665,3000,0.107,0.22566666666666665
ackley,optimized_ard_gpc,random,random,0,68,0.2742,0.1147,0.237,0.467,1000,0.156,0.333,0.4565,2000,0.167,0.3345,0.429,3000,0.164,0.332
ackley,optimized_ard_gpc,random,random,0,69,0.2731,0.1168,0.2412,0.469,1000,0.162,0.343,0.458,2000,0.1655,0.338,0.426,3000,0.165,0.335
ackley,optimized_ard_gpc,random,random,0,70,0.2548,0.121,0.2528,0.471,1000,0.176,0.359,0.4555,2000,0.1735,0.3585,0.4236666666666667,3000,0.174,0.3506666666666667
ackley,optimized_ard_gpc,random,random,0,71,0.2534,0.1194,0.2513,0.472,1000,0.174,0.361,0.4565,2000,0.172,0.356,0.424,3000,0.17233333333333334,0.348
ackley,optimized_ard_gpc,random,random,0,72,0.2578,0.1273,0.2492,0.456,1000,0.17,0.32,0.4385,2000,0.1705,0.318,0.4116666666666667,3000,0.16666666666666666,0.32
ackley,optimized_ard_gpc,random,random,0,73,0.2597,0.1279,0.2467,0.453,1000,0.153,0.312,0.4355,2000,0.166,0.314,0.41233333333333333,3000,0.16133333333333333,0.30733333333333335
ackley,optimized_ard_gpc,random,random,0,74,0.2549,0.1099,0.23,0.487,1000,0.143,0.296,0.4575,2000,0.1465,0.301,0.43033333333333335,3000,0.14733333333333334,0.3006666666666667
ackley,optimized_ard_gpc,random,random,0,75,0.2553,0.1091,0.2268,0.486,1000,0.144,0.291,0.455,2000,0.1455,0.295,0.42833333333333334,3000,0.14533333333333334,0.2956666666666667
ackley,optimized_ard_gpc,random,random,0,76,0.2534,0.109,0.2231,0.482,1000,0.142,0.289,0.4535,2000,0.143,0.287,0.42766666666666664,3000,0.14566666666666667,0.28833333333333333
ackley,optimized_ard_gpc,random,random,0,77,0.2339,0.1297,0.2635,0.47,1000,0.185,0.378,0.451,2000,0.1895,0.366,0.4166666666666667,3000,0.18466666666666667,0.3626666666666667
ackley,optimized_ard_gpc,random,random,0,78,0.2493,0.1156,0.2318,0.475,1000,0.158,0.315,0.4485,2000,0.1565,0.31,0.427,3000,0.156,0.305
ackley,optimized_ard_gpc,random,random,0,79,0.2305,0.133,0.2684,0.468,1000,0.189,0.389,0.446,2000,0.186,0.374,0.408,3000,0.181,0.372
ackley,optimized_ard_gpc,random,random,0,80,0.2989,0.0886,0.2107,0.459,1000,0.091,0.228,0.453,2000,0.097,0.222,0.442,3000,0.10033333333333333,0.21733333333333332
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,12,0.3505,0.0994,0.2014,0.473,1000,0.116,0.237,0.486,2000,0.1155,0.225,0.4696666666666667,3000,0.11266666666666666,0.21933333333333332
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,13,0.3452,0.0979,0.1893,0.468,1000,0.098,0.21,0.4785,2000,0.104,0.21,0.4676666666666667,3000,0.103,0.21133333333333335
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,14,0.33,0.0767,0.1616,0.463,1000,0.079,0.181,0.475,2000,0.0845,0.1795,0.4633333333333333,3000,0.08466666666666667,0.17933333333333334
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,15,0.3235,0.0636,0.1267,0.463,1000,0.069,0.148,0.471,2000,0.0725,0.149,0.457,3000,0.07133333333333333,0.14366666666666666
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,16,0.3256,0.0572,0.1241,0.462,1000,0.054,0.137,0.4705,2000,0.0555,0.1395,0.4573333333333333,3000,0.05466666666666667,0.13266666666666665
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,17,0.3304,0.0592,0.1211,0.465,1000,0.063,0.14,0.48,2000,0.0635,0.142,0.4646666666666667,3000,0.065,0.14233333333333334
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,18,0.3335,0.0667,0.1437,0.47,1000,0.078,0.154,0.4835,2000,0.078,0.154,0.4633333333333333,3000,0.07933333333333334,0.16133333333333333
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,19,0.3307,0.097,0.1863,0.466,1000,0.103,0.201,0.4785,2000,0.097,0.1945,0.4573333333333333,3000,0.105,0.20266666666666666
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,20,0.3475,0.0836,0.1807,0.461,1000,0.107,0.216,0.479,2000,0.102,0.1985,0.4583333333333333,3000,0.10266666666666667,0.197
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,21,0.3605,0.0849,0.176,0.465,1000,0.102,0.187,0.4745,2000,0.0965,0.186,0.45066666666666666,3000,0.09266666666666666,0.185
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,22,0.3666,0.0729,0.153,0.465,1000,0.085,0.167,0.474,2000,0.086,0.169,0.4523333333333333,3000,0.08466666666666667,0.16633333333333333
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,23,0.4269,0.0489,0.1096,0.481,1000,0.049,0.106,0.49,2000,0.0415,0.0925,0.47533333333333333,3000,0.044333333333333336,0.09566666666666666
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,24,0.4253,0.0508,0.1108,0.486,1000,0.049,0.112,0.4905,2000,0.04,0.095,0.47533333333333333,3000,0.04066666666666666,0.09433333333333334
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,25,0.431,0.0437,0.0981,0.471,1000,0.039,0.099,0.4865,2000,0.0395,0.0925,0.47433333333333333,3000,0.03966666666666667,0.08866666666666667
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,26,0.4074,0.0602,0.1196,0.472,1000,0.066,0.134,0.482,2000,0.061,0.1235,0.4683333333333333,3000,0.059666666666666666,0.11866666666666667
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,27,0.3965,0.0621,0.1303,0.475,1000,0.077,0.146,0.4825,2000,0.0725,0.145,0.4676666666666667,3000,0.06733333333333333,0.139
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,28,0.3772,0.059,0.1208,0.481,1000,0.068,0.136,0.4785,2000,0.0705,0.133,0.462,3000,0.06866666666666667,0.12833333333333333
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,29,0.3658,0.0608,0.1257,0.485,1000,0.071,0.15,0.481,2000,0.072,0.145,0.46166666666666667,3000,0.06866666666666667,0.141
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,30,0.378,0.0547,0.1178,0.483,1000,0.067,0.133,0.4815,2000,0.064,0.128,0.4623333333333333,3000,0.059,0.12233333333333334
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,31,0.3899,0.0523,0.1125,0.485,1000,0.064,0.111,0.4845,2000,0.057,0.1105,0.4656666666666667,3000,0.056,0.109
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,32,0.3837,0.052,0.1135,0.482,1000,0.067,0.12,0.4805,2000,0.06,0.118,0.464,3000,0.057,0.11533333333333333
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,33,0.3649,0.0677,0.1388,0.461,1000,0.077,0.147,0.477,2000,0.074,0.151,0.465,3000,0.071,0.14833333333333334
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,34,0.3578,0.0709,0.1409,0.464,1000,0.082,0.146,0.477,2000,0.077,0.151,0.4643333333333333,3000,0.07466666666666667,0.14566666666666667
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,35,0.3451,0.0729,0.1511,0.464,1000,0.086,0.179,0.474,2000,0.083,0.1745,0.45966666666666667,3000,0.081,0.165
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,36,0.3403,0.074,0.1514,0.465,1000,0.092,0.187,0.4735,2000,0.086,0.184,0.459,3000,0.08566666666666667,0.172
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,37,0.3408,0.0718,0.1428,0.466,1000,0.094,0.18,0.4735,2000,0.0885,0.177,0.457,3000,0.08466666666666667,0.16433333333333333
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,38,0.3243,0.0751,0.1564,0.468,1000,0.104,0.204,0.4755,2000,0.1,0.203,0.4553333333333333,3000,0.094,0.19233333333333333
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,39,0.324,0.0772,0.1576,0.471,1000,0.101,0.202,0.4745,2000,0.096,0.201,0.45466666666666666,3000,0.09166666666666666,0.193
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,40,0.3197,0.0849,0.1751,0.472,1000,0.099,0.212,0.473,2000,0.0955,0.2125,0.454,3000,0.09466666666666666,0.21166666666666667
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,41,0.3244,0.0834,0.1747,0.477,1000,0.099,0.204,0.4755,2000,0.094,0.21,0.4583333333333333,3000,0.09066666666666667,0.20633333333333334
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,42,0.3156,0.1151,0.2239,0.466,1000,0.116,0.247,0.47,2000,0.121,0.248,0.45166666666666666,3000,0.126,0.251
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,43,0.3274,0.1033,0.205,0.467,1000,0.104,0.223,0.465,2000,0.102,0.2175,0.45166666666666666,3000,0.111,0.22566666666666665
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,44,0.3251,0.1114,0.2179,0.467,1000,0.125,0.238,0.4615,2000,0.1155,0.233,0.4493333333333333,3000,0.11866666666666667,0.23833333333333334
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,45,0.3276,0.1056,0.2117,0.464,1000,0.11,0.216,0.4645,2000,0.1025,0.2135,0.4493333333333333,3000,0.113,0.223
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,46,0.3262,0.0972,0.1977,0.472,1000,0.111,0.213,0.468,2000,0.102,0.2095,0.45366666666666666,3000,0.11066666666666666,0.21766666666666667
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,47,0.3454,0.0822,0.1778,0.463,1000,0.095,0.224,0.4705,2000,0.097,0.219,0.462,3000,0.092,0.207
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,48,0.3454,0.0815,0.1753,0.461,1000,0.096,0.224,0.469,2000,0.097,0.214,0.46266666666666667,3000,0.09233333333333334,0.20166666666666666
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,49,0.3418,0.0843,0.1764,0.465,1000,0.109,0.229,0.4715,2000,0.1,0.2205,0.46266666666666667,3000,0.09633333333333334,0.20833333333333334
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,50,0.2676,0.0938,0.1944,0.452,1000,0.131,0.258,0.4495,2000,0.1205,0.249,0.431,3000,0.118,0.251
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,51,0.2685,0.0938,0.1923,0.454,1000,0.13,0.264,0.4465,2000,0.123,0.249,0.428,3000,0.12366666666666666,0.25
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,52,0.3519,0.0797,0.1679,0.469,1000,0.086,0.205,0.471,2000,0.0905,0.194,0.463,3000,0.08833333333333333,0.18866666666666668
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,53,0.3313,0.085,0.181,0.485,1000,0.113,0.212,0.475,2000,0.11,0.2215,0.4533333333333333,3000,0.1,0.209
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,54,0.2733,0.087,0.1815,0.449,1000,0.111,0.246,0.447,2000,0.114,0.247,0.42833333333333334,3000,0.11766666666666667,0.24033333333333334
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,55,0.2707,0.0878,0.1819,0.447,1000,0.123,0.257,0.446,2000,0.1205,0.25,0.42433333333333334,3000,0.11966666666666667,0.244
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,56,0.3399,0.0906,0.186,0.466,1000,0.113,0.239,0.476,2000,0.111,0.2325,0.464,3000,0.108,0.21733333333333332
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,57,0.2845,0.1119,0.2274,0.457,1000,0.131,0.271,0.456,2000,0.133,0.2575,0.437,3000,0.12966666666666668,0.25733333333333336
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,58,0.2776,0.1058,0.2167,0.465,1000,0.129,0.271,0.4545,2000,0.1295,0.257,0.43266666666666664,3000,0.128,0.25633333333333336
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,59,0.3413,0.1166,0.25,0.48,1000,0.123,0.287,0.4645,2000,0.13,0.284,0.4493333333333333,3000,0.13033333333333333,0.281
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,60,0.2765,0.0984,0.2042,0.472,1000,0.116,0.238,0.456,2000,0.1175,0.24,0.433,3000,0.11966666666666667,0.24233333333333335
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,61,0.277,0.0978,0.2046,0.471,1000,0.108,0.232,0.4535,2000,0.1065,0.235,0.43366666666666664,3000,0.10966666666666666,0.23966666666666667
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,62,0.2466,0.1101,0.2215,0.451,1000,0.142,0.299,0.441,2000,0.145,0.2935,0.422,3000,0.143,0.28833333333333333
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,63,0.2654,0.1017,0.2022,0.46,1000,0.127,0.254,0.444,2000,0.1245,0.2495,0.42333333333333334,3000,0.12466666666666666,0.256
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,64,0.2395,0.1181,0.2367,0.468,1000,0.18,0.347,0.4285,2000,0.1715,0.3305,0.3993333333333333,3000,0.17133333333333334,0.32666666666666666
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,65,0.2306,0.1141,0.2346,0.47,1000,0.181,0.362,0.4265,2000,0.1715,0.342,0.394,3000,0.16933333333333334,0.335
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,66,0.2385,0.1125,0.227,0.472,1000,0.17,0.321,0.437,2000,0.1585,0.3145,0.4056666666666667,3000,0.15866666666666668,0.31166666666666665
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,67,0.2258,0.112,0.2278,0.473,1000,0.188,0.343,0.4315,2000,0.1725,0.3325,0.39766666666666667,3000,0.166,0.32666666666666666
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,68,0.2233,0.1131,0.2308,0.463,1000,0.181,0.36,0.425,2000,0.174,0.3465,0.38966666666666666,3000,0.172,0.339
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,69,0.221,0.1117,0.2273,0.456,1000,0.179,0.35,0.423,2000,0.1735,0.3415,0.3883333333333333,3000,0.16766666666666666,0.336
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,70,0.2233,0.1069,0.2163,0.457,1000,0.161,0.323,0.428,2000,0.1635,0.3245,0.394,3000,0.16133333333333333,0.31533333333333335
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,71,0.237,0.108,0.2142,0.471,1000,0.144,0.278,0.447,2000,0.1545,0.291,0.4166666666666667,3000,0.14866666666666667,0.2826666666666667
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,72,0.2341,0.1087,0.2219,0.47,1000,0.146,0.297,0.444,2000,0.155,0.3075,0.41633333333333333,3000,0.15,0.2956666666666667
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,73,0.2322,0.1085,0.2201,0.468,1000,0.14,0.299,0.441,2000,0.157,0.3035,0.414,3000,0.15066666666666667,0.292
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,74,0.2353,0.1053,0.2157,0.483,1000,0.148,0.312,0.446,2000,0.152,0.305,0.414,3000,0.14333333333333334,0.294
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,75,0.2312,0.1071,0.2175,0.473,1000,0.142,0.296,0.4425,2000,0.148,0.3025,0.41533333333333333,3000,0.14533333333333334,0.292
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,76,0.2359,0.1084,0.2145,0.474,1000,0.147,0.298,0.4415,2000,0.149,0.295,0.4126666666666667,3000,0.141,0.284
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,77,0.3153,0.1126,0.2451,0.482,1000,0.129,0.267,0.4675,2000,0.123,0.269,0.45266666666666666,3000,0.12233333333333334,0.26166666666666666
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,78,0.2322,0.1101,0.2132,0.472,1000,0.161,0.308,0.4355,2000,0.157,0.302,0.406,3000,0.15066666666666667,0.292
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,79,0.3199,0.1138,0.24,0.489,1000,0.139,0.271,0.4715,2000,0.124,0.2675,0.456,3000,0.12333333333333334,0.25866666666666666
ackley,optimized_ard_gpc,classifier_margin,classifier_margin,0,80,0.2265,0.1027,0.209,0.468,1000,0.162,0.306,0.434,2000,0.1535,0.3065,0.402,3000,0.145,0.299
ackley,optimized_ard_gpc,classifier_entropy,classifier_entropy,0,12,0.3505,0.0994,0.2014,0.473,1000,0.116,0.237,0.486,2000,0.1155,0.225,0.4696666666666667,3000,0.11266666666666666,0.21933333333333332
ackley,optimized_ard_gpc,classifier_entropy,classifier_entropy,0,13,0.3452,0.0979,0.1893,0.468,1000,0.098,0.21,0.4785,2000,0.104,0.21,0.4676666666666667,3000,0.103,0.21133333333333335
ackley,optimized_ard_gpc,classifier_entropy,classifier_entropy,0,14,0.33,0.0767,0.1616,0.463,1000,0.079,0.181,0.475,2000,0.0845,0.1795,0.4633333333333333,3000,0.08466666666666667,0.17933333333333334
ackley,optimized_ard_gpc,classifier_entropy,classifier_entropy,0,15,0.3235,0.0636,0.1267,0.463,1000,0.069,0.148,0.471,2000,0.0725,0.149,0.457,3000,0.07133333333333333,0.14366666666666666
ackley,optimized_ard_gpc,classifier_entropy,classifier_entropy,0,16,0.3256,0.0572,0.1241,0.462,1000,0.054,0.137,0.4705,2000,0.0555,0.1395,0.4573333333333333,3000,0.05466666666666667,0.13266666666666665
ackley,optimized_ard_gpc,classifier_entropy,classifier_entropy,0,17,0.3304,0.0592,0.1211,0.465,1000,0.063,0.14,0.48,2000,0.0635,0.142,0.4646666666666667,3000,0.065,0.14233333333333334
ackley,optimized_ard_gpc,classifier_entropy,classifier_entropy,0,18,0.3335,0.0667,0.1437,0.47,1000,0.078,0.154,0.4835,2000,0.078,0.154,0.4633333333333333,3000,0.07933333333333334,0.16133333333333333
ackley,optimized_ard_gpc,classifier_entropy,classifier_entropy,0,19,0.3307,0.097,0.1863,0.466,1000,0.103,0.201,0.4785,2000,0.097,0.1945,0.4573333333333333,3000,0.105,0.20266666666666666
ackley,optimized_ard_gpc,classifier_entropy,classifier_entropy,0,20,0.3475,0.0836,0.1807,0.461,1000,0.107,0.216,0.479,2000,0.102,0.1985,0.4583333333333333,3000,0.10266666666666667,0.197
