benchmark,metric,tolerance,surrogate_variant,acquisition_rule,method,mean_curve_first_budget,seed_0_first_budget,seed_1_first_budget,seed_2_first_budget,seed_3_first_budget,seed_4_first_budget
ackley,near_boundary_error_q30,0.35,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.35,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.35,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.35,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.35,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.35,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,79,null,66,null,null
ackley,near_boundary_error_q30,0.35,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,52,null,null
ackley,near_boundary_error_q30,0.35,optimized_iso_gpc,classifier_margin,classifier_margin,null,79,null,66,null,null
ackley,near_boundary_error_q30,0.35,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,60,null,63,null,null
ackley,near_boundary_error_q30,0.35,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,65,null,null
ackley,near_boundary_error_q30,0.3,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.3,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,70,null,null
ackley,near_boundary_error_q30,0.3,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.25,optimized_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,fixed_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,fixed_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,fixed_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,fixed_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,fixed_iso_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_ard_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_ard_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_ard_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_ard_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_ard_gpc,random,random,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_iso_gpc,classifier_entropy,classifier_entropy,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_iso_gpc,classifier_gated_diversity,classifier_gated_diversity,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_iso_gpc,classifier_margin,classifier_margin,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_iso_gpc,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,null,null,null,null,null,null
ackley,near_boundary_error_q30,0.2,optimized_iso_gpc,random,random,null,null,null,null,null,null
