label_group,normalized_scan_position,response,unit,contributing_simulations,group_simulations,support_fraction,minimum_support_threshold,display_supported,median,q10,q25,q75,q90,interpolation_used
all,0.03,depth_um,um,27,241,0.11203319502074689,25,True,26.43958,16.78548,22.3083475,30.395400000000002,47.82957800000001,False
all,0.03,width_um,um,27,241,0.11203319502074689,25,True,95.15708000000001,71.86670500000001,84.0833275,102.4745375,129.604206,False
all,0.03,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.2791130678363314,0.23069939142989568,0.26297510458908047,0.29811532454602313,0.3685910738991447,False
all,0.035,depth_um,um,27,241,0.11203319502074689,25,True,30.01162,18.386695,22.586035000000003,32.48361,50.28345,False
all,0.035,width_um,um,27,241,0.11203319502074689,25,True,100.24035,78.432891,86.83781,106.9423225,132.04906200000002,False
all,0.035,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.2973919541534128,0.24903432982980547,0.26295412819177094,0.3099399743808855,0.3702808098575285,False
all,0.04,depth_um,um,27,241,0.11203319502074689,25,True,30.42699,20.864707,26.27263,36.14953,51.98839600000001,False
all,0.04,width_um,um,27,241,0.11203319502074689,25,True,102.74897,78.891036,90.54135,109.810825,136.79599400000004,False
all,0.04,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.29899179207914556,0.25724622181883366,0.2906690774293828,0.3313958801033474,0.377520079041595,False
all,0.045,depth_um,um,27,241,0.11203319502074689,25,True,34.14382,20.96393,26.480375000000002,36.64538,54.382264,False
all,0.045,width_um,um,27,241,0.11203319502074689,25,True,102.92708,79.655291,91.9537425,110.6214875,138.237468,False
all,0.045,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.3112722828897542,0.26214342235316684,0.29468852352062,0.33472973268745165,0.37988759506316133,False
all,0.05,depth_um,um,27,241,0.11203319502074689,25,True,34.4517,21.254008,28.378909999999998,40.267894999999996,55.87658400000001,False
all,0.05,width_um,um,27,241,0.11203319502074689,25,True,105.25077,83.165946,94.57425,112.30476250000001,140.337122,False
all,0.05,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.33272540481258017,0.2598905509056847,0.29620824496960774,0.3519699802970755,0.3896564446400771,False
all,0.055,depth_um,um,27,241,0.11203319502074689,25,True,38.002469999999995,24.597640000000002,30.22562,40.5852475,58.220928,False
all,0.055,width_um,um,27,241,0.11203319502074689,25,True,107.79307,83.239266,94.5767975,112.9358675,144.65157200000004,False
all,0.055,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.33445942769537984,0.2827384220473504,0.3051362946319388,0.36191633377784793,0.39521332407712584,False
all,0.06,depth_um,um,27,241,0.11203319502074689,25,True,38.38129,24.893424,30.4283425,42.4305775,58.447406,False
all,0.06,width_um,um,27,241,0.11203319502074689,25,True,108.80247000000001,85.179112,97.07289,117.28233,146.067304,False
all,0.06,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.33672078143247774,0.2818891717833051,0.3071657536880723,0.36201101445726147,0.3912329387840772,False
all,0.065,depth_um,um,27,241,0.11203319502074689,25,True,38.546189999999996,25.082456,30.66139,42.6775,59.858230000000006,False
all,0.065,width_um,um,27,241,0.11203319502074689,25,True,110.47498,84.890597,98.79253250000001,117.54906500000001,146.155153,False
all,0.065,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.35383252041274904,0.28188926128717623,0.3091105426132235,0.38095467788429915,0.4017039817686912,False
all,0.07,depth_um,um,27,241,0.11203319502074689,25,True,38.72193,25.249526,30.852964999999998,42.748954999999995,59.995816000000005,False
all,0.07,width_um,um,27,241,0.11203319502074689,25,True,110.62539000000001,86.628886,98.00054,120.33591999999999,151.459366,False
all,0.07,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.3641323294526527,0.28245340855908907,0.3096087247429938,0.38298453408678873,0.39568242023363687,False
all,0.075,depth_um,um,27,241,0.11203319502074689,25,True,42.148015,25.254002,30.97351,44.48488999999999,62.342482,False
all,0.075,width_um,um,27,241,0.11203319502074689,25,True,110.71605000000001,86.874504,100.146515,119.83998249999999,151.36131100000003,False
all,0.075,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.3684302615892681,0.29391159957338675,0.30826714037742825,0.3852138249621791,0.4061175614191539,False
all,0.08,depth_um,um,27,241,0.11203319502074689,25,True,42.24364,27.168898000000002,32.4695075,46.209795,62.440794000000004,False
all,0.08,width_um,um,27,241,0.11203319502074689,25,True,110.69991999999999,87.098338,101.9375575,121.15965,153.89070300000003,False
all,0.08,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.36423409690876846,0.2919004439625347,0.31691808905159613,0.3860695791197715,0.415626175674423,False
all,0.085,depth_um,um,27,241,0.11203319502074689,25,True,42.45972,27.38885,32.650515,46.472944999999996,62.624413999999994,False
all,0.085,width_um,um,27,241,0.11203319502074689,25,True,111.255345,88.51292099999999,102.838225,122.5506125,154.268948,False
all,0.085,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.36277934427973907,0.289460513161237,0.3137515699151234,0.38683702041370027,0.41527548946938325,False
all,0.09,depth_um,um,27,241,0.11203319502074689,25,True,42.54881,28.850993000000003,34.5429025,46.5945,62.706698,False
all,0.09,width_um,um,27,241,0.11203319502074689,25,True,111.42922999999999,89.03968400000001,102.563615,122.777975,154.252024,False
all,0.09,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.3721568157505746,0.2974553069755021,0.3249448211959186,0.3979808210414715,0.41711003359051774,False
all,0.095,depth_um,um,27,241,0.11203319502074689,25,True,42.77577,28.916455,34.5902775,46.71501000000001,64.02891100000001,False
all,0.095,width_um,um,27,241,0.11203319502074689,25,True,111.29150000000001,88.466136,102.845965,122.95163500000001,158.40864000000002,False
all,0.095,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.3782433818229135,0.2977221635206915,0.3248042354805745,0.40079598137294137,0.41737246274203105,False
all,0.1,depth_um,um,27,241,0.11203319502074689,25,True,42.74701,29.053367,34.773645,46.764655,64.21281800000001,False
all,0.1,width_um,um,27,241,0.11203319502074689,25,True,111.01363,88.334076,102.8673075,122.8487275,158.50089200000002,False
all,0.1,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.38059203538279796,0.29768379589004484,0.3269444578605226,0.4039864845738672,0.4183964212267819,False
all,0.105,depth_um,um,27,241,0.11203319502074689,25,True,46.00075,29.142962000000004,34.753397500000005,48.4776925,66.38575999999999,False
all,0.105,width_um,um,27,241,0.11203319502074689,25,True,111.038265,88.857898,102.9318225,126.42782,160.05800000000002,False
all,0.105,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.3841151429393796,0.2932567613556028,0.3249719325080324,0.4129665061657185,0.4208638013790027,False
all,0.11,depth_um,um,27,241,0.11203319502074689,25,True,46.219944999999996,29.116103000000003,34.828915,48.505845,66.557529,False
all,0.11,width_um,um,27,241,0.11203319502074689,25,True,110.99874000000001,88.50419500000001,104.63271499999999,125.74946999999999,161.90172800000002,False
all,0.11,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.3841207188398187,0.28983386362523567,0.3260953719860011,0.41786892487853033,0.42131602833253345,False
all,0.115,depth_um,um,27,241,0.11203319502074689,25,True,46.371,29.29439,34.8144975,48.653845000000004,66.665144,False
all,0.115,width_um,um,27,241,0.11203319502074689,25,True,111.001035,88.597876,105.46459250000001,125.72447499999998,162.04703600000002,False
all,0.115,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.3865874160329554,0.2872695347816478,0.3255285097107382,0.41897880204556714,0.422357099409699,False
all,0.12,depth_um,um,27,241,0.11203319502074689,25,True,46.50398,29.181029,34.76858,48.728955,66.736671,False
all,0.12,width_um,um,27,241,0.11203319502074689,25,True,111.21266,88.754425,106.57400000000001,126.76829749999999,162.280537,False
all,0.12,aspect_ratio,dimensionless,27,241,0.11203319502074689,25,True,0.3850726988820821,0.288018957068082,0.32279400054223917,0.41962193030283557,0.4219264347285106,False
all,0.125,depth_um,um,42,241,0.17427385892116182,25,True,32.796305000000004,2.2532996,2.3435194999999998,46.77744625,58.31743499999999,False
all,0.125,width_um,um,42,241,0.17427385892116182,25,True,104.89569500000002,12.6700109,19.8320565,114.5136925,157.23914999999997,False
all,0.125,aspect_ratio,dimensionless,42,241,0.17427385892116182,25,True,0.3246721152219364,0.10236594822464937,0.12904016357332732,0.40278296084680315,0.422099481587316,False
all,0.13,depth_um,um,84,241,0.34854771784232363,25,True,2.7833125,2.00281135,2.231974125,31.790963749999996,46.807029500000006,False
all,0.13,width_um,um,84,241,0.34854771784232363,25,True,33.969049999999996,3.9976314,16.93285725,103.83808875,121.05537600000001,False
all,0.13,aspect_ratio,dimensionless,84,241,0.34854771784232363,25,True,0.11496466265127159,0.0702356879095979,0.08797060429128348,0.3288537593113718,0.4171848721741885,False
all,0.135,depth_um,um,149,241,0.6182572614107884,25,True,2.64613,2.0106984,2.245637,3.277329,42.831367,False
all,0.135,width_um,um,149,241,0.6182572614107884,25,True,31.584310000000002,10.5220068,17.759787,62.84114,110.67786600000001,False
all,0.135,aspect_ratio,dimensionless,149,241,0.6182572614107884,25,True,0.08920127332639442,0.05872853586092997,0.07090189840328277,0.1288354025450677,0.3898596363025851,False
all,0.14,depth_um,um,192,241,0.7966804979253111,25,True,2.9029837499999998,2.2496995,2.48490375,5.99343125,34.8320905,False
all,0.14,width_um,um,192,241,0.7966804979253111,25,True,48.579115,17.488541350000002,27.30908875,68.47695999999999,106.7649105,False
all,0.14,aspect_ratio,dimensionless,192,241,0.7966804979253111,25,True,0.08477237813885892,0.056388506799156926,0.06895558579854114,0.10890809139622504,0.3231260921463822,False
all,0.145,depth_um,um,218,241,0.9045643153526971,25,True,3.235643,2.4307967,2.85790025,6.93780475,30.85144,False
all,0.145,width_um,um,218,241,0.9045643153526971,25,True,58.35893250000001,19.8173166,41.19832875,79.920155,103.57502650000004,False
all,0.145,aspect_ratio,dimensionless,218,241,0.9045643153526971,25,True,0.08347854003764218,0.05305211295414135,0.06584139191235701,0.1090012150596831,0.3055400163745557,False
all,0.15,depth_um,um,238,241,0.9875518672199171,25,True,6.140158749999999,2.59915735,3.057687375,10.0125825,28.012382000000045,False
all,0.15,width_um,um,238,241,0.9875518672199171,25,True,68.22814,26.723395500000002,51.303751250000005,88.19008625,106.134117,False
all,0.15,aspect_ratio,dimensionless,238,241,0.9875518672199171,25,True,0.09291439161681701,0.05793720361724556,0.07652007316014678,0.11699475061376757,0.2808026645924033,False
all,0.155,depth_um,um,239,241,0.991701244813278,25,True,7.124988,3.1634744,5.92497875,13.9804325,27.61460200000007,False
all,0.155,width_um,um,239,241,0.991701244813278,25,True,79.995395,43.472802,63.922987500000005,97.29043250000001,111.037956,False
all,0.155,aspect_ratio,dimensionless,239,241,0.991701244813278,25,True,0.10172191612576917,0.06731980124949745,0.08065068086720992,0.13735285751013443,0.2765581443235654,False
all,0.16,depth_um,um,240,241,0.995850622406639,25,True,10.4825175,3.6014715000000006,6.823623625,14.4085475,27.26788199999998,False
all,0.16,width_um,um,240,241,0.995850622406639,25,True,88.64702249999999,55.846767,73.2979025,104.0448225,116.58638099999999,False
all,0.16,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.12057586677268486,0.0697238927372362,0.09078551861766174,0.15788687169788856,0.27511458412510886,False
all,0.165,depth_um,um,240,241,0.995850622406639,25,True,14.096325,6.546933,10.0009725,18.240305,26.162195499999996,False
all,0.165,width_um,um,240,241,0.995850622406639,25,True,96.66618749999999,64.82988249999998,80.46739,109.74579375,122.5587915,False
all,0.165,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.14475839126353784,0.08094931168771811,0.10407121258833694,0.1795796549431941,0.2698582701706543,False
all,0.17,depth_um,um,240,241,0.995850622406639,25,True,14.478019999999999,7.0000811,10.697215,22.13895375,30.116977000000002,False
all,0.17,width_um,um,240,241,0.995850622406639,25,True,102.5689275,72.7828695,88.12342875,115.15118125000001,130.0771025,False
all,0.17,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.15732390611233246,0.09548554073448078,0.11995881309178719,0.19196415458939486,0.26796764214462854,False
all,0.175,depth_um,um,240,241,0.995850622406639,25,True,18.2564275,10.158116,14.1185225,26.00205625,30.814465499999997,False
all,0.175,width_um,um,240,241,0.995850622406639,25,True,106.47178500000001,80.56112399999999,91.344235,121.6312375,138.42717050000002,False
all,0.175,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.1743409542432917,0.10726360930158403,0.13701784614811874,0.2055806796526794,0.269197772086165,False
all,0.18,depth_um,um,240,241,0.995850622406639,25,True,22.0798525,10.722446000000001,14.52251,26.3967075,34.390058999999994,False
all,0.18,width_um,um,240,241,0.995850622406639,25,True,113.5688875,83.7657865,97.91298,127.95730000000002,146.22531149999998,False
all,0.18,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.19082409341247394,0.12100288131035264,0.1513695506084866,0.2175039883041668,0.2760037003612176,False
all,0.185,depth_um,um,240,241,0.995850622406639,25,True,22.450252499999998,14.1498745,18.1896975,30.229020000000002,38.1830615,False
all,0.185,width_um,um,240,241,0.995850622406639,25,True,119.3097525,89.469809,103.15653875000001,135.5123575,154.97674949999998,False
all,0.185,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.1973728955070148,0.12942711958706016,0.16281874193540105,0.22859724265857043,0.27899246038728465,False
all,0.19,depth_um,um,240,241,0.995850622406639,25,True,26.21667,14.323316499999999,18.6453525,34.037440000000004,41.987303,False
all,0.19,width_um,um,240,241,0.995850622406639,25,True,123.820595,93.2231255,107.96298875,140.852935,160.07670449999998,False
all,0.19,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.2047502978873572,0.14211169434188242,0.17636368698012253,0.24059269137893513,0.2895160775442043,False
all,0.195,depth_um,um,240,241,0.995850622406639,25,True,28.39982,18.07753,22.169185,34.369655,42.428782,False
all,0.195,width_um,um,240,241,0.995850622406639,25,True,130.71771,97.310467,111.1069975,147.90165125000001,166.891931,False
all,0.195,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.21503045742218513,0.15416858702609193,0.18195556284855127,0.24790947819072684,0.29988817820195984,False
all,0.2,depth_um,um,240,241,0.995850622406639,25,True,30.298845,18.223415999999997,22.35361,38.07015,46.159144999999995,False
all,0.2,width_um,um,240,241,0.995850622406639,25,True,135.20458,97.8756525,113.593295,152.826625,174.87850400000002,False
all,0.2,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.22067213495060184,0.1635319530694693,0.19203907668647746,0.2540455001050082,0.303896187632842,False
all,0.205,depth_um,um,240,241,0.995850622406639,25,True,34.01432,19.099268000000002,26.137387500000003,38.45591125,46.582506,False
all,0.205,width_um,um,240,241,0.995850622406639,25,True,140.13720999999998,102.9662515,118.350925,158.651785,176.8341545,False
all,0.205,aspect_ratio,dimensionless,240,241,0.995850622406639,25,True,0.2265811906262588,0.1692737128737417,0.1981714176471606,0.2680274415361517,0.3194056160999183,False
all,0.21,depth_um,um,239,241,0.991701244813278,25,True,34.26016,22.143496,26.29619,42.158657500000004,50.198744,False
all,0.21,width_um,um,239,241,0.991701244813278,25,True,143.505205,103.883558,120.30722499999999,163.24442,179.526688,False
all,0.21,aspect_ratio,dimensionless,239,241,0.991701244813278,25,True,0.23722338169215249,0.18066642569822017,0.2054080669724958,0.2685527831630894,0.31446385981250047,False
all,0.215,depth_um,um,237,241,0.983402489626556,25,True,34.931145,22.257075999999998,26.493589999999998,42.60508,50.423936000000005,False
all,0.215,width_um,um,237,241,0.983402489626556,25,True,147.3388,108.019576,123.886015,166.89619,184.290768,False
all,0.215,aspect_ratio,dimensionless,237,241,0.983402489626556,25,True,0.23979601008334103,0.17913938843114768,0.20775742649849607,0.27921463501844457,0.324175126369415,False
all,0.22,depth_um,um,237,241,0.983402489626556,25,True,38.22262,22.519696,30.158605,46.058095,54.078151,False
all,0.22,width_um,um,237,241,0.983402489626556,25,True,149.26339000000002,108.34213,126.49586500000001,169.76387499999998,187.480596,False
all,0.22,aspect_ratio,dimensionless,237,241,0.983402489626556,25,True,0.24887260020725427,0.18663222143779493,0.21305475251174805,0.2839248505243277,0.32463804828105425,False
all,0.225,depth_um,um,237,241,0.983402489626556,25,True,38.42857,26.140121,30.320114999999998,46.32548,54.321028,False
all,0.225,width_um,um,237,241,0.983402489626556,25,True,152.3162,109.474118,126.87796,172.5671,192.021194,False
all,0.225,aspect_ratio,dimensionless,237,241,0.983402489626556,25,True,0.25389441002808016,0.19316607753123557,0.21939876838134773,0.2889172500610874,0.3279731423001321,False
all,0.23,depth_um,um,237,241,0.983402489626556,25,True,39.083239999999996,26.283375,30.57037,46.671795,54.760954,False
all,0.23,width_um,um,237,241,0.983402489626556,25,True,153.36751999999998,110.769298,128.85877,174.7694,195.86608600000002,False
all,0.23,aspect_ratio,dimensionless,237,241,0.983402489626556,25,True,0.2579234295785144,0.19508922646428956,0.22599436572053272,0.29301534057581613,0.3354525766223836,False
all,0.235,depth_um,um,235,241,0.975103734439834,25,True,42.117985000000004,26.442370999999998,30.8783475,50.139735,58.208916,False
all,0.235,width_um,um,235,241,0.975103734439834,25,True,154.22047500000002,111.024446,130.54008,176.60226250000002,198.93113799999998,False
all,0.235,aspect_ratio,dimensionless,235,241,0.975103734439834,25,True,0.2649388887617463,0.20045172368537464,0.22579867141526969,0.3001521210533096,0.332426680724162,False
all,0.24,depth_um,um,235,241,0.975103734439834,25,True,42.358995,26.614292000000003,34.1793725,50.3581825,58.361704,False
all,0.24,width_um,um,235,241,0.975103734439834,25,True,154.28305,111.123772,132.266635,177.4817525,201.15404,False
all,0.24,aspect_ratio,dimensionless,235,241,0.975103734439834,25,True,0.26769240323771537,0.20030058536807477,0.22817873100028346,0.30248083148987703,0.34648331953083655,False
all,0.245,depth_um,um,235,241,0.975103734439834,25,True,42.614284999999995,27.056289,34.31007,50.5269325,58.570465999999996,False
all,0.245,width_um,um,235,241,0.975103734439834,25,True,155.51326,111.043622,132.67284,178.3062525,201.76104,False
all,0.245,aspect_ratio,dimensionless,235,241,0.975103734439834,25,True,0.27053478350487126,0.20903293555942581,0.24024749325289863,0.3100856869637012,0.3478343359286939,False
all,0.25,depth_um,um,235,241,0.975103734439834,25,True,42.837219999999995,30.076701,34.5386775,50.831875000000004,62.042956000000004,False
all,0.25,width_um,um,235,241,0.975103734439834,25,True,157.80363,111.232868,132.8009975,179.060395,204.61447999999996,False
all,0.25,aspect_ratio,dimensionless,235,241,0.975103734439834,25,True,0.27583532887353873,0.21007374259627254,0.24141544159404152,0.3134644001394057,0.35468584591144386,False
all,0.255,depth_um,um,234,241,0.970954356846473,25,True,44.565885,30.2384755,34.73428,54.00527,62.347089499999996,False
all,0.255,width_um,um,234,241,0.970954356846473,25,True,157.220435,111.484661,132.8207225,180.753775,203.98083000000005,False
all,0.255,aspect_ratio,dimensionless,234,241,0.970954356846473,25,True,0.28017196280196704,0.21475123618041694,0.2435893142869776,0.31681602711290485,0.35454403584436556,False
all,0.26,depth_um,um,234,241,0.970954356846473,25,True,46.1711175,30.479939,34.79415375,54.3177125,62.5366405,False
all,0.26,width_um,um,234,241,0.970954356846473,25,True,158.04162000000002,111.612745,133.18001375,182.38376125,204.820575,False
all,0.26,aspect_ratio,dimensionless,234,241,0.970954356846473,25,True,0.283720051869071,0.21502183775814507,0.2452614537484614,0.3227489067436823,0.36809053543039194,False
all,0.265,depth_um,um,233,241,0.966804979253112,25,True,46.505979999999994,30.562856000000004,38.11958,54.411225,62.571288,False
all,0.265,width_um,um,233,241,0.966804979253112,25,True,158.2255,111.472606,134.26361,182.236355,206.09482000000003,False
all,0.265,aspect_ratio,dimensionless,233,241,0.966804979253112,25,True,0.2873642147001961,0.2165067921070903,0.24802569525544538,0.32811145083000814,0.37376440445486114,False
all,0.27,depth_um,um,232,241,0.9626556016597511,25,True,46.612395,30.6839615,38.325385,54.502677500000004,62.6820675,False
all,0.27,width_um,um,232,241,0.9626556016597511,25,True,158.1581025,111.48950500000001,134.36375999999998,182.855505,207.00535499999998,False
all,0.27,aspect_ratio,dimensionless,232,241,0.9626556016597511,25,True,0.2903018702010335,0.2174576599336223,0.2525234407580615,0.3310645172678318,0.3785151086859533,False
all,0.275,depth_um,um,232,241,0.9626556016597511,25,True,46.726925,30.734789999999997,38.45848375,54.584115000000004,62.987967999999995,False
all,0.275,width_um,um,232,241,0.9626556016597511,25,True,158.76145000000002,111.3198095,134.74561750000004,183.4217125,208.15282,False
all,0.275,aspect_ratio,dimensionless,232,241,0.9626556016597511,25,True,0.29304294781846174,0.2268967355976842,0.253345806858452,0.3300861160871533,0.38418556431966383,False
all,0.28,depth_um,um,232,241,0.9626556016597511,25,True,46.80965,30.7663515,38.59725,58.1584125,66.23906050000001,False
all,0.28,width_um,um,232,241,0.9626556016597511,25,True,158.8796325,111.7263475,134.81165499999997,184.6474925,208.172005,False
all,0.28,aspect_ratio,dimensionless,232,241,0.9626556016597511,25,True,0.29976743928929594,0.2284320077451429,0.2556802756274998,0.33173765567647523,0.3872080114581251,False
all,0.285,depth_um,um,232,241,0.9626556016597511,25,True,48.459270000000004,30.7760695,38.62697625,58.327974999999995,66.4209485,False
all,0.285,width_um,um,232,241,0.9626556016597511,25,True,159.1533125,111.6391935,134.94696875,185.34738999999996,208.27358,False
all,0.285,aspect_ratio,dimensionless,232,241,0.9626556016597511,25,True,0.30230854793898565,0.2299275539001131,0.25945251618129744,0.3351627963265025,0.3888450316340724,False
all,0.29,depth_um,um,232,241,0.9626556016597511,25,True,50.17715,30.845539000000002,38.777590000000004,58.51129,66.52445850000001,False
all,0.29,width_um,um,232,241,0.9626556016597511,25,True,159.3072125,111.719638,135.03584124999998,185.96808875,209.20069,False
all,0.29,aspect_ratio,dimensionless,232,241,0.9626556016597511,25,True,0.3027731991053555,0.22888557928510864,0.26277342108003865,0.337055418910177,0.3914962801692172,False
all,0.295,depth_um,um,232,241,0.9626556016597511,25,True,50.31818,30.897011000000003,38.80642125,58.52484,66.5938705,False
all,0.295,width_um,um,232,241,0.9626556016597511,25,True,159.162,111.769731,135.00246625,186.19930875,212.92718,False
all,0.295,aspect_ratio,dimensionless,232,241,0.9626556016597511,25,True,0.3036855534645935,0.2303432348301323,0.26564824816752924,0.342759885045633,0.39894478938942973,False
all,0.3,depth_um,um,232,241,0.9626556016597511,25,True,50.424235,30.903342,38.921315,58.66204,66.70673749999999,False
all,0.3,width_um,um,232,241,0.9626556016597511,25,True,159.3129825,111.71760450000001,135.10504500000002,186.327625,212.20407,False
all,0.3,aspect_ratio,dimensionless,232,241,0.9626556016597511,25,True,0.30636163796583304,0.23196717642418724,0.2688776616115709,0.351915972883256,0.3981916252211526,False
all,0.305,depth_um,um,232,241,0.9626556016597511,25,True,50.5949025,30.973712000000003,41.315845,58.74710875,70.056613,False
all,0.305,width_um,um,232,241,0.9626556016597511,25,True,159.1450275,111.896236,135.008245,186.4298975,212.99800000000002,False
all,0.305,aspect_ratio,dimensionless,232,241,0.9626556016597511,25,True,0.3082134940866368,0.2339958530168799,0.27173102839532415,0.3531377081957226,0.4011067335342434,False
all,0.31,depth_um,um,231,241,0.9585062240663901,25,True,50.65589000000001,30.963910000000002,42.24862,62.0934875,70.27913500000001,False
all,0.31,width_um,um,231,241,0.9585062240663901,25,True,159.22793,111.72225,134.85782999999998,186.77409500000002,213.4379,False
all,0.31,aspect_ratio,dimensionless,231,241,0.9585062240663901,25,True,0.31203152428777614,0.2353225665654322,0.27193175290572696,0.3527318806761813,0.40014655676138333,False
all,0.315,depth_um,um,231,241,0.9585062240663901,25,True,50.749559999999995,31.07058,42.42801,62.332499999999996,70.37468,False
all,0.315,width_um,um,231,241,0.9585062240663901,25,True,159.06124,111.73634999999999,135.09702750000002,186.826975,213.0419,False
all,0.315,aspect_ratio,dimensionless,231,241,0.9585062240663901,25,True,0.3132987765553926,0.23650396793039538,0.27412694697273937,0.35444233603517844,0.40506336332715503,False
all,0.32,depth_um,um,231,241,0.9585062240663901,25,True,50.7903,30.96861,42.49867,62.476135000000006,70.52777499999999,False
all,0.32,width_um,um,231,241,0.9585062240663901,25,True,159.15110499999997,111.79553999999999,134.81009749999998,187.52840500000002,214.6744,False
all,0.32,aspect_ratio,dimensionless,231,241,0.9585062240663901,25,True,0.3138060435056788,0.2382827421754687,0.27328797400465393,0.3569425834070085,0.40758909952572614,False
all,0.325,depth_um,um,231,241,0.9585062240663901,25,True,50.80808,30.930570000000003,42.55054,62.557404999999996,70.5796,False
all,0.325,width_um,um,231,241,0.9585062240663901,25,True,159.03463,112.00312500000001,134.727735,187.83814,214.65865000000002,False
all,0.325,aspect_ratio,dimensionless,231,241,0.9585062240663901,25,True,0.31570616252252787,0.23841378607715497,0.2753233286420207,0.3584904887834013,0.40903567615636216,False
all,0.33,depth_um,um,231,241,0.9585062240663901,25,True,50.89311,31.03309,42.64399,62.5576525,70.637755,False
all,0.33,width_um,um,231,241,0.9585062240663901,25,True,158.95042999999998,112.13274,134.855595,187.223375,214.7792,False
