benchmark,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30
branin,smallest_abs_mu,4,21,26,27,1341,4.761141064297199,True,True,True
branin,smallest_abs_mu,4,22,27,28,638,20.819431726070235,False,False,False
branin,smallest_abs_mu,4,23,28,29,1056,173.3847001725372,False,False,False
branin,smallest_abs_mu,4,24,29,30,937,1.5435244964039079,True,True,True
branin,smallest_abs_mu,4,25,30,31,1466,1.8099886319523755,True,True,True
branin,smallest_abs_mu,4,26,31,32,1000,35.37035298524819,False,False,False
branin,smallest_abs_mu,4,27,32,33,1167,12.16708449507874,False,False,True
branin,smallest_abs_mu,4,28,33,34,518,2.407880035627553,True,True,True
branin,smallest_abs_mu,4,29,34,35,21,14.703417532278218,False,False,False
branin,smallest_abs_mu,4,30,35,36,605,2.5701777927693534,True,True,True
branin,smallest_abs_mu,4,31,36,37,1291,20.051951737383988,False,False,False
branin,smallest_abs_mu,4,32,37,38,1219,11.563006133679757,False,False,True
branin,smallest_abs_mu,4,33,38,39,422,11.812861796073982,False,False,True
branin,smallest_abs_mu,4,34,39,40,76,10.859854852876765,False,False,True
branin,smallest_abs_mu,4,35,40,41,1092,11.55422894814646,False,False,True
branin,smallest_abs_mu,4,36,41,42,790,1.4840352381666975,True,True,True
branin,smallest_abs_mu,4,37,42,43,655,21.90472741042725,False,False,False
branin,smallest_abs_mu,4,38,43,44,1010,7.629007827330138,False,True,True
branin,smallest_abs_mu,4,39,44,45,1265,4.604989304938499,True,True,True
branin,smallest_abs_mu,4,40,45,46,957,3.596093658962296,True,True,True
branin,smallest_abs_mu,4,41,46,47,699,11.848864286601241,False,False,True
branin,smallest_abs_mu,4,42,47,48,1241,1.8549350301415295,True,True,True
branin,smallest_abs_mu,4,43,48,49,1361,49.6849435073093,False,False,False
branin,smallest_abs_mu,4,44,49,50,20,94.72328362303661,False,False,False
branin,straddle,0,1,6,7,13,110.69330734985172,False,False,False
branin,straddle,0,2,7,8,134,4.519286021858228,True,True,True
branin,straddle,0,3,8,9,636,9.509472795290442,False,False,True
branin,straddle,0,4,9,10,1181,51.819246359621985,False,False,False
branin,straddle,0,5,10,11,1,209.32429766383956,False,False,False
branin,straddle,0,6,11,12,1390,5.210305187240969,False,True,True
branin,straddle,0,7,12,13,257,17.13466500759828,False,False,False
branin,straddle,0,8,13,14,1260,170.62145775410877,False,False,False
branin,straddle,0,9,14,15,1106,24.977558142747533,False,False,False
branin,straddle,0,10,15,16,1031,20.599346031915587,False,False,False
branin,straddle,0,11,16,17,664,20.19380465321285,False,False,False
branin,straddle,0,12,17,18,979,37.80887896937415,False,False,False
branin,straddle,0,13,18,19,479,0.27993239899810973,True,True,True
branin,straddle,0,14,19,20,406,20.71029293291095,False,False,False
branin,straddle,0,15,20,21,654,69.07642777259213,False,False,False
branin,straddle,0,16,21,22,546,6.748808010674622,False,True,True
branin,straddle,0,17,22,23,944,24.053445627711262,False,False,False
branin,straddle,0,18,23,24,711,34.7360788646531,False,False,False
branin,straddle,0,19,24,25,496,25.309157014394877,False,False,False
branin,straddle,0,20,25,26,929,1.6384280113108893,True,True,True
branin,straddle,0,21,26,27,515,15.76383495905381,False,False,False
branin,straddle,0,22,27,28,119,114.4377679738298,False,False,False
branin,straddle,0,23,28,29,384,6.717876498581344,False,True,True
branin,straddle,0,24,29,30,1200,8.347622242872312,False,True,True
branin,straddle,0,25,30,31,1239,4.482517653336224,True,True,True
branin,straddle,0,26,31,32,1020,3.2149226462376888,True,True,True
branin,straddle,0,27,32,33,962,24.306960505534054,False,False,False
branin,straddle,0,28,33,34,1387,99.02095423867303,False,False,False
branin,straddle,0,29,34,35,229,21.66306269185497,False,False,False
branin,straddle,0,30,35,36,425,32.53602399684817,False,False,False
branin,straddle,0,31,36,37,1060,19.71650951277679,False,False,False
branin,straddle,0,32,37,38,327,123.31602247746594,False,False,False
branin,straddle,0,33,38,39,1367,9.830152793913527,False,False,True
branin,straddle,0,34,39,40,304,183.20160409421672,False,False,False
branin,straddle,0,35,40,41,253,6.566629687078667,False,True,True
branin,straddle,0,36,41,42,801,7.351154502606114,False,True,True
branin,straddle,0,37,42,43,1320,26.59814208014088,False,False,False
branin,straddle,0,38,43,44,951,16.953671292359076,False,False,False
branin,straddle,0,39,44,45,663,53.97224215034656,False,False,False
branin,straddle,0,40,45,46,76,9.14632525641305,False,False,True
branin,straddle,0,41,46,47,518,7.171610054093787,False,True,True
branin,straddle,0,42,47,48,1211,57.17250743254385,False,False,False
branin,straddle,0,43,48,49,969,12.659546904093737,False,False,False
branin,straddle,0,44,49,50,1130,11.926696393095597,False,False,True
branin,straddle,1,1,6,7,664,25.707174844508003,False,False,False
branin,straddle,1,2,7,8,268,123.94304504718056,False,False,False
branin,straddle,1,3,8,9,108,146.55551689330122,False,False,False
branin,straddle,1,4,9,10,1100,115.80708567805894,False,False,False
branin,straddle,1,5,10,11,307,16.762886173214625,False,False,False
branin,straddle,1,6,11,12,1188,13.817579566213738,False,False,False
branin,straddle,1,7,12,13,1344,16.501812492711267,False,False,False
branin,straddle,1,8,13,14,161,20.76093514800145,False,False,False
branin,straddle,1,9,14,15,787,12.820396678643633,False,False,False
branin,straddle,1,10,15,16,427,9.565814436880594,False,False,True
branin,straddle,1,11,16,17,579,63.024039394007886,False,False,False
branin,straddle,1,12,17,18,1442,63.065477785928834,False,False,False
branin,straddle,1,13,18,19,1376,36.070515838905465,False,False,False
branin,straddle,1,14,19,20,814,123.64943284349346,False,False,False
branin,straddle,1,15,20,21,1155,9.7877527804097,False,False,True
branin,straddle,1,16,21,22,1275,20.0537547953084,False,False,False
branin,straddle,1,17,22,23,140,19.162990483364304,False,False,False
branin,straddle,1,18,23,24,1406,15.595613602580778,False,False,False
branin,straddle,1,19,24,25,1265,261.58392743391727,False,False,False
branin,straddle,1,20,25,26,698,2.134457798325762,True,True,True
branin,straddle,1,21,26,27,436,5.2473064972905945,False,True,True
branin,straddle,1,22,27,28,770,9.39196450552874,False,False,True
branin,straddle,1,23,28,29,84,3.6816897275909923,True,True,True
branin,straddle,1,24,29,30,1065,3.5406645157477534,True,True,True
branin,straddle,1,25,30,31,955,23.94401770797679,False,False,False
branin,straddle,1,26,31,32,310,6.280595534493273,False,True,True
branin,straddle,1,27,32,33,909,43.03896433625238,False,False,False
branin,straddle,1,28,33,34,550,180.99675967562658,False,False,False
branin,straddle,1,29,34,35,727,11.678252793044585,False,False,True
branin,straddle,1,30,35,36,1184,7.782801528644857,False,True,True
branin,straddle,1,31,36,37,513,44.10832887868989,False,False,False
branin,straddle,1,32,37,38,263,7.628648298038669,False,True,True
branin,straddle,1,33,38,39,996,74.28464257132408,False,False,False
branin,straddle,1,34,39,40,668,12.546445021832536,False,False,False
branin,straddle,1,35,40,41,317,79.5998989374453,False,False,False
branin,straddle,1,36,41,42,902,14.913024780692158,False,False,False
branin,straddle,1,37,42,43,309,1.160773798325458,True,True,True
branin,straddle,1,38,43,44,1330,27.764100899329847,False,False,False
branin,straddle,1,39,44,45,419,10.521756186496404,False,False,True
branin,straddle,1,40,45,46,414,68.88469521027275,False,False,False
branin,straddle,1,41,46,47,1055,91.9813090858848,False,False,False
branin,straddle,1,42,47,48,232,5.740121443154898,False,True,True
branin,straddle,1,43,48,49,607,23.651557556328605,False,False,False
branin,straddle,1,44,49,50,10,0.13008064386666263,True,True,True
branin,straddle,2,1,6,7,315,141.56671189566478,False,False,False
branin,straddle,2,2,7,8,1145,25.21578551934444,False,False,False
branin,straddle,2,3,8,9,414,244.4638281273451,False,False,False
branin,straddle,2,4,9,10,941,7.6218009241351865,False,True,True
branin,straddle,2,5,10,11,1183,116.68350791372171,False,False,False
branin,straddle,2,6,11,12,603,141.03815850656406,False,False,False
branin,straddle,2,7,12,13,401,52.62769409656437,False,False,False
branin,straddle,2,8,13,14,669,30.61838902451288,False,False,False
branin,straddle,2,9,14,15,635,47.14910128855439,False,False,False
branin,straddle,2,10,15,16,864,17.109730456242033,False,False,False
branin,straddle,2,11,16,17,1225,15.175985079949992,False,False,False
branin,straddle,2,12,17,18,477,22.994087745186935,False,False,False
branin,straddle,2,13,18,19,1436,7.6470870456065825,False,True,True
branin,straddle,2,14,19,20,459,20.366570936715277,False,False,False
branin,straddle,2,15,20,21,910,22.565823041576053,False,False,False
branin,straddle,2,16,21,22,1476,14.817226257049956,False,False,False
branin,straddle,2,17,22,23,1011,16.671108589136864,False,False,False
branin,straddle,2,18,23,24,793,69.64503523085426,False,False,False
branin,straddle,2,19,24,25,1480,28.861075492597323,False,False,False
branin,straddle,2,20,25,26,218,107.43204132684747,False,False,False
branin,straddle,2,21,26,27,177,21.48902091703645,False,False,False
branin,straddle,2,22,27,28,43,1.1815325743136462,True,True,True
branin,straddle,2,23,28,29,1484,3.219783350336101,True,True,True
branin,straddle,2,24,29,30,922,32.28052786694077,False,False,False
branin,straddle,2,25,30,31,550,31.021508219877774,False,False,False
branin,straddle,2,26,31,32,728,2.8925053774805924,True,True,True
branin,straddle,2,27,32,33,317,4.848017433074901,True,True,True
branin,straddle,2,28,33,34,525,182.3733042400059,False,False,False
branin,straddle,2,29,34,35,1070,14.315610138420212,False,False,False
branin,straddle,2,30,35,36,1045,87.68847724822685,False,False,False
branin,straddle,2,31,36,37,1273,2.361748073517834,True,True,True
branin,straddle,2,32,37,38,786,4.508287361702866,True,True,True
branin,straddle,2,33,38,39,237,14.449158069365506,False,False,False
branin,straddle,2,34,39,40,684,18.155970298705984,False,False,False
branin,straddle,2,35,40,41,756,5.251476836855446,False,True,True
branin,straddle,2,36,41,42,976,67.32460818106395,False,False,False
branin,straddle,2,37,42,43,1182,8.49324139798549,False,True,True
branin,straddle,2,38,43,44,533,2.7338124275017677,True,True,True
branin,straddle,2,39,44,45,1264,185.18073287910119,False,False,False
branin,straddle,2,40,45,46,1329,70.44654057092859,False,False,False
branin,straddle,2,41,46,47,276,7.6659009427228,False,True,True
branin,straddle,2,42,47,48,875,78.00818790695874,False,False,False
branin,straddle,2,43,48,49,1092,26.199122127432375,False,False,False
branin,straddle,2,44,49,50,320,1.0734620300641282,True,True,True
branin,straddle,3,1,6,7,1105,22.281638550511406,False,False,False
branin,straddle,3,2,7,8,1053,25.127880094030978,False,False,False
branin,straddle,3,3,8,9,1060,160.93601151366263,False,False,False
branin,straddle,3,4,9,10,1040,0.6178297913712036,True,True,True
branin,straddle,3,5,10,11,140,20.490259427369118,False,False,False
branin,straddle,3,6,11,12,1236,256.3731998129815,False,False,False
branin,straddle,3,7,12,13,1364,11.95661850885688,False,False,True
branin,straddle,3,8,13,14,449,18.82373236101593,False,False,False
branin,straddle,3,9,14,15,1061,12.24870510473751,False,False,False
branin,straddle,3,10,15,16,516,30.333275699129302,False,False,False
branin,straddle,3,11,16,17,599,72.5246635731823,False,False,False
branin,straddle,3,12,17,18,1249,25.430683885872895,False,False,False
branin,straddle,3,13,18,19,274,1.3910597401127411,True,True,True
branin,straddle,3,14,19,20,370,0.14592122464425472,True,True,True
branin,straddle,3,15,20,21,912,25.263252225810234,False,False,False
branin,straddle,3,16,21,22,790,10.435495203723356,False,False,True
branin,straddle,3,17,22,23,603,98.30009066245947,False,False,False
branin,straddle,3,18,23,24,1125,8.408876692225014,False,True,True
branin,straddle,3,19,24,25,308,99.94795403682446,False,False,False
branin,straddle,3,20,25,26,329,71.28005163811127,False,False,False
branin,straddle,3,21,26,27,1465,11.791509421193908,False,False,True
branin,straddle,3,22,27,28,182,11.7149247170806,False,False,True
branin,straddle,3,23,28,29,1165,14.86992864557725,False,False,False
branin,straddle,3,24,29,30,467,165.5479334310282,False,False,False
branin,straddle,3,25,30,31,163,7.932376930491664,False,True,True
branin,straddle,3,26,31,32,607,27.3458080063684,False,False,False
branin,straddle,3,27,32,33,266,27.196793345753946,False,False,False
branin,straddle,3,28,33,34,294,2.954211891204853,True,True,True
branin,straddle,3,29,34,35,421,17.14190779766014,False,False,False
branin,straddle,3,30,35,36,1122,7.262867302978584,False,True,True
branin,straddle,3,31,36,37,788,36.829178603814384,False,False,False
branin,straddle,3,32,37,38,151,1.7755378492451968,True,True,True
branin,straddle,3,33,38,39,805,118.30864206804145,False,False,False
branin,straddle,3,34,39,40,1473,9.751520867153193,False,False,True
branin,straddle,3,35,40,41,1124,175.87184557411217,False,False,False
branin,straddle,3,36,41,42,1106,51.519791010229795,False,False,False
branin,straddle,3,37,42,43,1042,3.9140542998399113,True,True,True
branin,straddle,3,38,43,44,5,3.701823556359333,True,True,True
branin,straddle,3,39,44,45,682,22.647587248018496,False,False,False
branin,straddle,3,40,45,46,318,10.860532463110914,False,False,True
branin,straddle,3,41,46,47,321,105.72425274006747,False,False,False
branin,straddle,3,42,47,48,1346,16.314207911083155,False,False,False
branin,straddle,3,43,48,49,1287,13.864614396319759,False,False,False
branin,straddle,3,44,49,50,1390,15.291156952365466,False,False,False
branin,straddle,4,1,6,7,1182,272.51372207838523,False,False,False
branin,straddle,4,2,7,8,720,13.865057031843293,False,False,False
branin,straddle,4,3,8,9,1263,4.095593901974539,True,True,True
branin,straddle,4,4,9,10,482,8.639132532363384,False,True,True
branin,straddle,4,5,10,11,682,142.067851865737,False,False,False
branin,straddle,4,6,11,12,508,0.23633119761034393,True,True,True
branin,straddle,4,7,12,13,328,61.33032801344791,False,False,False
branin,straddle,4,8,13,14,89,8.382359318092423,False,True,True
branin,straddle,4,9,14,15,1433,6.557109465875751,False,True,True
branin,straddle,4,10,15,16,477,18.70170862364659,False,False,False
branin,straddle,4,11,16,17,1384,44.973421622888395,False,False,False
branin,straddle,4,12,17,18,181,18.534416294380232,False,False,False
branin,straddle,4,13,18,19,491,14.906541015119272,False,False,False
branin,straddle,4,14,19,20,1362,25.5941305766993,False,False,False
branin,straddle,4,15,20,21,72,166.50967019074614,False,False,False
branin,straddle,4,16,21,22,1425,27.296845159238174,False,False,False
branin,straddle,4,17,22,23,1302,11.824098644538694,False,False,True
branin,straddle,4,18,23,24,233,27.151561170932908,False,False,False
branin,straddle,4,19,24,25,52,33.475893724158844,False,False,False
branin,straddle,4,20,25,26,106,16.732552430596805,False,False,False
branin,straddle,4,21,26,27,299,111.63954371189081,False,False,False
branin,straddle,4,22,27,28,868,11.884673834609487,False,False,True
branin,straddle,4,23,28,29,848,19.05788676821399,False,False,False
branin,straddle,4,24,29,30,1010,7.629007827330138,False,True,True
branin,straddle,4,25,30,31,586,28.12970906739651,False,False,False
branin,straddle,4,26,31,32,1191,4.452661413135317,True,True,True
branin,straddle,4,27,32,33,937,1.5435244964039079,True,True,True
branin,straddle,4,28,33,34,1184,24.24106264966561,False,False,False
branin,straddle,4,29,34,35,835,112.63019586558505,False,False,False
branin,straddle,4,30,35,36,393,15.359031559665077,False,False,False
branin,straddle,4,31,36,37,1363,7.635784274629479,False,True,True
branin,straddle,4,32,37,38,1052,4.553586966590558,True,True,True
branin,straddle,4,33,38,39,795,10.843001580137823,False,False,True
branin,straddle,4,34,39,40,1264,22.628996023497756,False,False,False
branin,straddle,4,35,40,41,452,87.3451089445037,False,False,False
branin,straddle,4,36,41,42,1176,177.16323353848776,False,False,False
branin,straddle,4,37,42,43,639,95.06796949027766,False,False,False
branin,straddle,4,38,43,44,347,18.27566632260031,False,False,False
branin,straddle,4,39,44,45,974,2.9198235275347173,True,True,True
branin,straddle,4,40,45,46,505,27.819088342206264,False,False,False
branin,straddle,4,41,46,47,977,160.65933997097903,False,False,False
branin,straddle,4,42,47,48,1368,15.145125751767374,False,False,False
branin,straddle,4,43,48,49,696,4.448759446394135,True,True,True
branin,straddle,4,44,49,50,1397,81.44189792770727,False,False,False
branin,randomized_straddle,0,1,6,7,13,110.69330734985172,False,False,False
branin,randomized_straddle,0,2,7,8,134,4.519286021858228,True,True,True
branin,randomized_straddle,0,3,8,9,636,9.509472795290442,False,False,True
branin,randomized_straddle,0,4,9,10,1181,51.819246359621985,False,False,False
branin,randomized_straddle,0,5,10,11,1,209.32429766383956,False,False,False
branin,randomized_straddle,0,6,11,12,1390,5.210305187240969,False,True,True
branin,randomized_straddle,0,7,12,13,257,17.13466500759828,False,False,False
branin,randomized_straddle,0,8,13,14,1062,9.452459842280206,False,False,True
branin,randomized_straddle,0,9,14,15,1260,170.62145775410877,False,False,False
branin,randomized_straddle,0,10,15,16,1106,24.977558142747533,False,False,False
branin,randomized_straddle,0,11,16,17,623,21.618898126240158,False,False,False
branin,randomized_straddle,0,12,17,18,77,3.9930886259584,True,True,True
branin,randomized_straddle,0,13,18,19,944,24.053445627711262,False,False,False
branin,randomized_straddle,0,14,19,20,654,69.07642777259213,False,False,False
branin,randomized_straddle,0,15,20,21,939,1.0071347683733194,True,True,True
branin,randomized_straddle,0,16,21,22,727,15.83680677123491,False,False,False
branin,randomized_straddle,0,17,22,23,681,18.293930786559635,False,False,False
branin,randomized_straddle,0,18,23,24,406,20.71029293291095,False,False,False
branin,randomized_straddle,0,19,24,25,1279,12.955559936417202,False,False,False
branin,randomized_straddle,0,20,25,26,298,1.63668703526303,True,True,True
branin,randomized_straddle,0,21,26,27,719,4.178423718109389,True,True,True
branin,randomized_straddle,0,22,27,28,841,24.103676258554177,False,False,False
branin,randomized_straddle,0,23,28,29,241,20.224000251474465,False,False,False
branin,randomized_straddle,0,24,29,30,1200,8.347622242872312,False,True,True
branin,randomized_straddle,0,25,30,31,932,6.583341679710081,False,True,True
branin,randomized_straddle,0,26,31,32,119,114.4377679738298,False,False,False
branin,randomized_straddle,0,27,32,33,167,21.54750946530036,False,False,False
branin,randomized_straddle,0,28,33,34,870,10.868794127789833,False,False,True
branin,randomized_straddle,0,29,34,35,470,91.56355811519377,False,False,False
branin,randomized_straddle,0,30,35,36,425,32.53602399684817,False,False,False
branin,randomized_straddle,0,31,36,37,287,2.763140978235416,True,True,True
branin,randomized_straddle,0,32,37,38,1107,51.31220535361814,False,False,False
branin,randomized_straddle,0,33,38,39,1124,15.310669755019063,False,False,False
branin,randomized_straddle,0,34,39,40,888,13.703167179399784,False,False,False
branin,randomized_straddle,0,35,40,41,1309,6.304896538331818,False,True,True
branin,randomized_straddle,0,36,41,42,227,15.067492780013637,False,False,False
branin,randomized_straddle,0,37,42,43,649,113.15796622782591,False,False,False
branin,randomized_straddle,0,38,43,44,296,1.950192155302659,True,True,True
branin,randomized_straddle,0,39,44,45,304,183.20160409421672,False,False,False
branin,randomized_straddle,0,40,45,46,1136,2.442998876026188,True,True,True
branin,randomized_straddle,0,41,46,47,778,28.06832736214626,False,False,False
branin,randomized_straddle,0,42,47,48,429,16.578969951474996,False,False,False
branin,randomized_straddle,0,43,48,49,240,0.49959386184102783,True,True,True
branin,randomized_straddle,0,44,49,50,253,6.566629687078667,False,True,True
branin,randomized_straddle,1,1,6,7,664,25.707174844508003,False,False,False
branin,randomized_straddle,1,2,7,8,268,123.94304504718056,False,False,False
branin,randomized_straddle,1,3,8,9,108,146.55551689330122,False,False,False
branin,randomized_straddle,1,4,9,10,1100,115.80708567805894,False,False,False
branin,randomized_straddle,1,5,10,11,307,16.762886173214625,False,False,False
branin,randomized_straddle,1,6,11,12,1188,13.817579566213738,False,False,False
branin,randomized_straddle,1,7,12,13,1344,16.501812492711267,False,False,False
branin,randomized_straddle,1,8,13,14,161,20.76093514800145,False,False,False
branin,randomized_straddle,1,9,14,15,787,12.820396678643633,False,False,False
branin,randomized_straddle,1,10,15,16,427,9.565814436880594,False,False,True
branin,randomized_straddle,1,11,16,17,579,63.024039394007886,False,False,False
branin,randomized_straddle,1,12,17,18,1442,63.065477785928834,False,False,False
branin,randomized_straddle,1,13,18,19,1155,9.7877527804097,False,False,True
branin,randomized_straddle,1,14,19,20,308,22.02654140551634,False,False,False
branin,randomized_straddle,1,15,20,21,775,38.34650069283552,False,False,False
branin,randomized_straddle,1,16,21,22,1406,15.595613602580778,False,False,False
branin,randomized_straddle,1,17,22,23,1208,18.268295931270867,False,False,False
branin,randomized_straddle,1,18,23,24,1422,14.894626702995168,False,False,False
branin,randomized_straddle,1,19,24,25,550,180.99675967562658,False,False,False
branin,randomized_straddle,1,20,25,26,6,23.415260352322676,False,False,False
branin,randomized_straddle,1,21,26,27,1039,0.7166885589707945,True,True,True
branin,randomized_straddle,1,22,27,28,593,1.982780150745679,True,True,True
branin,randomized_straddle,1,23,28,29,1468,10.830159494889777,False,False,True
branin,randomized_straddle,1,24,29,30,155,0.4638114312470272,True,True,True
branin,randomized_straddle,1,25,30,31,671,0.3807746684544462,True,True,True
branin,randomized_straddle,1,26,31,32,1198,101.90103645759186,False,False,False
branin,randomized_straddle,1,27,32,33,1499,130.91975213934575,False,False,False
branin,randomized_straddle,1,28,33,34,489,3.081349304642231,True,True,True
branin,randomized_straddle,1,29,34,35,29,8.016580823025087,False,True,True
branin,randomized_straddle,1,30,35,36,909,43.03896433625238,False,False,False
branin,randomized_straddle,1,31,36,37,317,79.5998989374453,False,False,False
branin,randomized_straddle,1,32,37,38,1370,7.784124810041654,False,True,True
branin,randomized_straddle,1,33,38,39,372,21.02855159375102,False,False,False
branin,randomized_straddle,1,34,39,40,560,2.609167329681611,True,True,True
branin,randomized_straddle,1,35,40,41,322,13.673541614723,False,False,False
branin,randomized_straddle,1,36,41,42,607,23.651557556328605,False,False,False
branin,randomized_straddle,1,37,42,43,1224,18.205314121224216,False,False,False
branin,randomized_straddle,1,38,43,44,904,4.9033590132879326,True,True,True
branin,randomized_straddle,1,39,44,45,562,9.82971582563792,False,False,True
branin,randomized_straddle,1,40,45,46,54,26.97363792102159,False,False,False
branin,randomized_straddle,1,41,46,47,1265,261.58392743391727,False,False,False
branin,randomized_straddle,1,42,47,48,309,1.160773798325458,True,True,True
branin,randomized_straddle,1,43,48,49,165,12.192602986378972,False,False,True
branin,randomized_straddle,1,44,49,50,10,0.13008064386666263,True,True,True
branin,randomized_straddle,2,1,6,7,315,141.56671189566478,False,False,False
branin,randomized_straddle,2,2,7,8,74,24.622067104781273,False,False,False
branin,randomized_straddle,2,3,8,9,414,244.4638281273451,False,False,False
branin,randomized_straddle,2,4,9,10,941,7.6218009241351865,False,True,True
branin,randomized_straddle,2,5,10,11,603,141.03815850656406,False,False,False
branin,randomized_straddle,2,6,11,12,1183,116.68350791372171,False,False,False
branin,randomized_straddle,2,7,12,13,73,56.6499355152215,False,False,False
branin,randomized_straddle,2,8,13,14,900,37.72145389572243,False,False,False
branin,randomized_straddle,2,9,14,15,864,17.109730456242033,False,False,False
branin,randomized_straddle,2,10,15,16,694,67.55415669119836,False,False,False
branin,randomized_straddle,2,11,16,17,477,22.994087745186935,False,False,False
branin,randomized_straddle,2,12,17,18,729,6.66169023170923,False,True,True
branin,randomized_straddle,2,13,18,19,805,4.311550858366186,True,True,True
branin,randomized_straddle,2,14,19,20,1480,28.861075492597323,False,False,False
branin,randomized_straddle,2,15,20,21,987,47.457207880312225,False,False,False
branin,randomized_straddle,2,16,21,22,7,12.22607095642661,False,False,True
branin,randomized_straddle,2,17,22,23,32,4.460480554275019,True,True,True
branin,randomized_straddle,2,18,23,24,459,20.366570936715277,False,False,False
branin,randomized_straddle,2,19,24,25,910,22.565823041576053,False,False,False
branin,randomized_straddle,2,20,25,26,1476,14.817226257049956,False,False,False
branin,randomized_straddle,2,21,26,27,299,15.730079550898687,False,False,False
branin,randomized_straddle,2,22,27,28,901,17.2967512740738,False,False,False
branin,randomized_straddle,2,23,28,29,1038,25.6930895290619,False,False,False
branin,randomized_straddle,2,24,29,30,728,2.8925053774805924,True,True,True
branin,randomized_straddle,2,25,30,31,620,106.20247968704484,False,False,False
branin,randomized_straddle,2,26,31,32,550,31.021508219877774,False,False,False
branin,randomized_straddle,2,27,32,33,15,9.709704883331167,False,False,True
branin,randomized_straddle,2,28,33,34,1080,29.7698693975003,False,False,False
branin,randomized_straddle,2,29,34,35,695,174.00550118893415,False,False,False
branin,randomized_straddle,2,30,35,36,1070,14.315610138420212,False,False,False
branin,randomized_straddle,2,31,36,37,452,10.2817281398289,False,False,True
branin,randomized_straddle,2,32,37,38,485,0.9514780399460214,True,True,True
branin,randomized_straddle,2,33,38,39,501,4.066658578068733,True,True,True
branin,randomized_straddle,2,34,39,40,313,8.128773149909044,False,True,True
branin,randomized_straddle,2,35,40,41,1052,0.7470721628825316,True,True,True
branin,randomized_straddle,2,36,41,42,1098,10.334858077116365,False,False,True
branin,randomized_straddle,2,37,42,43,522,58.195101693024085,False,False,False
branin,randomized_straddle,2,38,43,44,1264,185.18073287910119,False,False,False
branin,randomized_straddle,2,39,44,45,1355,38.704170705294075,False,False,False
branin,randomized_straddle,2,40,45,46,450,23.448824255163778,False,False,False
branin,randomized_straddle,2,41,46,47,320,1.0734620300641282,True,True,True
branin,randomized_straddle,2,42,47,48,875,78.00818790695874,False,False,False
branin,randomized_straddle,2,43,48,49,897,24.88387248292512,False,False,False
branin,randomized_straddle,2,44,49,50,58,11.180244918883908,False,False,True
branin,randomized_straddle,3,1,6,7,1105,22.281638550511406,False,False,False
branin,randomized_straddle,3,2,7,8,1053,25.127880094030978,False,False,False
branin,randomized_straddle,3,3,8,9,1060,160.93601151366263,False,False,False
branin,randomized_straddle,3,4,9,10,1040,0.6178297913712036,True,True,True
branin,randomized_straddle,3,5,10,11,140,20.490259427369118,False,False,False
branin,randomized_straddle,3,6,11,12,1236,256.3731998129815,False,False,False
branin,randomized_straddle,3,7,12,13,1364,11.95661850885688,False,False,True
branin,randomized_straddle,3,8,13,14,1061,12.24870510473751,False,False,False
branin,randomized_straddle,3,9,14,15,516,30.333275699129302,False,False,False
branin,randomized_straddle,3,10,15,16,449,18.82373236101593,False,False,False
branin,randomized_straddle,3,11,16,17,599,72.5246635731823,False,False,False
branin,randomized_straddle,3,12,17,18,1312,7.903819627805888,False,True,True
branin,randomized_straddle,3,13,18,19,274,1.3910597401127411,True,True,True
branin,randomized_straddle,3,14,19,20,896,23.39996740544479,False,False,False
branin,randomized_straddle,3,15,20,21,208,0.4386479587619121,True,True,True
branin,randomized_straddle,3,16,21,22,787,11.263432598471645,False,False,True
branin,randomized_straddle,3,17,22,23,1465,11.791509421193908,False,False,True
branin,randomized_straddle,3,18,23,24,769,11.712362299610554,False,False,True
branin,randomized_straddle,3,19,24,25,308,99.94795403682446,False,False,False
branin,randomized_straddle,3,20,25,26,603,98.30009066245947,False,False,False
branin,randomized_straddle,3,21,26,27,329,71.28005163811127,False,False,False
branin,randomized_straddle,3,22,27,28,277,153.4223650765996,False,False,False
branin,randomized_straddle,3,23,28,29,1125,8.408876692225014,False,True,True
branin,randomized_straddle,3,24,29,30,289,27.29675048147693,False,False,False
branin,randomized_straddle,3,25,30,31,932,10.849951943927675,False,False,True
branin,randomized_straddle,3,26,31,32,1122,7.262867302978584,False,True,True
branin,randomized_straddle,3,27,32,33,1127,23.877331201044278,False,False,False
branin,randomized_straddle,3,28,33,34,266,27.196793345753946,False,False,False
branin,randomized_straddle,3,29,34,35,1473,9.751520867153193,False,False,True
branin,randomized_straddle,3,30,35,36,294,2.954211891204853,True,True,True
branin,randomized_straddle,3,31,36,37,1117,5.004233370997994,True,True,True
branin,randomized_straddle,3,32,37,38,566,23.235975252434848,False,False,False
branin,randomized_straddle,3,33,38,39,421,17.14190779766014,False,False,False
branin,randomized_straddle,3,34,39,40,1166,8.354039448379922,False,True,True
branin,randomized_straddle,3,35,40,41,1315,2.2873328009594474,True,True,True
branin,randomized_straddle,3,36,41,42,141,7.39905362528593,False,True,True
branin,randomized_straddle,3,37,42,43,682,22.647587248018496,False,False,False
branin,randomized_straddle,3,38,43,44,636,146.08727267070375,False,False,False
branin,randomized_straddle,3,39,44,45,1185,50.107837259859835,False,False,False
branin,randomized_straddle,3,40,45,46,949,21.206909435785178,False,False,False
