method,formulation,mean_q20_aulc,mean_q30_aulc,mean_balanced_accuracy_aulc,run_count
g3_random,g3,0.19281045751633988,0.17111111111111113,0.869949494949495,1
g3_straddle,g3,0.26633986928104575,0.3244444444444444,0.8930976430976431,1
