route,route_status,formulation,source_partitions,target_partitions,source_count,source_keyhole_count,target_count,target_keyhole_count,source_training_threshold_um,target_descriptive_oracle_threshold_um,threshold_shift_source_minus_target_oracle_um,target_oracle_unavailable_to_valid_method,balanced_accuracy,sensitivity,specificity,precision,f1,global_error,true_positive,true_negative,false_positive,false_negative,roc_auc,average_precision,brier_score,q10_error,q10_count,q10_keyhole_count,q20_error,q20_count,q20_keyhole_count,q30_error,q30_count,q30_keyhole_count,mae,rmse,relative_mae,relative_rmse,r2,fit_status,kernel
all_old_to_new,secondary_robustness,max_depth,old-data-local;old-data-remote-clean,new-data,241,10,164,63,107.169935,108.601,-1.4310650000000038,True,0.5377180575200378,0.09523809523809523,0.9801980198019802,0.75,0.16901408450704225,0.3597560975609756,6,99,2,57,0.7567185289957568,0.5896828340846519,0.31100233505194214,0.47058823529411764,17,9,0.45454545454545453,33,16,0.5,50,27,75.34470244399776,124.09430355273237,0.534465439256298,0.8802757766123357,-0.4807890630320766,optimized_primary,"1.04**2 * Matern(length_scale=0.922, nu=1.5)"
all_old_to_new,secondary_robustness,binary,old-data-local;old-data-remote-clean,new-data,241,10,164,63,,,,True,0.9038189533239038,0.8571428571428571,0.9504950495049505,0.9152542372881356,0.8852459016393442,0.08536585365853659,54,96,5,9,0.9773691654879774,0.956544941553719,0.098672026726924,0.35294117647058826,17,9,0.30303030303030304,33,16,0.26,50,27,,,,,,optimized_primary,"14.9**2 * Matern(length_scale=4.49, nu=1.5)"
new_to_all_old,secondary_robustness,max_depth,new-data,old-data-local;old-data-remote-clean,164,63,241,10,108.601,107.169935,1.4310650000000038,True,0.9261904761904762,0.9,0.9523809523809523,0.45,0.6,0.04979253112033195,9,220,11,1,0.9857142857142858,0.8431673881673881,0.053116046098699625,0.32,25,8,0.22448979591836735,49,10,0.1506849315068493,73,10,14.770994576393079,22.191049215655124,0.2490442468862862,0.3741490196172605,0.3425314200755669,optimized_primary,"0.773**2 * Matern(length_scale=1, nu=1.5)"
new_to_all_old,secondary_robustness,binary,new-data,old-data-local;old-data-remote-clean,164,63,241,10,,,,True,0.7456709956709957,0.5,0.9913419913419913,0.7142857142857143,0.5882352941176471,0.029045643153526972,5,229,2,5,0.9640692640692641,0.6134547152194211,0.02581801309138944,0.24,25,8,0.14285714285714285,49,10,0.0958904109589041,73,10,,,,,,optimized_primary,"31.6**2 * Matern(length_scale=13.8, nu=1.5)"
old_local_to_new,secondary_descriptive,max_depth,old-data-local,new-data,178,8,164,63,107.08127999999999,108.601,-1.5197200000000066,True,0.5158730158730158,0.031746031746031744,1.0,1.0,0.06153846153846154,0.3719512195121951,2,101,0,61,0.6427785635706428,0.4789499853822694,0.33981257379727786,0.47058823529411764,17,9,0.45454545454545453,33,16,0.5,50,27,78.74631039232695,127.79340134342625,0.5585950970465425,0.9065157093670599,-0.5703858195259444,optimized_primary,"0.984**2 * Matern(length_scale=0.722, nu=1.5)"
old_local_to_new,secondary_descriptive,binary,old-data-local,new-data,178,8,164,63,,,,True,0.9603960396039604,1.0,0.9207920792079208,0.8873239436619719,0.9402985074626866,0.04878048780487805,63,93,8,0,0.9924563884959925,0.988125589323249,0.06169605606684534,0.17647058823529413,17,9,0.18181818181818182,33,16,0.16,50,27,,,,,,optimized_primary,"17.8**2 * Matern(length_scale=8.73, nu=1.5)"
old_remote_to_new,secondary_descriptive_tiny_positive_count,max_depth,old-data-remote-clean,new-data,63,2,164,63,123.209585,108.601,14.608585000000005,True,0.888967468175389,0.8571428571428571,0.9207920792079208,0.8709677419354839,0.864,0.10365853658536585,54,93,8,9,0.9503378909319503,0.9036477491885897,0.0831877409600554,0.35294117647058826,17,9,0.24242424242424243,33,16,0.24,50,27,38.78233986904455,64.16543098258597,0.2751065388957175,0.45516412093693903,0.6040943156185671,optimized_primary,"3.28**2 * Matern(length_scale=6.18, nu=1.5)"
old_remote_to_new,secondary_descriptive_tiny_positive_count,binary,old-data-remote-clean,new-data,63,2,164,63,,,,True,0.8373408769448374,0.7142857142857143,0.9603960396039604,0.9183673469387755,0.8035714285714286,0.13414634146341464,45,97,4,18,0.9625962596259625,0.9393277716905585,0.12078624966768949,0.4117647058823529,17,9,0.30303030303030304,33,16,0.32,50,27,,,,,,optimized_primary,"16.4**2 * Matern(length_scale=5.73, nu=1.5)"
