method,formulation,mean_q20_aulc,mean_q30_aulc,mean_balanced_accuracy_aulc,run_count,population,comparison_status
binary_g3_common_margin,binary,0.15196078431372548,0.11555555555555556,0.9051767676767677,1,secondary_g3_common_404,matched_complete_case_secondary
g3_random,g3,0.19281045751633988,0.17111111111111113,0.869949494949495,1,secondary_g3_common_404,matched_complete_case_secondary
g3_straddle,g3,0.26633986928104575,0.3244444444444444,0.8930976430976431,1,secondary_g3_common_404,matched_complete_case_secondary
max_depth_g3_common_straddle,max_depth,0.16176470588235295,0.12888888888888891,0.955429292929293,1,secondary_g3_common_404,matched_complete_case_secondary
