benchmark,method,seed,budget,global_error,latent_uncertainty_region_fraction,near_boundary_error_q10,latent_uncertainty_region_fraction_q10,near_boundary_test_size_q10,near_boundary_error_q20,latent_uncertainty_region_fraction_q20,near_boundary_test_size_q20,near_boundary_error_q30,latent_uncertainty_region_fraction_q30,near_boundary_test_size_q30
ackley,smallest_abs_mu,3,55,0.2756,0.9996,0.484,0.999,1000,0.4585,0.999,2000,0.441,0.9993333333333333,3000
ackley,smallest_abs_mu,3,56,0.2705,0.9995,0.481,0.999,1000,0.4565,0.9985,2000,0.43833333333333335,0.999,3000
ackley,smallest_abs_mu,3,57,0.2686,0.9995,0.481,0.999,1000,0.4545,0.9985,2000,0.43733333333333335,0.999,3000
ackley,smallest_abs_mu,3,58,0.2689,0.9995,0.478,0.999,1000,0.452,0.9985,2000,0.43666666666666665,0.999,3000
ackley,smallest_abs_mu,3,59,0.2319,0.936,0.451,0.943,1000,0.4385,0.9495,2000,0.42033333333333334,0.9523333333333334,3000
ackley,smallest_abs_mu,3,60,0.2296,0.9391,0.45,0.949,1000,0.4385,0.9535,2000,0.4176666666666667,0.956,3000
ackley,smallest_abs_mu,3,61,0.2204,0.8536,0.448,0.921,1000,0.437,0.9255,2000,0.41233333333333333,0.9286666666666666,3000
ackley,smallest_abs_mu,3,62,0.2198,0.9115,0.457,0.942,1000,0.441,0.947,2000,0.41233333333333333,0.95,3000
ackley,smallest_abs_mu,3,63,0.2267,0.9656,0.467,0.965,1000,0.448,0.9695,2000,0.4166666666666667,0.9716666666666667,3000
ackley,smallest_abs_mu,3,64,0.2705,0.9989,0.493,0.998,1000,0.4695,0.998,2000,0.44566666666666666,0.9986666666666667,3000
ackley,smallest_abs_mu,3,65,0.2254,0.9667,0.477,0.97,1000,0.456,0.9735,2000,0.42133333333333334,0.9746666666666667,3000
ackley,smallest_abs_mu,3,66,0.2213,0.953,0.474,0.965,1000,0.452,0.968,2000,0.41833333333333333,0.9693333333333334,3000
ackley,smallest_abs_mu,3,67,0.2146,0.9365,0.47,0.962,1000,0.45,0.965,2000,0.41433333333333333,0.9663333333333334,3000
ackley,smallest_abs_mu,3,68,0.2157,0.9317,0.467,0.956,1000,0.4505,0.9615,2000,0.415,0.9623333333333334,3000
ackley,smallest_abs_mu,3,69,0.2175,0.9376,0.472,0.957,1000,0.452,0.9605,2000,0.4146666666666667,0.962,3000
ackley,smallest_abs_mu,3,70,0.2187,0.934,0.467,0.953,1000,0.4485,0.958,2000,0.4156666666666667,0.9593333333333334,3000
ackley,smallest_abs_mu,3,71,0.2637,0.9993,0.497,0.999,1000,0.4635,0.9985,2000,0.44,0.999,3000
ackley,smallest_abs_mu,3,72,0.2351,0.9751,0.473,0.976,1000,0.4535,0.9785,2000,0.42133333333333334,0.979,3000
ackley,smallest_abs_mu,3,73,0.2414,0.9823,0.485,0.978,1000,0.459,0.981,2000,0.42766666666666664,0.982,3000
ackley,smallest_abs_mu,3,74,0.2447,0.9824,0.479,0.977,1000,0.457,0.9805,2000,0.42633333333333334,0.9823333333333333,3000
ackley,smallest_abs_mu,3,75,0.2446,0.9705,0.484,0.969,1000,0.463,0.9725,2000,0.43033333333333335,0.9736666666666667,3000
ackley,smallest_abs_mu,3,76,0.2438,0.974,0.486,0.971,1000,0.4665,0.9745,2000,0.433,0.976,3000
ackley,smallest_abs_mu,3,77,0.2776,0.9986,0.498,0.996,1000,0.474,0.997,2000,0.449,0.998,3000
ackley,smallest_abs_mu,3,78,0.2481,0.9836,0.485,0.978,1000,0.468,0.982,2000,0.43366666666666664,0.983,3000
ackley,smallest_abs_mu,3,79,0.237,0.9672,0.482,0.971,1000,0.4605,0.974,2000,0.4256666666666667,0.976,3000
ackley,smallest_abs_mu,3,80,0.2389,0.9736,0.475,0.972,1000,0.457,0.9755,2000,0.427,0.9773333333333334,3000
ackley,smallest_abs_mu,4,12,0.3999,0.9983,0.482,0.999,1000,0.4715,0.999,2000,0.471,0.9983333333333333,3000
ackley,smallest_abs_mu,4,13,0.3913,0.9981,0.47,0.999,1000,0.4665,0.999,2000,0.4633333333333333,0.998,3000
ackley,smallest_abs_mu,4,14,0.3903,0.9979,0.468,0.999,1000,0.4645,0.999,2000,0.46166666666666667,0.998,3000
ackley,smallest_abs_mu,4,15,0.3842,0.9978,0.468,0.999,1000,0.4615,0.999,2000,0.4573333333333333,0.998,3000
ackley,smallest_abs_mu,4,16,0.371,0.9976,0.468,0.999,1000,0.458,0.999,2000,0.4533333333333333,0.998,3000
ackley,smallest_abs_mu,4,17,0.3708,0.9972,0.466,0.998,1000,0.459,0.9985,2000,0.4523333333333333,0.9976666666666667,3000
ackley,smallest_abs_mu,4,18,0.3642,0.9972,0.462,0.999,1000,0.4535,0.999,2000,0.44666666666666666,0.998,3000
ackley,smallest_abs_mu,4,19,0.3596,0.9969,0.459,0.998,1000,0.456,0.9985,2000,0.4493333333333333,0.9973333333333333,3000
ackley,smallest_abs_mu,4,20,0.3652,0.9967,0.46,0.998,1000,0.455,0.9985,2000,0.45,0.9973333333333333,3000
ackley,smallest_abs_mu,4,21,0.3657,0.9971,0.457,0.999,1000,0.4535,0.999,2000,0.44733333333333336,0.998,3000
ackley,smallest_abs_mu,4,22,0.3661,0.9971,0.456,0.999,1000,0.4535,0.999,2000,0.44733333333333336,0.998,3000
ackley,smallest_abs_mu,4,23,0.3724,0.9968,0.458,0.998,1000,0.456,0.9985,2000,0.451,0.9976666666666667,3000
ackley,smallest_abs_mu,4,24,0.352,0.9947,0.452,0.997,1000,0.449,0.998,2000,0.44166666666666665,0.9966666666666667,3000
ackley,smallest_abs_mu,4,25,0.3474,0.9934,0.446,0.995,1000,0.4415,0.997,2000,0.438,0.9956666666666667,3000
ackley,smallest_abs_mu,4,26,0.3562,0.9937,0.45,0.995,1000,0.443,0.997,2000,0.43866666666666665,0.9953333333333333,3000
ackley,smallest_abs_mu,4,27,0.3355,0.969,0.446,0.984,1000,0.4335,0.985,2000,0.43466666666666665,0.983,3000
ackley,smallest_abs_mu,4,28,0.3269,0.9722,0.448,0.989,1000,0.439,0.9885,2000,0.43566666666666665,0.9863333333333333,3000
ackley,smallest_abs_mu,4,29,0.3148,0.9853,0.447,0.993,1000,0.433,0.9945,2000,0.42866666666666664,0.9916666666666667,3000
ackley,smallest_abs_mu,4,30,0.3105,0.9902,0.451,0.993,1000,0.434,0.995,2000,0.42633333333333334,0.9933333333333333,3000
ackley,smallest_abs_mu,4,31,0.296,0.992,0.451,0.996,1000,0.436,0.997,2000,0.423,0.995,3000
ackley,smallest_abs_mu,4,32,0.2904,0.9917,0.452,0.996,1000,0.4385,0.997,2000,0.425,0.995,3000
ackley,smallest_abs_mu,4,33,0.2878,0.9855,0.445,0.992,1000,0.433,0.9935,2000,0.424,0.991,3000
ackley,smallest_abs_mu,4,34,0.2934,0.994,0.439,0.996,1000,0.4355,0.997,2000,0.423,0.9953333333333333,3000
ackley,smallest_abs_mu,4,35,0.2973,0.9941,0.439,0.996,1000,0.441,0.997,2000,0.428,0.9953333333333333,3000
ackley,smallest_abs_mu,4,36,0.2884,0.9957,0.443,0.996,1000,0.4405,0.997,2000,0.42133333333333334,0.9966666666666667,3000
ackley,smallest_abs_mu,4,37,0.2769,0.9949,0.447,0.996,1000,0.4435,0.997,2000,0.42233333333333334,0.9953333333333333,3000
ackley,smallest_abs_mu,4,38,0.28,0.9952,0.449,0.996,1000,0.4435,0.997,2000,0.4236666666666667,0.9963333333333333,3000
ackley,smallest_abs_mu,4,39,0.278,0.9948,0.441,0.996,1000,0.438,0.997,2000,0.421,0.9956666666666667,3000
ackley,smallest_abs_mu,4,40,0.276,0.9937,0.436,0.996,1000,0.4355,0.997,2000,0.418,0.9953333333333333,3000
ackley,smallest_abs_mu,4,41,0.278,0.995,0.44,0.996,1000,0.4365,0.997,2000,0.41933333333333334,0.9963333333333333,3000
ackley,smallest_abs_mu,4,42,0.2793,0.9939,0.441,0.996,1000,0.4365,0.997,2000,0.4196666666666667,0.995,3000
ackley,smallest_abs_mu,4,43,0.2759,0.9953,0.437,0.996,1000,0.438,0.9965,2000,0.4206666666666667,0.9953333333333333,3000
ackley,smallest_abs_mu,4,44,0.2802,0.9955,0.43,0.996,1000,0.4355,0.996,2000,0.422,0.9953333333333333,3000
ackley,smallest_abs_mu,4,45,0.2786,0.9958,0.432,0.996,1000,0.433,0.996,2000,0.419,0.996,3000
ackley,smallest_abs_mu,4,46,0.2805,0.9957,0.432,0.996,1000,0.434,0.996,2000,0.4206666666666667,0.9956666666666667,3000
ackley,smallest_abs_mu,4,47,0.2759,0.9918,0.43,0.996,1000,0.4335,0.9955,2000,0.4186666666666667,0.993,3000
ackley,smallest_abs_mu,4,48,0.2782,0.9927,0.426,0.995,1000,0.4355,0.9945,2000,0.42033333333333334,0.993,3000
ackley,smallest_abs_mu,4,49,0.277,0.9934,0.436,0.995,1000,0.4375,0.9945,2000,0.41933333333333334,0.9936666666666667,3000
ackley,smallest_abs_mu,4,50,0.2737,0.9931,0.436,0.995,1000,0.4375,0.9945,2000,0.419,0.9936666666666667,3000
ackley,smallest_abs_mu,4,51,0.2756,0.9951,0.438,0.995,1000,0.4425,0.995,2000,0.42,0.9946666666666667,3000
ackley,smallest_abs_mu,4,52,0.266,0.9826,0.447,0.992,1000,0.439,0.99,2000,0.417,0.9873333333333333,3000
ackley,smallest_abs_mu,4,53,0.2651,0.9836,0.444,0.992,1000,0.4365,0.9905,2000,0.4146666666666667,0.988,3000
ackley,smallest_abs_mu,4,54,0.2758,0.995,0.441,0.995,1000,0.4395,0.995,2000,0.418,0.995,3000
ackley,smallest_abs_mu,4,55,0.2736,0.9929,0.442,0.995,1000,0.439,0.9935,2000,0.41833333333333333,0.9923333333333333,3000
ackley,smallest_abs_mu,4,56,0.2722,0.9936,0.44,0.995,1000,0.438,0.9935,2000,0.41733333333333333,0.9926666666666667,3000
ackley,smallest_abs_mu,4,57,0.2678,0.9908,0.445,0.995,1000,0.4385,0.993,2000,0.41733333333333333,0.9916666666666667,3000
ackley,smallest_abs_mu,4,58,0.2678,0.9922,0.446,0.995,1000,0.44,0.993,2000,0.41833333333333333,0.992,3000
ackley,smallest_abs_mu,4,59,0.259,0.9689,0.449,0.988,1000,0.4365,0.9835,2000,0.41333333333333333,0.98,3000
ackley,smallest_abs_mu,4,60,0.2551,0.959,0.452,0.981,1000,0.437,0.9765,2000,0.41233333333333333,0.9736666666666667,3000
ackley,smallest_abs_mu,4,61,0.2774,0.9973,0.453,0.997,1000,0.446,0.996,2000,0.42133333333333334,0.9963333333333333,3000
ackley,smallest_abs_mu,4,62,0.2668,0.9973,0.453,0.997,1000,0.445,0.996,2000,0.418,0.9963333333333333,3000
ackley,smallest_abs_mu,4,63,0.2683,0.997,0.454,0.997,1000,0.446,0.9965,2000,0.419,0.9963333333333333,3000
ackley,smallest_abs_mu,4,64,0.2618,0.9967,0.451,0.997,1000,0.4415,0.9965,2000,0.412,0.9963333333333333,3000
ackley,smallest_abs_mu,4,65,0.2541,0.9966,0.449,0.997,1000,0.438,0.996,2000,0.409,0.996,3000
ackley,smallest_abs_mu,4,66,0.2527,0.9964,0.443,0.997,1000,0.4335,0.996,2000,0.4076666666666667,0.9956666666666667,3000
ackley,smallest_abs_mu,4,67,0.2557,0.9965,0.442,0.997,1000,0.433,0.996,2000,0.4096666666666667,0.9956666666666667,3000
ackley,smallest_abs_mu,4,68,0.2528,0.9965,0.443,0.997,1000,0.4325,0.996,2000,0.4076666666666667,0.9956666666666667,3000
ackley,smallest_abs_mu,4,69,0.2556,0.9966,0.454,0.997,1000,0.4375,0.9965,2000,0.41333333333333333,0.996,3000
ackley,smallest_abs_mu,4,70,0.2503,0.9955,0.455,0.996,1000,0.4345,0.9955,2000,0.4106666666666667,0.9953333333333333,3000
ackley,smallest_abs_mu,4,71,0.2507,0.9956,0.455,0.996,1000,0.436,0.9955,2000,0.41,0.9953333333333333,3000
ackley,smallest_abs_mu,4,72,0.2531,0.9958,0.452,0.996,1000,0.434,0.9955,2000,0.4086666666666667,0.9953333333333333,3000
ackley,smallest_abs_mu,4,73,0.2501,0.9955,0.454,0.996,1000,0.4345,0.9955,2000,0.4093333333333333,0.9953333333333333,3000
ackley,smallest_abs_mu,4,74,0.2474,0.9953,0.453,0.996,1000,0.4325,0.9955,2000,0.4086666666666667,0.9953333333333333,3000
ackley,smallest_abs_mu,4,75,0.2431,0.9942,0.451,0.995,1000,0.4285,0.9945,2000,0.407,0.9943333333333333,3000
ackley,smallest_abs_mu,4,76,0.2279,0.9776,0.436,0.988,1000,0.4175,0.9865,2000,0.39666666666666667,0.9833333333333333,3000
ackley,smallest_abs_mu,4,77,0.2285,0.9752,0.435,0.989,1000,0.417,0.987,2000,0.3973333333333333,0.983,3000
ackley,smallest_abs_mu,4,78,0.2273,0.9717,0.443,0.989,1000,0.42,0.985,2000,0.3983333333333333,0.9786666666666667,3000
ackley,smallest_abs_mu,4,79,0.2232,0.9724,0.443,0.989,1000,0.42,0.985,2000,0.397,0.979,3000
ackley,smallest_abs_mu,4,80,0.215,0.9426,0.437,0.979,1000,0.4185,0.974,2000,0.3903333333333333,0.967,3000
ackley,straddle,0,12,0.3981,0.8983,0.493,0.959,1000,0.492,0.9435,2000,0.4776666666666667,0.945,3000
ackley,straddle,0,13,0.39,0.8937,0.488,0.957,1000,0.4885,0.9415,2000,0.4706666666666667,0.943,3000
ackley,straddle,0,14,0.3893,0.8949,0.488,0.961,1000,0.487,0.9445,2000,0.472,0.9456666666666667,3000
ackley,straddle,0,15,0.3832,0.8833,0.481,0.953,1000,0.487,0.9365,2000,0.4703333333333333,0.9386666666666666,3000
ackley,straddle,0,16,0.3821,0.8737,0.478,0.947,1000,0.482,0.9275,2000,0.4696666666666667,0.929,3000
ackley,straddle,0,17,0.3708,0.8572,0.476,0.942,1000,0.478,0.9215,2000,0.4653333333333333,0.923,3000
ackley,straddle,0,18,0.3572,0.8677,0.477,0.956,1000,0.4755,0.933,2000,0.45966666666666667,0.9336666666666666,3000
ackley,straddle,0,19,0.3491,0.8746,0.48,0.959,1000,0.4745,0.937,2000,0.45766666666666667,0.9363333333333334,3000
ackley,straddle,0,20,0.3279,0.8935,0.47,0.968,1000,0.467,0.951,2000,0.449,0.949,3000
ackley,straddle,0,21,0.3279,0.8709,0.464,0.954,1000,0.465,0.9365,2000,0.4493333333333333,0.9363333333333334,3000
ackley,straddle,0,22,0.3087,0.9031,0.464,0.97,1000,0.459,0.956,2000,0.44,0.9536666666666667,3000
ackley,straddle,0,23,0.3005,0.9052,0.459,0.971,1000,0.454,0.96,2000,0.43366666666666664,0.9583333333333334,3000
ackley,straddle,0,24,0.3082,0.8762,0.456,0.965,1000,0.457,0.95,2000,0.43866666666666665,0.9463333333333334,3000
ackley,straddle,0,25,0.3024,0.9,0.458,0.973,1000,0.4585,0.9605,2000,0.438,0.958,3000
ackley,straddle,0,26,0.2902,0.9116,0.453,0.979,1000,0.454,0.9685,2000,0.433,0.9646666666666667,3000
ackley,straddle,0,27,0.2901,0.8884,0.453,0.973,1000,0.456,0.9605,2000,0.43133333333333335,0.956,3000
ackley,straddle,0,28,0.2893,0.8967,0.459,0.973,1000,0.454,0.961,2000,0.43033333333333335,0.9566666666666667,3000
ackley,straddle,0,29,0.2922,0.8748,0.459,0.962,1000,0.4615,0.9505,2000,0.437,0.9476666666666667,3000
ackley,straddle,0,30,0.2837,0.8771,0.458,0.961,1000,0.452,0.9495,2000,0.42833333333333334,0.9483333333333334,3000
ackley,straddle,0,31,0.2675,0.8416,0.46,0.955,1000,0.445,0.9425,2000,0.421,0.9403333333333334,3000
ackley,straddle,0,32,0.2457,0.8111,0.458,0.95,1000,0.451,0.935,2000,0.42133333333333334,0.932,3000
ackley,straddle,0,33,0.2356,0.8232,0.464,0.956,1000,0.4455,0.9445,2000,0.4126666666666667,0.941,3000
ackley,straddle,0,34,0.2255,0.765,0.467,0.934,1000,0.446,0.9125,2000,0.411,0.9076666666666666,3000
ackley,straddle,0,35,0.2123,0.7091,0.457,0.906,1000,0.4295,0.887,2000,0.38966666666666666,0.8803333333333333,3000
ackley,straddle,0,36,0.2109,0.7531,0.465,0.938,1000,0.4295,0.922,2000,0.3913333333333333,0.9163333333333333,3000
ackley,straddle,0,37,0.2084,0.7139,0.457,0.917,1000,0.424,0.898,2000,0.3883333333333333,0.888,3000
ackley,straddle,0,38,0.2173,0.7718,0.462,0.944,1000,0.431,0.9265,2000,0.3993333333333333,0.919,3000
ackley,straddle,0,39,0.215,0.8304,0.467,0.965,1000,0.438,0.957,2000,0.4046666666666667,0.9496666666666667,3000
ackley,straddle,0,40,0.2105,0.8283,0.47,0.967,1000,0.437,0.955,2000,0.401,0.9473333333333334,3000
ackley,straddle,0,41,0.2148,0.8536,0.47,0.967,1000,0.44,0.9615,2000,0.406,0.958,3000
ackley,straddle,0,42,0.2116,0.878,0.464,0.974,1000,0.438,0.9685,2000,0.4026666666666667,0.9666666666666667,3000
ackley,straddle,0,43,0.2179,0.8416,0.46,0.958,1000,0.4345,0.954,2000,0.401,0.9486666666666667,3000
ackley,straddle,0,44,0.2155,0.8419,0.451,0.955,1000,0.4335,0.9475,2000,0.4043333333333333,0.9433333333333334,3000
ackley,straddle,0,45,0.213,0.8704,0.453,0.965,1000,0.4375,0.9615,2000,0.406,0.958,3000
ackley,straddle,0,46,0.2117,0.8383,0.452,0.96,1000,0.433,0.951,2000,0.40166666666666667,0.946,3000
ackley,straddle,0,47,0.2215,0.839,0.455,0.957,1000,0.439,0.948,2000,0.409,0.9416666666666667,3000
ackley,straddle,0,48,0.2241,0.8289,0.461,0.949,1000,0.4425,0.9415,2000,0.4116666666666667,0.9356666666666666,3000
ackley,straddle,0,49,0.2299,0.8312,0.47,0.945,1000,0.448,0.9375,2000,0.416,0.9303333333333333,3000
ackley,straddle,0,50,0.2322,0.8127,0.473,0.943,1000,0.4485,0.927,2000,0.4186666666666667,0.9203333333333333,3000
ackley,straddle,0,51,0.2332,0.8388,0.469,0.947,1000,0.448,0.938,2000,0.41933333333333334,0.9323333333333333,3000
ackley,straddle,0,52,0.2329,0.8468,0.467,0.952,1000,0.4455,0.9445,2000,0.415,0.9396666666666667,3000
ackley,straddle,0,53,0.2208,0.8488,0.462,0.957,1000,0.4375,0.949,2000,0.403,0.946,3000
ackley,straddle,0,54,0.2243,0.8863,0.47,0.962,1000,0.443,0.963,2000,0.4053333333333333,0.9613333333333334,3000
ackley,straddle,0,55,0.2216,0.8958,0.472,0.968,1000,0.4425,0.968,2000,0.4046666666666667,0.966,3000
ackley,straddle,0,56,0.1954,0.8366,0.471,0.961,1000,0.438,0.96,2000,0.3933333333333333,0.957,3000
ackley,straddle,0,57,0.1921,0.8222,0.478,0.957,1000,0.44,0.954,2000,0.391,0.9513333333333334,3000
ackley,straddle,0,58,0.1893,0.8344,0.482,0.96,1000,0.4405,0.96,2000,0.389,0.9566666666666667,3000
ackley,straddle,0,59,0.1838,0.8261,0.478,0.956,1000,0.434,0.96,2000,0.38566666666666666,0.9543333333333334,3000
ackley,straddle,0,60,0.1793,0.8332,0.474,0.959,1000,0.435,0.965,2000,0.38666666666666666,0.9586666666666667,3000
ackley,straddle,0,61,0.1775,0.8309,0.474,0.961,1000,0.4315,0.9655,2000,0.38066666666666665,0.9596666666666667,3000
ackley,straddle,0,62,0.1766,0.8421,0.472,0.961,1000,0.43,0.965,2000,0.37966666666666665,0.9616666666666667,3000
ackley,straddle,0,63,0.1775,0.8564,0.467,0.963,1000,0.424,0.9675,2000,0.37966666666666665,0.9646666666666667,3000
ackley,straddle,0,64,0.1694,0.842,0.475,0.968,1000,0.425,0.9705,2000,0.37766666666666665,0.9656666666666667,3000
ackley,straddle,0,65,0.1664,0.8361,0.471,0.966,1000,0.422,0.967,2000,0.37366666666666665,0.9613333333333334,3000
ackley,straddle,0,66,0.1651,0.8284,0.462,0.965,1000,0.415,0.966,2000,0.37066666666666664,0.9613333333333334,3000
ackley,straddle,0,67,0.1636,0.8349,0.461,0.966,1000,0.4165,0.968,2000,0.37033333333333335,0.964,3000
ackley,straddle,0,68,0.1534,0.8157,0.454,0.967,1000,0.405,0.9655,2000,0.358,0.9606666666666667,3000
ackley,straddle,0,69,0.1516,0.8111,0.456,0.965,1000,0.4075,0.963,2000,0.36033333333333334,0.957,3000
ackley,straddle,0,70,0.1534,0.8161,0.462,0.964,1000,0.41,0.9625,2000,0.3616666666666667,0.9556666666666667,3000
ackley,straddle,0,71,0.1465,0.8138,0.463,0.962,1000,0.409,0.961,2000,0.357,0.956,3000
ackley,straddle,0,72,0.144,0.8178,0.459,0.961,1000,0.4025,0.96,2000,0.35033333333333333,0.9556666666666667,3000
ackley,straddle,0,73,0.1433,0.808,0.452,0.958,1000,0.3965,0.9565,2000,0.3446666666666667,0.9483333333333334,3000
ackley,straddle,0,74,0.1432,0.8123,0.442,0.958,1000,0.3915,0.956,2000,0.3403333333333333,0.9486666666666667,3000
ackley,straddle,0,75,0.1471,0.816,0.448,0.955,1000,0.397,0.9545,2000,0.3473333333333333,0.9463333333333334,3000
ackley,straddle,0,76,0.1443,0.8048,0.443,0.955,1000,0.3935,0.951,2000,0.3453333333333333,0.9423333333333334,3000
ackley,straddle,0,77,0.1471,0.7945,0.444,0.949,1000,0.3995,0.947,2000,0.3516666666666667,0.937,3000
ackley,straddle,0,78,0.1462,0.764,0.443,0.937,1000,0.3965,0.9345,2000,0.3496666666666667,0.922,3000
ackley,straddle,0,79,0.1451,0.7342,0.437,0.924,1000,0.3965,0.9245,2000,0.348,0.911,3000
ackley,straddle,0,80,0.1439,0.7262,0.439,0.923,1000,0.3975,0.922,2000,0.3476666666666667,0.9066666666666666,3000
ackley,straddle,1,12,0.4759,0.5917,0.488,0.507,1000,0.4885,0.5325,2000,0.486,0.5343333333333333,3000
ackley,straddle,1,13,0.485,0.6043,0.49,0.509,1000,0.4915,0.5415,2000,0.48833333333333334,0.543,3000
ackley,straddle,1,14,0.4814,0.6092,0.488,0.525,1000,0.4865,0.5535,2000,0.4836666666666667,0.5546666666666666,3000
ackley,straddle,1,15,0.4716,0.5637,0.492,0.483,1000,0.4865,0.51,2000,0.4806666666666667,0.5136666666666667,3000
ackley,straddle,1,16,0.4665,0.6906,0.488,0.613,1000,0.486,0.639,2000,0.48133333333333334,0.6393333333333333,3000
ackley,straddle,1,17,0.4574,0.6496,0.481,0.585,1000,0.478,0.601,2000,0.4723333333333333,0.6023333333333334,3000
ackley,straddle,1,18,0.4624,0.7575,0.479,0.688,1000,0.473,0.725,2000,0.4706666666666667,0.721,3000
ackley,straddle,1,19,0.4538,0.792,0.479,0.727,1000,0.4735,0.7665,2000,0.468,0.7623333333333333,3000
ackley,straddle,1,20,0.4464,0.7972,0.479,0.737,1000,0.475,0.7765,2000,0.4676666666666667,0.7756666666666666,3000
ackley,straddle,1,21,0.4396,0.8069,0.481,0.749,1000,0.474,0.784,2000,0.4663333333333333,0.7836666666666666,3000
ackley,straddle,1,22,0.4255,0.796,0.486,0.75,1000,0.473,0.777,2000,0.4653333333333333,0.778,3000
ackley,straddle,1,23,0.4227,0.7329,0.486,0.681,1000,0.4745,0.707,2000,0.466,0.7093333333333334,3000
ackley,straddle,1,24,0.3954,0.6693,0.493,0.635,1000,0.4745,0.6525,2000,0.4656666666666667,0.6536666666666666,3000
ackley,straddle,1,25,0.4013,0.7693,0.49,0.74,1000,0.4705,0.7655,2000,0.46066666666666667,0.7683333333333333,3000
ackley,straddle,1,26,0.3766,0.6858,0.489,0.668,1000,0.472,0.6825,2000,0.463,0.6843333333333333,3000
ackley,straddle,1,27,0.3858,0.6915,0.493,0.677,1000,0.4695,0.6925,2000,0.462,0.688,3000
ackley,straddle,1,28,0.3482,0.6892,0.49,0.7,1000,0.4645,0.7165,2000,0.4533333333333333,0.7083333333333334,3000
ackley,straddle,1,29,0.3025,0.6274,0.48,0.659,1000,0.458,0.6825,2000,0.44566666666666666,0.6793333333333333,3000
ackley,straddle,1,30,0.258,0.6242,0.481,0.7,1000,0.4505,0.7235,2000,0.43666666666666665,0.7196666666666667,3000
ackley,straddle,1,31,0.2392,0.4779,0.483,0.57,1000,0.4465,0.59,2000,0.43133333333333335,0.5883333333333334,3000
ackley,straddle,1,32,0.2209,0.4762,0.478,0.604,1000,0.436,0.633,2000,0.412,0.629,3000
ackley,straddle,1,33,0.2354,0.601,0.473,0.716,1000,0.436,0.735,2000,0.421,0.7286666666666667,3000
ackley,straddle,1,34,0.1881,0.5024,0.468,0.698,1000,0.428,0.7135,2000,0.393,0.7056666666666667,3000
ackley,straddle,1,35,0.1901,0.5168,0.481,0.705,1000,0.4315,0.7135,2000,0.3973333333333333,0.7026666666666667,3000
ackley,straddle,1,36,0.1963,0.5817,0.476,0.736,1000,0.4255,0.7505,2000,0.39966666666666667,0.7436666666666667,3000
ackley,straddle,1,37,0.1959,0.5135,0.477,0.67,1000,0.4215,0.6915,2000,0.39766666666666667,0.6866666666666666,3000
ackley,straddle,1,38,0.2016,0.5471,0.473,0.689,1000,0.4215,0.715,2000,0.399,0.7076666666666667,3000
ackley,straddle,1,39,0.1951,0.5284,0.481,0.683,1000,0.421,0.706,2000,0.39566666666666667,0.6993333333333334,3000
ackley,straddle,1,40,0.1923,0.4798,0.475,0.658,1000,0.421,0.6725,2000,0.395,0.664,3000
ackley,straddle,1,41,0.1898,0.4962,0.478,0.676,1000,0.424,0.6905,2000,0.3953333333333333,0.68,3000
ackley,straddle,1,42,0.1952,0.5352,0.484,0.706,1000,0.428,0.727,2000,0.3983333333333333,0.714,3000
ackley,straddle,1,43,0.1865,0.4982,0.477,0.68,1000,0.4205,0.7045,2000,0.393,0.6893333333333334,3000
ackley,straddle,1,44,0.1924,0.5322,0.475,0.701,1000,0.4205,0.7255,2000,0.3953333333333333,0.7163333333333334,3000
ackley,straddle,1,45,0.1915,0.4976,0.482,0.684,1000,0.4255,0.703,2000,0.3973333333333333,0.6926666666666667,3000
ackley,straddle,1,46,0.2004,0.5496,0.478,0.731,1000,0.4215,0.745,2000,0.404,0.7336666666666667,3000
ackley,straddle,1,47,0.1866,0.4882,0.47,0.703,1000,0.412,0.716,2000,0.39066666666666666,0.703,3000
ackley,straddle,1,48,0.2112,0.607,0.476,0.759,1000,0.42,0.7715,2000,0.40166666666666667,0.764,3000
ackley,straddle,1,49,0.2182,0.6766,0.477,0.81,1000,0.42,0.8245,2000,0.3983333333333333,0.814,3000
ackley,straddle,1,50,0.2124,0.6708,0.461,0.818,1000,0.4085,0.8355,2000,0.38333333333333336,0.8206666666666667,3000
ackley,straddle,1,51,0.1758,0.5405,0.459,0.755,1000,0.399,0.768,2000,0.36866666666666664,0.7516666666666667,3000
ackley,straddle,1,52,0.1793,0.6145,0.46,0.818,1000,0.3985,0.8305,2000,0.37066666666666664,0.8166666666666667,3000
ackley,straddle,1,53,0.1781,0.5932,0.459,0.808,1000,0.3975,0.82,2000,0.36966666666666664,0.8056666666666666,3000
ackley,straddle,1,54,0.1774,0.5762,0.459,0.79,1000,0.397,0.806,2000,0.37133333333333335,0.7926666666666666,3000
ackley,straddle,1,55,0.1767,0.5804,0.465,0.793,1000,0.4025,0.8135,2000,0.36833333333333335,0.799,3000
ackley,straddle,1,56,0.1737,0.5588,0.458,0.786,1000,0.403,0.7995,2000,0.37033333333333335,0.7873333333333333,3000
ackley,straddle,1,57,0.1739,0.6296,0.461,0.844,1000,0.4005,0.8575,2000,0.36733333333333335,0.844,3000
ackley,straddle,1,58,0.158,0.5582,0.454,0.812,1000,0.3895,0.8235,2000,0.35733333333333334,0.8076666666666666,3000
ackley,straddle,1,59,0.1694,0.6131,0.465,0.843,1000,0.402,0.853,2000,0.36966666666666664,0.836,3000
