target,method_a,method_b,simulation_id,numeric_simulation_id,absolute_error_a_um,absolute_error_b_um,absolute_error_difference_b_minus_a_um,method_b_outcome
depth,A_tiny_jitter,B_learned_nugget,sim_00001,1,1.6077862549860529,5.808272348922685,4.200486093936632,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00002,2,8.681068926194829,1.1234935909009032,-7.557575335293926,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00003,3,4.077514370636862,2.759012528147061,-1.3185018424898014,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00004,4,7.548035330637525,5.848117503177164,-1.6999178274603608,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00005,5,11.044764195993508,12.615113310839902,1.570349114846394,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00006,6,1.8498729854863,1.4249834481520622,-0.42488953733423784,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00007,7,1.3761914615049733,0.9441892894412688,-0.4320021720637045,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00008,8,0.0118982688655435,1.1083853222618671,1.0964870533963236,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00009,9,0.5125560516117247,1.4866375859195171,0.9740815343077924,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00010,10,0.6795172980280455,0.1320808620582596,-0.5474364359697859,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00011,11,3.356244292609581,1.4196585163494646,-1.9365857762601162,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00012,12,4.17044675390872,3.0514217980466185,-1.119024955862102,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00013,13,1.9026994963508344,0.1240925524710974,-1.778606943879737,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00014,14,2.827062117789524,0.7122751353783912,-2.114786982411133,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00015,15,3.4848266228000853,3.237315130772849,-0.2475114920272361,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00016,16,0.93487271783561,0.7232208431358913,-0.2116518746997187,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00017,17,2.790500435319167,1.8497931414825568,-0.9407072938366103,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00018,18,0.4349340796427867,1.3445424897315448,0.909608410088758,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00019,19,2.1074760651233437,1.2950375466053146,-0.8124385185180292,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00020,20,3.654237257876176,0.1383464482859437,-3.5158908095902324,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00021,21,15.441660894013388,15.284111306810942,-0.15754958720244616,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00022,22,2.6360975711858003,1.7863575254036022,-0.8497400457821982,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00023,23,3.5579267469245863,0.5007240359211025,-3.057202711003484,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00024,24,1.6208294390531537,0.5957606988547255,-1.0250687401984282,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00025,25,1.1634198791365264,0.5298845861708656,-0.6335352929656608,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00026,26,2.2256335915691,1.2842891660467828,-0.9413444255223173,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00027,27,0.6822366327865552,0.7706777590453484,0.08844112625879319,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00028,28,0.7802900830038482,0.2624090940679977,-0.5178809889358504,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00029,29,20.81945938321499,32.29881403520065,11.479354651985659,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00030,30,0.1629284451890029,0.2059209389765044,0.0429924937875015,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00031,31,1.9416778017367449,1.67732918159534,-0.2643486201414049,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00032,32,0.9088505635871869,0.4068508560944224,-0.5019997074927645,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00033,33,2.573267721043159,2.8127191818138257,0.2394514607706668,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00034,34,4.021234476288932,3.325271035118142,-0.6959634411707896,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00035,35,1.2014934003431534,1.7380923353159474,0.536598934972794,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00036,36,23.87650077615721,15.430762126085796,-8.445738650071416,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00037,37,0.5050547801329088,0.6037451954322819,0.09869041529937306,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00038,38,19.543071211968865,31.77921668894048,12.236145476971615,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00039,39,7.366422344929163,6.306113356616343,-1.0603089883128192,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00040,40,0.9403249654149164,0.8633402804188535,-0.07698468499606292,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00041,41,3.008245347666538,2.8576310473605275,-0.1506143003060103,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00042,42,2.61779187867306,1.5438243669877494,-1.0739675116853107,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00043,43,0.1098552887583039,0.9522233175088316,0.8423680287505277,worsened
depth,A_tiny_jitter,B_learned_nugget,sim_00044,44,1.3979774268031022,0.8815602597443402,-0.5164171670587621,improved
depth,A_tiny_jitter,B_learned_nugget,sim_00045,45,0.3872547039083684,1.1751714956493302,0.7879167917409617,worsened
