simulation_id,numeric_simulation_id,bounds_relative_path,time_relative_path,iteration_relative_path,bounds_blob_oid,time_blob_oid,iteration_blob_oid,bounds_size_bytes,time_size_bytes,iteration_size_bytes,row_count,valid_row_count,sentinel_row_count,row_alignment_passed,ordered_bounds_passed,time_monotonic_passed,iteration_monotonic_passed
sim_00073,73,final_data_processed/sim_00073/monitor/position-bounds_melt.dat,final_data_processed/sim_00073/monitor/time.dat,final_data_processed/sim_00073/monitor/iter.dat,3c1f6eaf72f4917e44c765ec3dc6ccd0a4f6adb7,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266616,1502800,698090,115600,99885,15715,True,True,True,True
sim_00074,74,final_data_processed/sim_00074/monitor/position-bounds_melt.dat,final_data_processed/sim_00074/monitor/time.dat,final_data_processed/sim_00074/monitor/iter.dat,5ee10c52c8503891440d9e33bab596575b2eeef0,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9249618,1502800,698090,115600,103893,11707,True,True,True,True
sim_00075,75,final_data_processed/sim_00075/monitor/position-bounds_melt.dat,final_data_processed/sim_00075/monitor/time.dat,final_data_processed/sim_00075/monitor/iter.dat,cd0b289bdfef26b6a6992223e1620d42c5040481,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9256349,1502800,698090,115600,102606,12994,True,True,True,True
sim_00076,76,final_data_processed/sim_00076/monitor/position-bounds_melt.dat,final_data_processed/sim_00076/monitor/time.dat,final_data_processed/sim_00076/monitor/iter.dat,589aeee78f68b433af6a2d2bcc824aa41f03ff37,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9267200,1502800,698090,115600,102043,13557,True,True,True,True
sim_00077,77,final_data_processed/sim_00077/monitor/position-bounds_melt.dat,final_data_processed/sim_00077/monitor/time.dat,final_data_processed/sim_00077/monitor/iter.dat,de7d6d2039edb3f68469970957e635f71e6025ff,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9273599,1502800,698090,115600,101377,14223,True,True,True,True
sim_00078,78,final_data_processed/sim_00078/monitor/position-bounds_melt.dat,final_data_processed/sim_00078/monitor/time.dat,final_data_processed/sim_00078/monitor/iter.dat,d3c99081760facba4d1e68d611cdce401fc8e393,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9278155,1502800,698090,115600,85543,30057,True,True,True,True
sim_00079,79,final_data_processed/sim_00079/monitor/position-bounds_melt.dat,final_data_processed/sim_00079/monitor/time.dat,final_data_processed/sim_00079/monitor/iter.dat,6ed436b7fc0a41ac27cf0d2b7ce7a54158c5780a,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9260196,1502800,698090,115600,100806,14794,True,True,True,True
sim_00080,80,final_data_processed/sim_00080/monitor/position-bounds_melt.dat,final_data_processed/sim_00080/monitor/time.dat,final_data_processed/sim_00080/monitor/iter.dat,0fbd3fa8dce7817958a8d01e1c71924ed27c0029,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9275343,1502800,698090,115600,85528,30072,True,True,True,True
sim_00081,81,final_data_processed/sim_00081/monitor/position-bounds_melt.dat,final_data_processed/sim_00081/monitor/time.dat,final_data_processed/sim_00081/monitor/iter.dat,0829827dfa9cd869b073727539d0213183a15c54,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9255513,1502800,698090,115600,97034,18566,True,True,True,True
sim_00082,82,final_data_processed/sim_00082/monitor/position-bounds_melt.dat,final_data_processed/sim_00082/monitor/time.dat,final_data_processed/sim_00082/monitor/iter.dat,885cf3855bd6aa773fdfdeb80cd2dfba36b6f2e4,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266432,1502800,698090,115600,97258,18342,True,True,True,True
sim_00083,83,final_data_processed/sim_00083/monitor/position-bounds_melt.dat,final_data_processed/sim_00083/monitor/time.dat,final_data_processed/sim_00083/monitor/iter.dat,597ef5d5d3c479e894ab574f7808a5467bbaa0ed,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9245711,1502800,698090,115600,105084,10516,True,True,True,True
sim_00084,84,final_data_processed/sim_00084/monitor/position-bounds_melt.dat,final_data_processed/sim_00084/monitor/time.dat,final_data_processed/sim_00084/monitor/iter.dat,5ed2c93fe2df89b62093db32dada7b35093520eb,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9250485,1502800,698090,115600,98715,16885,True,True,True,True
sim_00085,85,final_data_processed/sim_00085/monitor/position-bounds_melt.dat,final_data_processed/sim_00085/monitor/time.dat,final_data_processed/sim_00085/monitor/iter.dat,ff6a4aa7f3bbce5e7c3e1b4bcb64b91eca10b098,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9265235,1502800,698090,115600,99956,15644,True,True,True,True
sim_00086,86,final_data_processed/sim_00086/monitor/position-bounds_melt.dat,final_data_processed/sim_00086/monitor/time.dat,final_data_processed/sim_00086/monitor/iter.dat,f936c069d98df4e3899bda962ad38a96ff02d3e1,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9254373,1502800,698090,115600,98231,17369,True,True,True,True
sim_00087,87,final_data_processed/sim_00087/monitor/position-bounds_melt.dat,final_data_processed/sim_00087/monitor/time.dat,final_data_processed/sim_00087/monitor/iter.dat,fc15fbf8b67433245c928a870b73d0eddb1d31dd,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9276487,1502800,698090,115600,87233,28367,True,True,True,True
sim_00088,88,final_data_processed/sim_00088/monitor/position-bounds_melt.dat,final_data_processed/sim_00088/monitor/time.dat,final_data_processed/sim_00088/monitor/iter.dat,7fa913b295b6b9530e1d0d6b45efb489f275c08c,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9268710,1502800,698090,115600,102884,12716,True,True,True,True
sim_00089,89,final_data_processed/sim_00089/monitor/position-bounds_melt.dat,final_data_processed/sim_00089/monitor/time.dat,final_data_processed/sim_00089/monitor/iter.dat,441a7fb329b891ea12fead579b39dff736827a52,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9276963,1502800,698090,115600,86760,28840,True,True,True,True
sim_00090,90,final_data_processed/sim_00090/monitor/position-bounds_melt.dat,final_data_processed/sim_00090/monitor/time.dat,final_data_processed/sim_00090/monitor/iter.dat,fd99a9380a7f4116588f050743e9b5a59ffd42b2,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9270213,1502800,698090,115600,93505,22095,True,True,True,True
sim_00091,91,final_data_processed/sim_00091/monitor/position-bounds_melt.dat,final_data_processed/sim_00091/monitor/time.dat,final_data_processed/sim_00091/monitor/iter.dat,2df29ff265832606fa51012a3a0c427b1d81922b,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9262395,1502800,698090,115600,101411,14189,True,True,True,True
sim_00092,92,final_data_processed/sim_00092/monitor/position-bounds_melt.dat,final_data_processed/sim_00092/monitor/time.dat,final_data_processed/sim_00092/monitor/iter.dat,ed63aab03534daae69ea227da0ee4ca7dabd4d52,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266132,1502800,698090,115600,86616,28984,True,True,True,True
sim_00093,93,final_data_processed/sim_00093/monitor/position-bounds_melt.dat,final_data_processed/sim_00093/monitor/time.dat,final_data_processed/sim_00093/monitor/iter.dat,dbfdb137aadd6dd8720498636cdb9ed290de47b3,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9244459,1502800,698090,115600,103283,12317,True,True,True,True
sim_00094,94,final_data_processed/sim_00094/monitor/position-bounds_melt.dat,final_data_processed/sim_00094/monitor/time.dat,final_data_processed/sim_00094/monitor/iter.dat,f9c50e1e27dede699ab357579788b00e57607c29,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9260453,1502800,698090,115600,95935,19665,True,True,True,True
sim_00095,95,final_data_processed/sim_00095/monitor/position-bounds_melt.dat,final_data_processed/sim_00095/monitor/time.dat,final_data_processed/sim_00095/monitor/iter.dat,cf74fdf8b3cc42a87a175e3f43b488020d4a4f13,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9264789,1502800,698090,115600,98904,16696,True,True,True,True
sim_00096,96,final_data_processed/sim_00096/monitor/position-bounds_melt.dat,final_data_processed/sim_00096/monitor/time.dat,final_data_processed/sim_00096/monitor/iter.dat,81ea959e38264810e9e27cc12d1b849aa013429a,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9263480,1502800,698090,115600,102950,12650,True,True,True,True
sim_00097,97,final_data_processed/sim_00097/monitor/position-bounds_melt.dat,final_data_processed/sim_00097/monitor/time.dat,final_data_processed/sim_00097/monitor/iter.dat,6611260a89bd71e65fef1ae91e0e9d15cb4ee6cc,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9284198,1502800,698090,115600,79527,36073,True,True,True,True
sim_00098,98,final_data_processed/sim_00098/monitor/position-bounds_melt.dat,final_data_processed/sim_00098/monitor/time.dat,final_data_processed/sim_00098/monitor/iter.dat,f9ef197775480119d96ab72d15084e19ee7d9fcf,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9282433,1502800,698090,115600,81293,34307,True,True,True,True
sim_00099,99,final_data_processed/sim_00099/monitor/position-bounds_melt.dat,final_data_processed/sim_00099/monitor/time.dat,final_data_processed/sim_00099/monitor/iter.dat,b97a42f33ae0ec07607c6f55282465bb44b6b2c1,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9258988,1502800,698090,115600,103817,11783,True,True,True,True
sim_00100,100,final_data_processed/sim_00100/monitor/position-bounds_melt.dat,final_data_processed/sim_00100/monitor/time.dat,final_data_processed/sim_00100/monitor/iter.dat,b244a1bd42a3fb0fc3a5844f954263c11072e78f,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9269152,1502800,698090,115600,94543,21057,True,True,True,True
sim_00101,101,final_data_processed/sim_00101/monitor/position-bounds_melt.dat,final_data_processed/sim_00101/monitor/time.dat,final_data_processed/sim_00101/monitor/iter.dat,0cb23674e9a08dfaed7121d256f9a75084d1c4c0,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5546996,894348,401666,68796,25621,43175,True,True,True,True
sim_00102,102,final_data_processed/sim_00102/monitor/position-bounds_melt.dat,final_data_processed/sim_00102/monitor/time.dat,final_data_processed/sim_00102/monitor/iter.dat,d53319b735683f30bba836de8fd6b8da77f4a2f3,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9272707,1502800,698090,115600,91012,24588,True,True,True,True
sim_00103,103,final_data_processed/sim_00103/monitor/position-bounds_melt.dat,final_data_processed/sim_00103/monitor/time.dat,final_data_processed/sim_00103/monitor/iter.dat,53ae0a04f88c2eabed9283fe9426fc27734ca74c,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9265679,1502800,698090,115600,98019,17581,True,True,True,True
sim_00104,104,final_data_processed/sim_00104/monitor/position-bounds_melt.dat,final_data_processed/sim_00104/monitor/time.dat,final_data_processed/sim_00104/monitor/iter.dat,75a467e0d0865b7402a249ec720657e5f3794dca,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9258447,1502800,698090,115600,102091,13509,True,True,True,True
sim_00105,105,final_data_processed/sim_00105/monitor/position-bounds_melt.dat,final_data_processed/sim_00105/monitor/time.dat,final_data_processed/sim_00105/monitor/iter.dat,72acd014c9f3bdeeffeb190e6fd39be44165988c,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9265681,1502800,698090,115600,98033,17567,True,True,True,True
sim_00106,106,final_data_processed/sim_00106/monitor/position-bounds_melt.dat,final_data_processed/sim_00106/monitor/time.dat,final_data_processed/sim_00106/monitor/iter.dat,1ab157321392d5649e0fa5f4c59c65d503a4b3f6,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9253071,1502800,698090,115600,104588,11012,True,True,True,True
sim_00107,107,final_data_processed/sim_00107/monitor/position-bounds_melt.dat,final_data_processed/sim_00107/monitor/time.dat,final_data_processed/sim_00107/monitor/iter.dat,0e69bc30f047fc2c1e3246f795d03b2055393999,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9276799,1502800,698090,115600,86918,28682,True,True,True,True
sim_00108,108,final_data_processed/sim_00108/monitor/position-bounds_melt.dat,final_data_processed/sim_00108/monitor/time.dat,final_data_processed/sim_00108/monitor/iter.dat,121053e7eb7eafcfb0913f6b619eb9be9bc62e40,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9269579,1502800,698090,115600,94140,21460,True,True,True,True
sim_00109,109,final_data_processed/sim_00109/monitor/position-bounds_melt.dat,final_data_processed/sim_00109/monitor/time.dat,final_data_processed/sim_00109/monitor/iter.dat,0a72a3e806eb83448b95b72d3d21f905953c96d6,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9245730,1502800,698090,115600,105496,10104,True,True,True,True
sim_00110,110,final_data_processed/sim_00110/monitor/position-bounds_melt.dat,final_data_processed/sim_00110/monitor/time.dat,final_data_processed/sim_00110/monitor/iter.dat,0e336aa0e1f93b85c14d6f6215ccc2b722ed5708,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9263063,1502800,698090,115600,103388,12212,True,True,True,True
sim_00111,111,final_data_processed/sim_00111/monitor/position-bounds_melt.dat,final_data_processed/sim_00111/monitor/time.dat,final_data_processed/sim_00111/monitor/iter.dat,0c7b4a560c7e4a79422168e42f14fb94775b722b,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9263560,1502800,698090,115600,103887,11713,True,True,True,True
sim_00112,112,final_data_processed/sim_00112/monitor/position-bounds_melt.dat,final_data_processed/sim_00112/monitor/time.dat,final_data_processed/sim_00112/monitor/iter.dat,370db70da4e00f41c98a6f8c1fbf7705bb122859,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9250962,1502800,698090,115600,99085,16515,True,True,True,True
sim_00113,113,final_data_processed/sim_00113/monitor/position-bounds_melt.dat,final_data_processed/sim_00113/monitor/time.dat,final_data_processed/sim_00113/monitor/iter.dat,dc9498c3edba8a6d12d539b80a0f89bd35d53000,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9259313,1502800,698090,115600,97481,18119,True,True,True,True
sim_00114,114,final_data_processed/sim_00114/monitor/position-bounds_melt.dat,final_data_processed/sim_00114/monitor/time.dat,final_data_processed/sim_00114/monitor/iter.dat,091dfd270460d7227db0999ce26b01bbdfff267c,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9262016,1502800,698090,115600,90250,25350,True,True,True,True
sim_00115,115,final_data_processed/sim_00115/monitor/position-bounds_melt.dat,final_data_processed/sim_00115/monitor/time.dat,final_data_processed/sim_00115/monitor/iter.dat,eeaf4efbee731a26f75fae1ef2ec29cfa7b2f409,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9268157,1502800,698090,115600,95539,20061,True,True,True,True
sim_00116,116,final_data_processed/sim_00116/monitor/position-bounds_melt.dat,final_data_processed/sim_00116/monitor/time.dat,final_data_processed/sim_00116/monitor/iter.dat,08f53578f0a428b53647df708b142afd2f083956,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5516025,894348,401666,68796,56576,12220,True,True,True,True
sim_00117,117,final_data_processed/sim_00117/monitor/position-bounds_melt.dat,final_data_processed/sim_00117/monitor/time.dat,final_data_processed/sim_00117/monitor/iter.dat,1752b73c68786757ed79c3bd17daa7cb78416c4c,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9251784,1502800,698090,115600,99899,15701,True,True,True,True
sim_00118,118,final_data_processed/sim_00118/monitor/position-bounds_melt.dat,final_data_processed/sim_00118/monitor/time.dat,final_data_processed/sim_00118/monitor/iter.dat,a6fcad88f1bf2cb63d59a7c814fcc9ca85a76df1,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5517493,894348,401666,68796,55105,13691,True,True,True,True
sim_00119,119,final_data_processed/sim_00119/monitor/position-bounds_melt.dat,final_data_processed/sim_00119/monitor/time.dat,final_data_processed/sim_00119/monitor/iter.dat,f0493326e1f65cd80a41d47d0bd1610ba0bd5300,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9265029,1502800,698090,115600,98693,16907,True,True,True,True
sim_00120,120,final_data_processed/sim_00120/monitor/position-bounds_melt.dat,final_data_processed/sim_00120/monitor/time.dat,final_data_processed/sim_00120/monitor/iter.dat,b303e623f690cb402973d56c03e8004172567e6d,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9245535,1502800,698090,115600,104687,10913,True,True,True,True
sim_00121,121,final_data_processed/sim_00121/monitor/position-bounds_melt.dat,final_data_processed/sim_00121/monitor/time.dat,final_data_processed/sim_00121/monitor/iter.dat,9a799d6e039c5622cb6ab7a4c09afe37da429668,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9268697,1502800,698090,115600,88998,26602,True,True,True,True
sim_00122,122,final_data_processed/sim_00122/monitor/position-bounds_melt.dat,final_data_processed/sim_00122/monitor/time.dat,final_data_processed/sim_00122/monitor/iter.dat,a08f52d0300062f0089d3acdc059933c88ed56b0,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9275614,1502800,698090,115600,88106,27494,True,True,True,True
sim_00123,123,final_data_processed/sim_00123/monitor/position-bounds_melt.dat,final_data_processed/sim_00123/monitor/time.dat,final_data_processed/sim_00123/monitor/iter.dat,ffb8885474bcacb697600acd2e198099a6f84290,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9264624,1502800,698090,115600,99092,16508,True,True,True,True
sim_00124,124,final_data_processed/sim_00124/monitor/position-bounds_melt.dat,final_data_processed/sim_00124/monitor/time.dat,final_data_processed/sim_00124/monitor/iter.dat,3a432afbcfe34b28d56a68540ca9e8daffa56334,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266326,1502800,698090,115600,97392,18208,True,True,True,True
sim_00125,125,final_data_processed/sim_00125/monitor/position-bounds_melt.dat,final_data_processed/sim_00125/monitor/time.dat,final_data_processed/sim_00125/monitor/iter.dat,96ffb8029b011a682a29289ac1ca8b2f392bd494,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9271622,1502800,698090,115600,92098,23502,True,True,True,True
sim_00126,126,final_data_processed/sim_00126/monitor/position-bounds_melt.dat,final_data_processed/sim_00126/monitor/time.dat,final_data_processed/sim_00126/monitor/iter.dat,3eb76090daa24d995d4fcf7ae63c53664063ca11,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266113,1502800,698090,115600,97582,18018,True,True,True,True
sim_00127,127,final_data_processed/sim_00127/monitor/position-bounds_melt.dat,final_data_processed/sim_00127/monitor/time.dat,final_data_processed/sim_00127/monitor/iter.dat,3ed25511c73c8b3c4fe0643eb7214af38293548a,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5513979,894348,401666,68796,58625,10171,True,True,True,True
sim_00128,128,final_data_processed/sim_00128/monitor/position-bounds_melt.dat,final_data_processed/sim_00128/monitor/time.dat,final_data_processed/sim_00128/monitor/iter.dat,89fdc232f8a461c59fbdb3834c68db473e06e74e,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9249814,1502800,698090,115600,105052,10548,True,True,True,True
sim_00129,129,final_data_processed/sim_00129/monitor/position-bounds_melt.dat,final_data_processed/sim_00129/monitor/time.dat,final_data_processed/sim_00129/monitor/iter.dat,113c7eed0f2b7b5e96b4505381f764342649e570,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9274423,1502800,698090,115600,102789,12811,True,True,True,True
sim_00130,130,final_data_processed/sim_00130/monitor/position-bounds_melt.dat,final_data_processed/sim_00130/monitor/time.dat,final_data_processed/sim_00130/monitor/iter.dat,bdf23d85fd591e6eeed3b57d3b3dd2a5657ea71f,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9257875,1502800,698090,115600,104692,10908,True,True,True,True
sim_00131,131,final_data_processed/sim_00131/monitor/position-bounds_melt.dat,final_data_processed/sim_00131/monitor/time.dat,final_data_processed/sim_00131/monitor/iter.dat,7923ad0d922abe02c9cced5b0d5cd4db6a9239b7,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9270567,1502800,698090,115600,89120,26480,True,True,True,True
sim_00132,132,final_data_processed/sim_00132/monitor/position-bounds_melt.dat,final_data_processed/sim_00132/monitor/time.dat,final_data_processed/sim_00132/monitor/iter.dat,1d6fd710a8bee2080085695a72e88290a8476b1a,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9256884,1502800,698090,115600,100522,15078,True,True,True,True
sim_00133,133,final_data_processed/sim_00133/monitor/position-bounds_melt.dat,final_data_processed/sim_00133/monitor/time.dat,final_data_processed/sim_00133/monitor/iter.dat,10ea92a203bab662b9db206980418e5885286da2,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9282086,1502800,698090,115600,81642,33958,True,True,True,True
sim_00134,134,final_data_processed/sim_00134/monitor/position-bounds_melt.dat,final_data_processed/sim_00134/monitor/time.dat,final_data_processed/sim_00134/monitor/iter.dat,496a4376903f7213216736ebef778c48ae97ac5d,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9275300,1502800,698090,115600,102869,12731,True,True,True,True
sim_00135,135,final_data_processed/sim_00135/monitor/position-bounds_melt.dat,final_data_processed/sim_00135/monitor/time.dat,final_data_processed/sim_00135/monitor/iter.dat,7e51f5de29ec4d690d6488be83613b0ff71739e0,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266087,1502800,698090,115600,97629,17971,True,True,True,True
sim_00137,137,final_data_processed/sim_00137/monitor/position-bounds_melt.dat,final_data_processed/sim_00137/monitor/time.dat,final_data_processed/sim_00137/monitor/iter.dat,ebfd7915b5811dc389794f221638c824513475e7,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9264274,1502800,698090,115600,99442,16158,True,True,True,True
sim_00138,138,final_data_processed/sim_00138/monitor/position-bounds_melt.dat,final_data_processed/sim_00138/monitor/time.dat,final_data_processed/sim_00138/monitor/iter.dat,cfa43ed5c66d4552ae9d08ebd4bac6df4288e321,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9266045,1502800,698090,115600,103349,12251,True,True,True,True
sim_00139,139,final_data_processed/sim_00139/monitor/position-bounds_melt.dat,final_data_processed/sim_00139/monitor/time.dat,final_data_processed/sim_00139/monitor/iter.dat,89afb8b42bebc6d278e13894bf9878189988bf4a,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9264675,1502800,698090,115600,99038,16562,True,True,True,True
sim_00140,140,final_data_processed/sim_00140/monitor/position-bounds_melt.dat,final_data_processed/sim_00140/monitor/time.dat,final_data_processed/sim_00140/monitor/iter.dat,68e32cbfe1229dd56182590ffd29eed78c982259,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9269986,1502800,698090,115600,103635,11965,True,True,True,True
sim_00141,141,final_data_processed/sim_00141/monitor/position-bounds_melt.dat,final_data_processed/sim_00141/monitor/time.dat,final_data_processed/sim_00141/monitor/iter.dat,b3eebd22af1d382eb55b50f73a781aa4d79947c7,0229496c1e473d714d2329877cfb90ea07384d93,e4db62b645d6870dd59d758b5ac287688df9f9ad,9251297,1502800,698090,115600,97616,17984,True,True,True,True
sim_00142,142,final_data_processed/sim_00142/monitor/position-bounds_melt.dat,final_data_processed/sim_00142/monitor/time.dat,final_data_processed/sim_00142/monitor/iter.dat,28fe0419298817bb25363795a697e828ca3f60de,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5514034,894348,401666,68796,58528,10268,True,True,True,True
sim_00143,143,final_data_processed/sim_00143/monitor/position-bounds_melt.dat,final_data_processed/sim_00143/monitor/time.dat,final_data_processed/sim_00143/monitor/iter.dat,1e2e0fdf927a09a8000cbf9b6d47f7c74ad7ecd1,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5510871,894348,401666,68796,68528,268,True,True,True,True
sim_00144,144,final_data_processed/sim_00144/monitor/position-bounds_melt.dat,final_data_processed/sim_00144/monitor/time.dat,final_data_processed/sim_00144/monitor/iter.dat,22c919a319685db61f978c85644fc7d7ffb4845e,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5516041,894348,401666,68796,68535,261,True,True,True,True
sim_00145,145,final_data_processed/sim_00145/monitor/position-bounds_melt.dat,final_data_processed/sim_00145/monitor/time.dat,final_data_processed/sim_00145/monitor/iter.dat,fc9e055262d38d1d6908e94c527735853fe95ade,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5524285,894348,401666,68796,68546,250,True,True,True,True
sim_00146,146,final_data_processed/sim_00146/monitor/position-bounds_melt.dat,final_data_processed/sim_00146/monitor/time.dat,final_data_processed/sim_00146/monitor/iter.dat,e030f579b593bb3980163e1faf0d29ac3970017c,ec3fcb6890d1a8a4f7521a79524c9acd02fcb3a4,adc76b8421abc68ded0919f3afab55db9f19eefd,5528536,894348,401666,68796,68571,225,True,True,True,True
