simulation_id,numeric_simulation_id,file_name,relative_path,delimiter,header_present,row_count,column_count,first_row,last_row,missing_value_count,non_finite_value_count,sentinel_value_count,constant_column_indices,aligns_with_time_dat,aligns_with_iter_dat,time_strictly_increasing,time_duplicate_count,iteration_strictly_increasing,iteration_duplicate_count,embedded_timestep_column,schema_consistent_across_audited_simulations
sim_00142,142,maximum-temperature_substrate.dat,final_data_processed/sim_00142/monitor/maximum-temperature_substrate.dat,whitespace,False,68796,1,[333.2695],[1927.917],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-temperature_substrate.dat,final_data_processed/sim_00143/monitor/maximum-temperature_substrate.dat,whitespace,False,68796,1,[300.0],[1927.132],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-temperature_substrate.dat,final_data_processed/sim_00152/monitor/maximum-temperature_substrate.dat,whitespace,False,68796,1,[300.0],[1927.913],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-temperature_substrate.dat,final_data_processed/sim_00201/monitor/maximum-temperature_substrate.dat,whitespace,False,115600,1,[399.4579],[1174.182],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-temperature_substrate.dat,final_data_processed/sim_00224/monitor/maximum-temperature_substrate.dat,whitespace,False,115600,1,[342.6534],[1927.864],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-temperature_substrate.dat,final_data_processed/sim_00231/monitor/maximum-temperature_substrate.dat,whitespace,False,115600,1,[337.1562],[1156.461],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-temperature_substrate.dat,final_data_processed/sim_00236/monitor/maximum-temperature_substrate.dat,whitespace,False,115600,1,[397.6378],[1927.997],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-temperature_substrate.dat,final_data_processed/sim_00241/monitor/maximum-temperature_substrate.dat,whitespace,False,115600,1,[345.0524],[1183.692],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-temperature_substrate.dat,final_data_processed/sim_00242/monitor/maximum-temperature_substrate.dat,whitespace,False,115600,1,[390.8092],[941.4473],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00001/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,68796,1,[0.0187042],[0.102401],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00117/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,115600,1,[0.0187042],[0.05698106],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00118/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,68796,1,[0.0187042],[0.1025358],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00121/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,115600,1,[0.0187042],[0.04875822],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00142/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,68796,1,[0.0187042],[0.1066248],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00143/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,68796,1,[0.0187042],[0.09768685],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00152/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,68796,1,[0.0187042],[0.1022431],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00201/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,115600,1,[0.0187042],[0.04677521],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00224/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,115600,1,[0.0187042],[0.09976095],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00231/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,115600,1,[0.0187042],[0.04597107],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00236/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,115600,1,[0.0187042],[0.09682366],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00241/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,115600,1,[0.0187042],[0.04636675],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-thermal-conductivity_gas.dat,final_data_processed/sim_00242/monitor/maximum-thermal-conductivity_gas.dat,whitespace,False,115600,1,[0.0187042],[0.03841336],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00001/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,68796,1,[0.0],[32.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00117/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00118/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,68796,1,[0.0],[32.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00121/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00142/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,68796,1,[0.0],[32.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00143/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,68796,1,[0.0],[32.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00152/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,68796,1,[0.0],[32.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00201/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00224/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,115600,1,[0.0],[32.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00231/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00236/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,115600,1,[0.0],[32.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00241/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-thermal-conductivity_melt.dat,final_data_processed/sim_00242/monitor/maximum-thermal-conductivity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00001/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,68796,1,[16.0],[31.87484],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00117/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,115600,1,[16.0],[16.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00118/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,68796,1,[16.0],[31.88426],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00121/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,115600,1,[16.0],[16.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00142/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,68796,1,[16.0],[31.91777],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00143/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,68796,1,[16.0],[31.72187],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00152/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,68796,1,[16.0],[31.97215],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00201/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,115600,1,[16.0],[16.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00224/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,115600,1,[16.0],[31.95348],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00231/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,115600,1,[16.0],[16.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00236/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,115600,1,[16.0],[31.98266],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00241/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,115600,1,[16.0],[16.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-thermal-conductivity_substrate.dat,final_data_processed/sim_00242/monitor/maximum-thermal-conductivity_substrate.dat,whitespace,False,115600,1,[16.0],[16.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-velocity_gas.dat,final_data_processed/sim_00001/monitor/maximum-velocity_gas.dat,whitespace,False,68796,1,[0.0],[2.701181],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-velocity_gas.dat,final_data_processed/sim_00117/monitor/maximum-velocity_gas.dat,whitespace,False,115600,1,[0.0],[0.2712637],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-velocity_gas.dat,final_data_processed/sim_00118/monitor/maximum-velocity_gas.dat,whitespace,False,68796,1,[0.0],[2.465992],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-velocity_gas.dat,final_data_processed/sim_00121/monitor/maximum-velocity_gas.dat,whitespace,False,115600,1,[0.0],[0.2436273],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,maximum-velocity_gas.dat,final_data_processed/sim_00142/monitor/maximum-velocity_gas.dat,whitespace,False,68796,1,[0.0],[1.83247],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-velocity_gas.dat,final_data_processed/sim_00143/monitor/maximum-velocity_gas.dat,whitespace,False,68796,1,[0.0],[3.048586],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-velocity_gas.dat,final_data_processed/sim_00152/monitor/maximum-velocity_gas.dat,whitespace,False,68796,1,[0.0],[1.485344],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-velocity_gas.dat,final_data_processed/sim_00201/monitor/maximum-velocity_gas.dat,whitespace,False,115600,1,[0.0],[0.2264837],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-velocity_gas.dat,final_data_processed/sim_00224/monitor/maximum-velocity_gas.dat,whitespace,False,115600,1,[0.0],[1.662827],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-velocity_gas.dat,final_data_processed/sim_00231/monitor/maximum-velocity_gas.dat,whitespace,False,115600,1,[0.0],[0.2475134],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-velocity_gas.dat,final_data_processed/sim_00236/monitor/maximum-velocity_gas.dat,whitespace,False,115600,1,[0.0],[1.028588],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-velocity_gas.dat,final_data_processed/sim_00241/monitor/maximum-velocity_gas.dat,whitespace,False,115600,1,[0.0],[0.2925795],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-velocity_gas.dat,final_data_processed/sim_00242/monitor/maximum-velocity_gas.dat,whitespace,False,115600,1,[0.0],[0.2142417],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-velocity_melt.dat,final_data_processed/sim_00001/monitor/maximum-velocity_melt.dat,whitespace,False,68796,1,[0.0],[4.630769],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-velocity_melt.dat,final_data_processed/sim_00117/monitor/maximum-velocity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-velocity_melt.dat,final_data_processed/sim_00118/monitor/maximum-velocity_melt.dat,whitespace,False,68796,1,[0.0],[4.783828],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-velocity_melt.dat,final_data_processed/sim_00121/monitor/maximum-velocity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,maximum-velocity_melt.dat,final_data_processed/sim_00142/monitor/maximum-velocity_melt.dat,whitespace,False,68796,1,[0.0],[2.517275],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-velocity_melt.dat,final_data_processed/sim_00143/monitor/maximum-velocity_melt.dat,whitespace,False,68796,1,[0.0],[4.485522],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-velocity_melt.dat,final_data_processed/sim_00152/monitor/maximum-velocity_melt.dat,whitespace,False,68796,1,[0.0],[2.233211],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-velocity_melt.dat,final_data_processed/sim_00201/monitor/maximum-velocity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-velocity_melt.dat,final_data_processed/sim_00224/monitor/maximum-velocity_melt.dat,whitespace,False,115600,1,[0.0],[2.294982],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-velocity_melt.dat,final_data_processed/sim_00231/monitor/maximum-velocity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-velocity_melt.dat,final_data_processed/sim_00236/monitor/maximum-velocity_melt.dat,whitespace,False,115600,1,[0.0],[2.582387],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-velocity_melt.dat,final_data_processed/sim_00241/monitor/maximum-velocity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-velocity_melt.dat,final_data_processed/sim_00242/monitor/maximum-velocity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-viscosity_gas.dat,final_data_processed/sim_00001/monitor/maximum-viscosity_gas.dat,whitespace,False,68796,1,[2.32903e-05],[0.0001320655],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-viscosity_gas.dat,final_data_processed/sim_00117/monitor/maximum-viscosity_gas.dat,whitespace,False,115600,1,[2.32903e-05],[7.321001e-05],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-viscosity_gas.dat,final_data_processed/sim_00118/monitor/maximum-viscosity_gas.dat,whitespace,False,68796,1,[2.32903e-05],[0.0001321964],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-viscosity_gas.dat,final_data_processed/sim_00121/monitor/maximum-viscosity_gas.dat,whitespace,False,115600,1,[2.32903e-05],[6.19839e-05],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,maximum-viscosity_gas.dat,final_data_processed/sim_00142/monitor/maximum-viscosity_gas.dat,whitespace,False,68796,1,[2.32903e-05],[0.0001360281],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-viscosity_gas.dat,final_data_processed/sim_00143/monitor/maximum-viscosity_gas.dat,whitespace,False,68796,1,[2.32903e-05],[0.000127292],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-viscosity_gas.dat,final_data_processed/sim_00152/monitor/maximum-viscosity_gas.dat,whitespace,False,68796,1,[2.32903e-05],[0.0001319117],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-viscosity_gas.dat,final_data_processed/sim_00201/monitor/maximum-viscosity_gas.dat,whitespace,False,115600,1,[2.32903e-05],[5.934904e-05],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-viscosity_gas.dat,final_data_processed/sim_00224/monitor/maximum-viscosity_gas.dat,whitespace,False,115600,1,[2.32903e-05],[0.0001294397],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-viscosity_gas.dat,final_data_processed/sim_00231/monitor/maximum-viscosity_gas.dat,whitespace,False,115600,1,[2.32903e-05],[5.828812e-05],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-viscosity_gas.dat,final_data_processed/sim_00236/monitor/maximum-viscosity_gas.dat,whitespace,False,115600,1,[2.32903e-05],[0.0001263755],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-viscosity_gas.dat,final_data_processed/sim_00241/monitor/maximum-viscosity_gas.dat,whitespace,False,115600,1,[2.32903e-05],[5.880963e-05],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-viscosity_gas.dat,final_data_processed/sim_00242/monitor/maximum-viscosity_gas.dat,whitespace,False,115600,1,[2.32903e-05],[4.850056e-05],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,maximum-viscosity_melt.dat,final_data_processed/sim_00001/monitor/maximum-viscosity_melt.dat,whitespace,False,68796,1,[0.0],[0.025],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,maximum-viscosity_melt.dat,final_data_processed/sim_00117/monitor/maximum-viscosity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,maximum-viscosity_melt.dat,final_data_processed/sim_00118/monitor/maximum-viscosity_melt.dat,whitespace,False,68796,1,[0.0],[0.025],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,maximum-viscosity_melt.dat,final_data_processed/sim_00121/monitor/maximum-viscosity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,maximum-viscosity_melt.dat,final_data_processed/sim_00142/monitor/maximum-viscosity_melt.dat,whitespace,False,68796,1,[0.0],[0.025],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,maximum-viscosity_melt.dat,final_data_processed/sim_00143/monitor/maximum-viscosity_melt.dat,whitespace,False,68796,1,[0.0],[0.025],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,maximum-viscosity_melt.dat,final_data_processed/sim_00152/monitor/maximum-viscosity_melt.dat,whitespace,False,68796,1,[0.0],[0.025],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,maximum-viscosity_melt.dat,final_data_processed/sim_00201/monitor/maximum-viscosity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,maximum-viscosity_melt.dat,final_data_processed/sim_00224/monitor/maximum-viscosity_melt.dat,whitespace,False,115600,1,[0.0],[0.025],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,maximum-viscosity_melt.dat,final_data_processed/sim_00231/monitor/maximum-viscosity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,maximum-viscosity_melt.dat,final_data_processed/sim_00236/monitor/maximum-viscosity_melt.dat,whitespace,False,115600,1,[0.0],[0.025],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,maximum-viscosity_melt.dat,final_data_processed/sim_00241/monitor/maximum-viscosity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00242,242,maximum-viscosity_melt.dat,final_data_processed/sim_00242/monitor/maximum-viscosity_melt.dat,whitespace,False,115600,1,[0.0],[0.0],0,0,0,[],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00001,1,minimum-heat-capacity_gas.dat,final_data_processed/sim_00001/monitor/minimum-heat-capacity_gas.dat,whitespace,False,68796,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00117,117,minimum-heat-capacity_gas.dat,final_data_processed/sim_00117/monitor/minimum-heat-capacity_gas.dat,whitespace,False,115600,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00118,118,minimum-heat-capacity_gas.dat,final_data_processed/sim_00118/monitor/minimum-heat-capacity_gas.dat,whitespace,False,68796,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00121,121,minimum-heat-capacity_gas.dat,final_data_processed/sim_00121/monitor/minimum-heat-capacity_gas.dat,whitespace,False,115600,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00142,142,minimum-heat-capacity_gas.dat,final_data_processed/sim_00142/monitor/minimum-heat-capacity_gas.dat,whitespace,False,68796,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00143,143,minimum-heat-capacity_gas.dat,final_data_processed/sim_00143/monitor/minimum-heat-capacity_gas.dat,whitespace,False,68796,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00152,152,minimum-heat-capacity_gas.dat,final_data_processed/sim_00152/monitor/minimum-heat-capacity_gas.dat,whitespace,False,68796,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00201,201,minimum-heat-capacity_gas.dat,final_data_processed/sim_00201/monitor/minimum-heat-capacity_gas.dat,whitespace,False,115600,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00224,224,minimum-heat-capacity_gas.dat,final_data_processed/sim_00224/monitor/minimum-heat-capacity_gas.dat,whitespace,False,115600,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00231,231,minimum-heat-capacity_gas.dat,final_data_processed/sim_00231/monitor/minimum-heat-capacity_gas.dat,whitespace,False,115600,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00236,236,minimum-heat-capacity_gas.dat,final_data_processed/sim_00236/monitor/minimum-heat-capacity_gas.dat,whitespace,False,115600,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
sim_00241,241,minimum-heat-capacity_gas.dat,final_data_processed/sim_00241/monitor/minimum-heat-capacity_gas.dat,whitespace,False,115600,1,[520.0],[520.0],0,0,0,[0],True,True,True,0,True,0,none; row position aligns with time.dat and iter.dat,True
