simulation_id,numeric_simulation_id,row_index,iteration,time_s,x_min_m,x_max_m,y_min_m,y_max_m,z_min_m,z_max_m,delta_x_m,delta_y_m,delta_z_m,center_x_m,center_y_m,center_z_m,penetration_depth_m,melt_bounds_valid,in_selected_window
sim_00121,121,92710,92710.0,0.001684321,0.001063077,0.001131263,-2.638008e-05,2.600259e-05,1.814579e-05,4.702562e-05,6.818600000000003e-05,5.238267e-05,2.887983e-05,0.00109717,-1.8874500000000017e-07,3.2585705e-05,0.0,True,False
sim_00121,121,93000,93000.0,0.001689588,0.001066052,0.00113129,-2.629004e-05,2.533998e-05,1.955467e-05,4.749667e-05,6.523800000000001e-05,5.163002e-05,2.7942e-05,0.001098671,-4.750300000000001e-07,3.352567e-05,0.0,True,False
sim_00121,121,93290,93290.0,0.001694854,0.001067021,0.001131183,-2.398647e-05,2.378837e-05,2.062156e-05,4.800745e-05,6.416199999999999e-05,4.777484e-05,2.738589e-05,0.001099102,-9.905000000000035e-08,3.4314505e-05,0.0,True,False
sim_00121,121,93580,93580.0,0.001700121,0.001067525,0.001129926,-2.357786e-05,2.479135e-05,2.130942e-05,4.740052e-05,6.240100000000012e-05,4.836921e-05,2.60911e-05,0.0010987255,6.067450000000002e-07,3.4354970000000004e-05,0.0,True,False
sim_00121,121,93869,93869.0,0.001705369,0.001069364,0.001129384,-2.466137e-05,2.310693e-05,2.209757e-05,4.831952e-05,6.002000000000004e-05,4.77683e-05,2.6221949999999997e-05,0.001099374,-7.772199999999996e-07,3.5208544999999996e-05,0.0,True,False
sim_00121,121,94159,94159.0,0.001710636,0.001071354,0.001124347,-2.393971e-05,2.182647e-05,2.392054e-05,4.844144e-05,5.299299999999988e-05,4.576618e-05,2.4520900000000004e-05,0.0010978505,-1.0566200000000007e-06,3.618099e-05,0.0,True,False
sim_00121,121,94449,94449.0,0.001715903,0.001074129,0.001124906,-2.250952e-05,2.189443e-05,2.471547e-05,4.891888e-05,5.07769999999999e-05,4.440395e-05,2.4203410000000003e-05,0.0010995175000000001,-3.075449999999998e-07,3.6817175e-05,0.0,True,False
sim_00121,121,94739,94739.0,0.001721169,0.001074724,0.001124886,-2.170348e-05,2.116017e-05,2.593387e-05,4.927412e-05,5.016200000000008e-05,4.286365e-05,2.3340249999999997e-05,0.0010998050000000001,-2.716549999999997e-07,3.7603995e-05,0.0,True,False
sim_00121,121,95028,95028.0,0.001726418,0.001077157,0.00112209,-2.003608e-05,1.96855e-05,2.714942e-05,4.936882e-05,4.493300000000004e-05,3.972158e-05,2.2219400000000003e-05,0.0010996235,-1.7529000000000082e-07,3.825912e-05,0.0,True,False
sim_00121,121,95318,95318.0,0.001731684,0.001078247,0.00112041,-1.900595e-05,2.0671e-05,2.831246e-05,4.928763e-05,4.216300000000001e-05,3.967695e-05,2.097517e-05,0.0010993285,8.325249999999993e-07,3.8800045000000004e-05,0.0,True,False
sim_00121,121,95608,95608.0,0.001736951,0.001079387,0.001120072,-1.869698e-05,1.818705e-05,3.006362e-05,5.049564e-05,4.068499999999994e-05,3.6884029999999997e-05,2.043202e-05,0.0010997295,-2.5496499999999935e-07,4.027963e-05,0.0,True,False
sim_00121,121,95897,95897.0,0.0017422,0.001081181,0.001116933,-1.703297e-05,1.727479e-05,3.094031e-05,5.06215e-05,3.5752000000000006e-05,3.4307759999999994e-05,1.9681190000000003e-05,0.001099057,1.2090999999999983e-07,4.0780905e-05,0.0,True,False
sim_00121,121,96187,96187.0,0.001747466,0.001081053,0.001118304,-1.507498e-05,1.609443e-05,3.273363e-05,5.068284e-05,3.725100000000008e-05,3.116941e-05,1.7949209999999995e-05,0.0010996785,5.097250000000004e-07,4.1708235e-05,0.0,True,False
sim_00121,121,96477,96477.0,0.001752733,0.001083755,0.001115405,-1.607373e-05,1.502158e-05,3.473926e-05,5.149058e-05,3.165000000000004e-05,3.109531e-05,1.6751320000000005e-05,0.0010995800000000002,-5.260749999999999e-07,4.3114920000000004e-05,0.0,True,False
sim_00121,121,96767,96767.0,0.001757999,0.001085125,0.001113423,-1.444449e-05,1.260065e-05,3.592938e-05,5.246342e-05,2.829800000000017e-05,2.704514e-05,1.6534039999999997e-05,0.001099274,-9.219200000000001e-07,4.4196399999999996e-05,0.0,True,False
sim_00121,121,97056,97056.0,0.001763248,0.001086448,0.001110865,-1.224151e-05,1.241958e-05,3.852952e-05,5.409222e-05,2.4416999999999885e-05,2.466109e-05,1.55627e-05,0.0010986565000000001,8.903500000000024e-08,4.631087e-05,0.0,True,False
sim_00121,121,97346,97346.0,0.001768515,0.001087058,0.001110941,-1.141152e-05,1.123601e-05,4.017219e-05,5.437184e-05,2.388300000000015e-05,2.2647529999999998e-05,1.4199650000000002e-05,0.0010989995,-8.775500000000048e-08,4.7272015e-05,0.0,True,False
sim_00121,121,97636,97636.0,0.001773781,0.001091226,0.001106201,-8.706677e-06,3.638338e-06,4.346572e-05,5.302017e-05,1.4974999999999971e-05,1.2345014999999999e-05,9.554450000000001e-06,0.0010987135,-2.5341694999999997e-06,4.8242945e-05,0.0,True,False
sim_00121,121,97925,97925.0,0.00177903,0.00109583,0.001102031,-4.561526e-07,1.496304e-06,4.819483e-05,5.82565e-05,6.2010000000001664e-06,1.9524566e-06,1.0061670000000004e-05,0.0010989304999999999,5.200757000000001e-07,5.3225665e-05,0.0,True,False
sim_00121,121,98215,98215.0,0.001784296,0.001103937,0.001103937,3.174685e-06,3.174685e-06,6.125245e-05,6.125245e-05,0.0,0.0,0.0,0.001103937,3.174685e-06,6.125245e-05,0.0,True,False
sim_00121,121,98505,98505.0,0.001789563,0.001105042,0.001105042,4.296332e-06,4.296332e-06,6.257564e-05,6.257564e-05,0.0,0.0,0.0,0.001105042,4.296332e-06,6.257564e-05,0.0,True,False
sim_00121,121,98654,98654.0,0.001792269,0.001105685,0.001105685,4.848334e-06,4.848336e-06,6.325408e-05,6.325408e-05,0.0,1.999999999631691e-12,0.0,0.001105685,4.848335e-06,6.325408e-05,0.0,True,False
sim_00121,121,98795,98795.0,0.001794829,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,99084,99084.0,0.001800078,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,99374,99374.0,0.001805345,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,99664,99664.0,0.001810611,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,99954,99954.0,0.001815878,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,100243,100243.0,0.001821126,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,100533,100533.0,0.001826393,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,100823,100823.0,0.00183166,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,101112,101112.0,0.001836908,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,101402,101402.0,0.001842175,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,101692,101692.0,0.001847441,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,101982,101982.0,0.001852708,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,102271,102271.0,0.001857956,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,102561,102561.0,0.001863223,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,102851,102851.0,0.00186849,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,103140,103140.0,0.001873738,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,103430,103430.0,0.001879005,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,103720,103720.0,0.001884271,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,104010,104010.0,0.001889538,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,104299,104299.0,0.001894786,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,104589,104589.0,0.001900053,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,104879,104879.0,0.00190532,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,105169,105169.0,0.001910586,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,105458,105458.0,0.001915835,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,105748,105748.0,0.001921101,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,106038,106038.0,0.001926368,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,106327,106327.0,0.001931617,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,106617,106617.0,0.001936883,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,106907,106907.0,0.00194215,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,107197,107197.0,0.001947416,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,107486,107486.0,0.001952665,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,107776,107776.0,0.001957932,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,108066,108066.0,0.001963198,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,108355,108355.0,0.001968447,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,108645,108645.0,0.001973713,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,108935,108935.0,0.00197898,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,109225,109225.0,0.001984247,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,109514,109514.0,0.001989495,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,109804,109804.0,0.001994762,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,110094,110094.0,0.002000028,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,110384,110384.0,0.002005295,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,110673,110673.0,0.002010543,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,110963,110963.0,0.00201581,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,111253,111253.0,0.002021077,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,111542,111542.0,0.002026325,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,111832,111832.0,0.002031592,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,112122,112122.0,0.002036858,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,112412,112412.0,0.002042125,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,112701,112701.0,0.002047373,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,112991,112991.0,0.00205264,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,113281,113281.0,0.002057907,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,113570,113570.0,0.002063155,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,113860,113860.0,0.002068422,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,114150,114150.0,0.002073688,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,114440,114440.0,0.002078955,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,114729,114729.0,0.002084204,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,115019,115019.0,0.00208947,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,115309,115309.0,0.002094737,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00121,121,115599,115599.0,0.002100003,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,0,0.0,0.0,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,172,172.0,3.127266e-06,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,344,344.0,6.25452e-06,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,517,517.0,9.399955e-06,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,689,689.0,1.252721e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,862,862.0,1.567267e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,1034,1034.0,1.880008e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,1206,1206.0,2.192749e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,1379,1379.0,2.507308e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,1551,1551.0,2.820049e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,1724,1724.0,3.134608e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,1896,1896.0,3.447349e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,2069,2069.0,3.761908e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,2241,2241.0,4.074649e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,2413,2413.0,4.38739e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,2586,2586.0,4.70195e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,2758,2758.0,5.014691e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,2931,2931.0,5.32925e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,3103,3103.0,5.641991e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,3275,3275.0,5.954732e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,3448,3448.0,6.269291e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,3620,3620.0,6.582032e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,3793,3793.0,6.896591e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,3965,3965.0,7.209332e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,4138,4138.0,7.523892e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,4310,4310.0,7.836633e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,4482,4482.0,8.149374e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,4655,4655.0,8.463933e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,4827,4827.0,8.776674e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,5000,5000.0,9.091233e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,5172,5172.0,9.403974e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,5344,5344.0,9.716715e-05,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,5517,5517.0,0.0001003127,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,5689,5689.0,0.0001034402,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,5862,5862.0,0.0001065858,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,6034,6034.0,0.0001097132,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,6207,6207.0,0.0001128588,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,6379,6379.0,0.0001159862,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,6551,6551.0,0.0001191136,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,6724,6724.0,0.0001222591,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,6896,6896.0,0.0001253853,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,7069,7069.0,0.0001285296,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,7241,7241.0,0.0001316557,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,7413,7413.0,0.0001347819,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,7586,7586.0,0.0001379262,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,7758,7758.0,0.0001410524,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,7931,7931.0,0.0001441967,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,8103,8103.0,0.0001473229,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,8276,8276.0,0.0001504672,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,8448,8448.0,0.0001535934,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,8620,8620.0,0.0001567195,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,8793,8793.0,0.0001598639,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,8965,8965.0,0.00016299,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,9138,9138.0,0.0001661344,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,9310,9310.0,0.0001692605,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,9483,9483.0,0.0001724049,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,9655,9655.0,0.000175531,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,9827,9827.0,0.0001786572,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,10000,10000.0,0.0001818015,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,10172,10172.0,0.0001849277,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,3.402823e+38,-3.402823e+38,,,,,,,,False,False
sim_00142,142,10268,10268.0,0.0001866725,0.00021,0.00021,-2e-06,2e-06,-1.99999e-06,-1.99999e-06,0.0,4e-06,0.0,0.00021,0.0,-1.99999e-06,1.99999e-06,True,False
sim_00142,142,10345,10345.0,0.000188072,0.0002063923,0.0002099727,-9.79276e-06,9.79276e-06,-2.2616e-06,-3.884568e-07,3.5803999999999903e-06,1.958552e-05,1.8731432000000001e-06,0.00020818250000000001,0.0,-1.3250284000000001e-06,2.2616e-06,True,False
sim_00142,142,10517,10517.0,0.0001911982,0.0002074086,0.0002132894,-1.694926e-05,1.694927e-05,-2.549511e-06,4.942769e-06,5.880799999999993e-06,3.389853e-05,7.49228e-06,0.000210349,4.999999998655711e-12,1.1966289999999999e-06,2.549511e-06,True,False
sim_00142,142,10689,10689.0,0.0001943243,0.0002062174,0.0002179235,-2.182757e-05,2.182757e-05,-2.568125e-06,6.972173e-06,1.1706100000000006e-05,4.365514e-05,9.540298e-06,0.00021207045,0.0,2.202024e-06,2.568125e-06,True,False
sim_00142,142,10862,10862.0,0.0001974687,0.0002065529,0.0002222042,-2.134031e-05,2.134018e-05,-2.912937e-06,7.374223e-06,1.565130000000001e-05,4.268049e-05,1.028716e-05,0.00021437855,-6.49999999994649e-11,2.230643e-06,2.912937e-06,True,False
sim_00142,142,11034,11034.0,0.0002005948,0.0002061102,0.000222912,-2.605171e-05,2.605136e-05,-2.919998e-06,5.633761e-06,1.6801799999999992e-05,5.2103070000000004e-05,8.553759e-06,0.0002145111,-1.7500000000038372e-10,1.3568815e-06,2.919998e-06,True,False
