simulation_id,numeric_simulation_id,row_index,iteration,time_s,x_min_m,x_max_m,y_min_m,y_max_m,z_min_m,z_max_m,delta_x_m,delta_y_m,delta_z_m,center_x_m,center_y_m,center_z_m,penetration_depth_m,melt_bounds_valid,in_selected_window
sim_00143,143,5689,5689.0,0.0001034402,-6.251575e-06,8.874048e-05,-3.938137e-05,3.932349e-05,-2.200168e-05,5.631404e-06,9.4992055e-05,7.870486e-05,2.7633083999999998e-05,4.12444525e-05,-2.8939999999998405e-08,-8.185138e-06,2.200168e-05,True,False
sim_00143,143,5862,5862.0,0.0001065858,-6.286664e-06,9.384795e-05,-3.901049e-05,3.92723e-05,-2.210141e-05,5.041024e-06,0.000100134614,7.828279000000001e-05,2.7142434e-05,4.3780642999999996e-05,1.3090499999999938e-07,-8.530193e-06,2.210141e-05,True,False
sim_00143,143,6034,6034.0,0.0001097132,-6.071077e-06,9.282863e-05,-3.924976e-05,4.177069e-05,-2.211883e-05,5.768878e-06,9.8899707e-05,8.102045e-05,2.7887708000000003e-05,4.3378776500000005e-05,1.2604650000000001e-06,-8.174976e-06,2.211883e-05,True,False
sim_00143,143,6207,6207.0,0.0001128588,-4.987551e-06,9.777364e-05,-3.970732e-05,4.053794e-05,-2.225368e-05,5.423348e-06,0.00010276119100000001,8.024525999999999e-05,2.7677028e-05,4.63930445e-05,4.153099999999999e-07,-8.415165999999999e-06,2.225368e-05,True,False
sim_00143,143,6379,6379.0,0.0001159862,-3.546702e-06,9.687487e-05,-4.085707e-05,4.113152e-05,-2.236663e-05,6.01098e-06,0.000100421572,8.198858999999999e-05,2.8377609999999998e-05,4.6664084e-05,1.3722500000000105e-07,-8.177825e-06,2.236663e-05,True,False
sim_00143,143,6551,6551.0,0.0001191136,-2.390917e-06,0.000101806,-4.096384e-05,4.16052e-05,-2.251745e-05,5.995146e-06,0.000104196917,8.256904e-05,2.8512595999999998e-05,4.9707541499999995e-05,3.2068000000000046e-07,-8.261152e-06,2.251745e-05,True,False
sim_00143,143,6724,6724.0,0.0001222591,-9.768655e-07,0.0001009618,-4.037807e-05,4.080301e-05,-2.256313e-05,6.391746e-06,0.0001019386655,8.118108e-05,2.8954876e-05,4.999246725e-05,2.1247000000000307e-07,-8.085692e-06,2.256313e-05,True,False
sim_00143,143,6896,6896.0,0.0001253853,-4.753721e-07,0.0001057963,-4.158794e-05,4.179047e-05,-2.261419e-05,5.651416e-06,0.00010627167209999999,8.337840999999999e-05,2.8265606e-05,5.266046395e-05,1.0126499999999944e-07,-8.481387000000001e-06,2.261419e-05,True,False
sim_00143,143,7069,7069.0,0.0001285296,7.526377e-07,0.000104904,-4.055426e-05,4.057807e-05,-2.267732e-05,7.250334e-06,0.00010415136229999999,8.113233e-05,2.9927654e-05,5.282831885e-05,1.1904999999999338e-08,-7.713492999999999e-06,2.267732e-05,True,False
sim_00143,143,7241,7241.0,0.0001316557,-2.118154e-08,0.0001097741,-4.050881e-05,4.182313e-05,-2.272323e-05,6.316798e-06,0.00010979528154,8.233194e-05,2.9040028000000003e-05,5.487645923e-05,6.571599999999983e-07,-8.203216e-06,2.272323e-05,True,False
sim_00143,143,7413,7413.0,0.0001347819,1.984537e-06,0.0001088927,-4.066265e-05,4.085985e-05,-2.270597e-05,7.390579e-06,0.000106908163,8.15225e-05,3.0096549e-05,5.5438618499999995e-05,9.859999999999936e-08,-7.6576955e-06,2.270597e-05,True,False
sim_00143,143,7586,7586.0,0.0001379262,2.832876e-06,0.0001137731,-4.158349e-05,4.070473e-05,-2.268463e-05,6.615166e-06,0.000110940224,8.228822e-05,2.9299796e-05,5.8302988e-05,-4.3937999999999985e-07,-8.034731999999999e-06,2.268463e-05,True,False
sim_00143,143,7758,7758.0,0.0001410524,5.152371e-06,0.0001128465,-4.168615e-05,4.064583e-05,-2.26937e-05,7.260307e-06,0.000107694129,8.233198e-05,2.9954006999999997e-05,5.8999435500000003e-05,-5.201599999999994e-07,-7.7166965e-06,2.26937e-05,True,False
sim_00143,143,7931,7931.0,0.0001441967,5.542459e-06,0.0001177557,-4.110924e-05,4.082497e-05,-2.278306e-05,6.498234e-06,0.00011221324099999999,8.193421e-05,2.9281294e-05,6.16490795e-05,-1.4213499999999894e-07,-8.142412999999999e-06,2.278306e-05,True,False
sim_00143,143,8103,8103.0,0.0001473229,6.472367e-06,0.0001169161,-4.096373e-05,4.028257e-05,-2.284969e-05,7.991299e-06,0.000110443733,8.12463e-05,3.0840989e-05,6.16942335e-05,-3.4058000000000005e-07,-7.429195499999999e-06,2.284969e-05,True,False
sim_00143,143,8276,8276.0,0.0001504672,7.930874e-06,0.0001217559,-4.051332e-05,4.07526e-05,-2.281601e-05,7.547979e-06,0.00011382502599999999,8.126592e-05,3.0363989e-05,6.4843387e-05,1.1964000000000077e-07,-7.6340155e-06,2.281601e-05,True,False
sim_00143,143,8448,8448.0,0.0001535934,9.651975e-06,0.0001210834,-4.100502e-05,4.055266e-05,-2.274016e-05,8.146942e-06,0.000111431425,8.155768e-05,3.0887102e-05,6.53676875e-05,-2.2617999999999992e-07,-7.296609e-06,2.274016e-05,True,False
sim_00143,143,8620,8620.0,0.0001567195,1.089763e-05,0.0001258649,-4.200119e-05,4.073045e-05,-2.267043e-05,7.71766e-06,0.00011496727,8.273164e-05,3.038809e-05,6.8381265e-05,-6.353699999999986e-07,-7.476385000000001e-06,2.267043e-05,True,False
sim_00143,143,8793,8793.0,0.0001598639,1.101992e-05,0.0001246424,-4.247495e-05,4.073148e-05,-2.269442e-05,7.934113e-06,0.00011362248,8.320642999999999e-05,3.0628533e-05,6.783116e-05,-8.717349999999995e-07,-7.3801534999999995e-06,2.269442e-05,True,False
sim_00143,143,8965,8965.0,0.00016299,1.189724e-05,0.0001306815,-4.364187e-05,4.245378e-05,-2.282681e-05,7.430462e-06,0.00011878426000000001,8.609565e-05,3.0257272e-05,7.128937e-05,-5.940449999999978e-07,-7.698174e-06,2.282681e-05,True,False
sim_00143,143,9138,9138.0,0.0001661344,1.291746e-05,0.0001289235,-4.318398e-05,4.346452e-05,-2.284555e-05,8.279711e-06,0.00011600604,8.66485e-05,3.1125261e-05,7.092048e-05,1.402700000000006e-07,-7.2829195e-06,2.284555e-05,True,False
sim_00143,143,9310,9310.0,0.0001692605,1.363274e-05,0.0001339695,-4.375433e-05,4.294473e-05,-2.287155e-05,7.77346e-06,0.00012033676000000001,8.669906e-05,3.064501e-05,7.380112e-05,-4.047999999999999e-07,-7.549045e-06,2.287155e-05,True,False
sim_00143,143,9483,9483.0,0.0001724049,1.538479e-05,0.0001332107,-4.345267e-05,4.321993e-05,-2.281812e-05,7.773698e-06,0.00011782591,8.66726e-05,3.0591817999999997e-05,7.4297745e-05,-1.1637000000000241e-07,-7.522211e-06,2.281812e-05,True,False
sim_00143,143,9655,9655.0,0.000175531,1.611617e-05,0.0001364769,-4.355234e-05,4.358598e-05,-2.274745e-05,7.317462e-06,0.00012036072999999999,8.713832e-05,3.0064911999999997e-05,7.629653499999999e-05,1.681999999999758e-08,-7.714994e-06,2.274745e-05,True,False
sim_00143,143,9827,9827.0,0.0001786572,1.568086e-05,0.000138167,-4.356834e-05,4.32979e-05,-2.264574e-05,8.732088e-06,0.00012248614,8.686624e-05,3.1377828e-05,7.692392999999999e-05,-1.352199999999997e-07,-6.9568259999999995e-06,2.264574e-05,True,False
sim_00143,143,10000,10000.0,0.0001818015,1.644854e-05,0.0001409858,-4.313804e-05,4.303913e-05,-2.284488e-05,8.079798e-06,0.00012453726,8.617717e-05,3.0924678e-05,7.871717e-05,-4.945500000000036e-08,-7.3825410000000005e-06,2.284488e-05,True,False
sim_00143,143,10172,10172.0,0.0001849277,2.076773e-05,0.0001411363,-4.299534e-05,4.30306e-05,-2.291178e-05,8.578787e-06,0.00012036857000000001,8.602594e-05,3.1490566999999996e-05,8.0952015e-05,1.7630000000000033e-08,-7.1664964999999995e-06,2.291178e-05,True,False
sim_00143,143,10345,10345.0,0.000188072,2.069813e-05,0.0001449408,-4.31667e-05,4.328792e-05,-2.279728e-05,8.588122e-06,0.00012424267,8.645462e-05,3.1385402000000005e-05,8.2819465e-05,6.060999999999805e-08,-7.104579000000001e-06,2.279728e-05,True,False
sim_00143,143,10517,10517.0,0.0001911982,2.402453e-05,0.0001471519,-4.326866e-05,4.351844e-05,-2.275609e-05,8.675594e-06,0.00012312737,8.67871e-05,3.1431684e-05,8.5588215e-05,1.2489000000000212e-07,-7.040248e-06,2.275609e-05,True,False
sim_00143,143,10689,10689.0,0.0001943243,2.387727e-05,0.0001490448,-4.333348e-05,4.350127e-05,-2.27485e-05,8.011561e-06,0.00012516753,8.683475e-05,3.0760061e-05,8.646103500000001e-05,8.389500000000066e-08,-7.368469500000001e-06,2.27485e-05,True,False
sim_00143,143,10862,10862.0,0.0001974687,2.551771e-05,0.0001493589,-4.361605e-05,4.359843e-05,-2.281822e-05,8.52323e-06,0.00012384119,8.721448e-05,3.134145e-05,8.7438305e-05,-8.809999999999667e-09,-7.147494999999999e-06,2.281822e-05,True,False
sim_00143,143,11034,11034.0,0.0002005948,2.584128e-05,0.0001530566,-4.372643e-05,4.357846e-05,-2.279161e-05,9.159085e-06,0.00012721532000000002,8.730489e-05,3.1950695000000005e-05,8.944894e-05,-7.398499999999858e-08,-6.8162625e-06,2.279161e-05,True,False
sim_00143,143,11207,11207.0,0.0002037392,2.96592e-05,0.0001534318,-4.370099e-05,4.359918e-05,-2.27565e-05,9.572415e-06,0.00012377259999999998,8.730017e-05,3.2328915e-05,9.15455e-05,-5.090500000000015e-08,-6.592042500000001e-06,2.27565e-05,True,False
sim_00143,143,11379,11379.0,0.0002068653,2.97025e-05,0.0001571493,-4.380716e-05,4.356205e-05,-2.266308e-05,8.860513e-06,0.0001274468,8.736921e-05,3.1523593e-05,9.34259e-05,-1.225550000000014e-07,-6.901283499999999e-06,2.266308e-05,True,False
sim_00143,143,11552,11552.0,0.0002100096,3.073258e-05,0.0001571958,-4.34571e-05,4.350611e-05,-2.273581e-05,9.624638e-06,0.00012646322,8.696321e-05,3.2360448e-05,9.396419000000001e-05,2.450499999999986e-08,-6.5555860000000004e-06,2.273581e-05,True,False
sim_00143,143,11724,11724.0,0.0002131358,3.179942e-05,0.000161132,-4.330316e-05,4.378287e-05,-2.290847e-05,9.696334e-06,0.00012933258,8.708603e-05,3.2604804e-05,9.646571e-05,2.398550000000011e-07,-6.606068e-06,2.290847e-05,True,False
sim_00143,143,11896,11896.0,0.000216262,3.559718e-05,0.0001613441,-4.346247e-05,4.375916e-05,-2.281488e-05,1.050301e-05,0.00012574692000000002,8.722163e-05,3.331789e-05,9.847064e-05,1.4834500000000307e-07,-6.155935e-06,2.281488e-05,True,False
sim_00143,143,12069,12069.0,0.0002194063,3.603391e-05,0.0001651412,-4.318741e-05,4.355729e-05,-2.284686e-05,1.007237e-05,0.00012910729,8.67447e-05,3.2919230000000004e-05,0.00010058755500000001,1.8494000000000165e-07,-6.387245e-06,2.284686e-05,True,False
sim_00143,143,12241,12241.0,0.0002225325,3.843381e-05,0.0001655326,-4.317651e-05,4.343822e-05,-2.292095e-05,9.890162e-06,0.00012709878999999998,8.661473e-05,3.2811112e-05,0.000101983205,1.3085499999999927e-07,-6.515394e-06,2.292095e-05,True,False
sim_00143,143,12414,12414.0,0.0002256768,3.986825e-05,0.000169139,-4.333046e-05,4.346049e-05,-2.298474e-05,9.699421e-06,0.00012927075,8.679095e-05,3.2684161e-05,0.00010450362500000001,6.501500000000127e-08,-6.6426595e-06,2.298474e-05,True,False
sim_00143,143,12586,12586.0,0.000228803,4.01023e-05,0.0001694303,-4.321377e-05,4.385977e-05,-2.30073e-05,1.000422e-05,0.000129328,8.707354e-05,3.3011519999999995e-05,0.0001047663,3.230000000000001e-07,-6.50154e-06,2.30073e-05,True,False
sim_00143,143,12758,12758.0,0.0002319291,4.19219e-05,0.0001732857,-4.367403e-05,4.357451e-05,-2.294816e-05,1.021612e-05,0.00013136379999999998,8.724854e-05,3.316428e-05,0.0001076038,-4.975999999999798e-08,-6.366019999999999e-06,2.294816e-05,True,False
sim_00143,143,12931,12931.0,0.0002350734,4.482075e-05,0.0001736348,-4.317864e-05,4.350902e-05,-2.285438e-05,1.088309e-05,0.00012881405,8.668766e-05,3.373747e-05,0.00010922777500000001,1.65189999999999e-07,-5.9856450000000005e-06,2.285438e-05,True,False
sim_00143,143,13103,13103.0,0.0002381996,4.689664e-05,0.0001772344,-4.365723e-05,4.420548e-05,-2.290014e-05,1.085623e-05,0.00013033776,8.786271e-05,3.375637e-05,0.00011206551999999999,2.741249999999997e-07,-6.021955e-06,2.290014e-05,True,False
sim_00143,143,13276,13276.0,0.0002413439,4.793931e-05,0.0001776306,-4.362363e-05,4.385795e-05,-2.295493e-05,1.055505e-05,0.00012969129,8.748158e-05,3.350998e-05,0.000112784955,1.1716000000000008e-07,-6.199940000000001e-06,2.295493e-05,True,False
sim_00143,143,13448,13448.0,0.0002444704,4.783449e-05,0.0001813064,-4.412738e-05,4.35197e-05,-2.310273e-05,1.133195e-05,0.00013347191000000002,8.764708e-05,3.443468e-05,0.00011457044499999999,-3.038399999999981e-07,-5.88539e-06,2.310273e-05,True,False
sim_00143,143,13621,13621.0,0.0002476172,5.00095e-05,0.000181732,-4.376336e-05,4.370834e-05,-2.298935e-05,1.039957e-05,0.00013172249999999998,8.74717e-05,3.338892e-05,0.00011587075,-2.7510000000000013e-08,-6.29489e-06,2.298935e-05,True,False
sim_00143,143,13793,13793.0,0.0002507459,5.116561e-05,0.0001854022,-4.363864e-05,4.344428e-05,-2.289886e-05,1.115655e-05,0.00013423659,8.708292e-05,3.405541e-05,0.000118283905,-9.718000000000167e-08,-5.871154999999999e-06,2.289886e-05,True,False
sim_00143,143,13965,13965.0,0.0002538745,5.236125e-05,0.0001857039,-4.381117e-05,4.407608e-05,-2.294998e-05,1.060298e-05,0.00013334265,8.788725000000001e-05,3.355296e-05,0.00011903257499999999,1.324549999999994e-07,-6.1735e-06,2.294998e-05,True,False
sim_00143,143,14138,14138.0,0.0002570214,5.442113e-05,0.0001891021,-4.391028e-05,4.365538e-05,-2.292683e-05,1.176178e-05,0.00013468097,8.756566e-05,3.468861e-05,0.000121761615,-1.2744999999999825e-07,-5.582525e-06,2.292683e-05,True,False
sim_00143,143,14310,14310.0,0.0002601501,5.33563e-05,0.0001898898,-4.396341e-05,4.355246e-05,-2.308302e-05,1.084275e-05,0.0001365335,8.751587e-05,3.392577e-05,0.00012162305,-2.0547500000000162e-07,-6.120135e-06,2.308302e-05,True,False
sim_00143,143,14483,14483.0,0.0002632969,5.727886e-05,0.0001934091,-4.363189e-05,4.350557e-05,-2.298881e-05,1.182797e-05,0.00013613024,8.713746e-05,3.481678e-05,0.00012534398,-6.316000000000026e-08,-5.58042e-06,2.298881e-05,True,False
sim_00143,143,14655,14655.0,0.0002664256,5.607122e-05,0.000194,-4.343273e-05,4.391767e-05,-2.28531e-05,1.120636e-05,0.00013792878,8.73504e-05,3.405946e-05,0.00012503561000000001,2.424700000000011e-07,-5.82337e-06,2.28531e-05,True,False
sim_00143,143,14827,14827.0,0.0002695542,5.938988e-05,0.0001988106,-4.348998e-05,4.316436e-05,-2.277617e-05,1.187795e-05,0.00013942071999999999,8.665434e-05,3.465412e-05,0.00012910023999999998,-1.6280999999999853e-07,-5.449109999999999e-06,2.277617e-05,True,False
sim_00143,143,15000,15000.0,0.0002727011,6.054973e-05,0.0001979791,-4.356581e-05,4.374124e-05,-2.277289e-05,1.09286e-05,0.00013742937,8.730705e-05,3.370149e-05,0.000129264415,8.771500000000023e-08,-5.922144999999999e-06,2.277289e-05,True,False
sim_00143,143,15172,15172.0,0.0002758297,6.256114e-05,0.000201452,-4.369715e-05,4.346858e-05,-2.28205e-05,1.194394e-05,0.00013889086,8.716573000000001e-05,3.476444e-05,0.00013200657,-1.1428500000000224e-07,-5.4382799999999995e-06,2.28205e-05,True,False
sim_00143,143,15345,15345.0,0.0002789766,6.357898e-05,0.0002019799,-4.375155e-05,4.393898e-05,-2.278631e-05,1.114085e-05,0.00013840092,8.769052999999999e-05,3.392716e-05,0.00013277944,9.371499999999983e-08,-5.82273e-06,2.278631e-05,True,False
sim_00143,143,15517,15517.0,0.0002821053,6.560753e-05,0.0002056471,-4.373667e-05,4.369969e-05,-2.2862e-05,1.296492e-05,0.00014003957,8.743636e-05,3.582692e-05,0.000135627315,-1.8490000000002596e-08,-4.9485399999999995e-06,2.2862e-05,True,False
sim_00143,143,15690,15690.0,0.0002852521,6.637616e-05,0.0002059812,-4.346154e-05,4.399609e-05,-2.277708e-05,1.177353e-05,0.00013960504,8.745763e-05,3.455061e-05,0.00013617868,2.672750000000016e-07,-5.501775e-06,2.277708e-05,True,False
sim_00143,143,15862,15862.0,0.0002883808,6.856232e-05,0.0002096477,-4.354584e-05,4.380277e-05,-2.280168e-05,1.234519e-05,0.00014108538,8.734861e-05,3.514687e-05,0.00013910501,1.284649999999981e-07,-5.228245000000001e-06,2.280168e-05,True,False
sim_00143,143,16034,16034.0,0.0002915094,6.941222e-05,0.0002077266,-4.359472e-05,4.324417e-05,-2.277464e-05,1.183155e-05,0.00013831438,8.683888999999999e-05,3.460619e-05,0.00013856941,-1.7527499999999977e-07,-5.471545e-06,2.277464e-05,True,False
sim_00143,143,16207,16207.0,0.0002946563,7.263698e-05,0.0002136798,-4.35286e-05,4.383097e-05,-2.278023e-05,1.222927e-05,0.00014104282,8.735957e-05,3.50095e-05,0.00014315839,1.5118499999999845e-07,-5.275480000000001e-06,2.278023e-05,True,False
sim_00143,143,16379,16379.0,0.000297785,7.368391e-05,0.0002116878,-4.382073e-05,4.364614e-05,-2.288702e-05,1.198434e-05,0.00013800389,8.746687e-05,3.487136e-05,0.000142685855,-8.729500000000134e-08,-5.451340000000001e-06,2.288702e-05,True,False
sim_00143,143,16552,16552.0,0.0003009318,7.363304e-05,0.000217781,-4.382521e-05,4.399646e-05,-2.288917e-05,1.261862e-05,0.00014414796000000003,8.782167e-05,3.550779e-05,0.00014570702,8.562499999999971e-08,-5.135275e-06,2.288917e-05,True,False
sim_00143,143,16724,16724.0,0.0003040605,7.528759e-05,0.0002158361,-4.42146e-05,4.355684e-05,-2.295291e-05,1.221054e-05,0.00014054851,8.777144e-05,3.516345e-05,0.00014556184499999998,-3.288800000000015e-07,-5.371184999999999e-06,2.295291e-05,True,False
sim_00143,143,16897,16897.0,0.0003072073,7.763831e-05,0.0002218241,-4.34626e-05,4.37072e-05,-2.281103e-05,1.275213e-05,0.00014418579,8.716980000000001e-05,3.556316e-05,0.000149731205,1.223000000000005e-07,-5.029450000000001e-06,2.281103e-05,True,False
sim_00143,143,17069,17069.0,0.000310336,7.830216e-05,0.0002199085,-4.354843e-05,4.396403e-05,-2.293233e-05,1.264223e-05,0.00014160634,8.751246e-05,3.557456e-05,0.00014910533,2.0780000000000164e-07,-5.14505e-06,2.293233e-05,True,False
sim_00143,143,17241,17241.0,0.0003134646,8.015979e-05,0.0002272248,-4.406253e-05,4.373911e-05,-2.303842e-05,1.308367e-05,0.00014706501,8.780164e-05,3.612209e-05,0.000153692295,-1.617100000000029e-07,-4.977375000000001e-06,2.303842e-05,True,False
sim_00143,143,17414,17414.0,0.0003166115,8.370845e-05,0.0002239309,-4.44887e-05,4.342286e-05,-2.30137e-05,1.270382e-05,0.00014022245,8.791155999999999e-05,3.571752e-05,0.00015381967499999999,-5.32920000000001e-07,-5.15494e-06,2.30137e-05,True,False
sim_00143,143,17586,17586.0,0.0003197402,8.471978e-05,0.0002298613,-4.424053e-05,4.363518e-05,-2.286922e-05,1.31417e-05,0.00014514152,8.787570999999999e-05,3.601092e-05,0.00015729054,-3.026750000000013e-07,-4.86376e-06,2.286922e-05,True,False
sim_00143,143,17759,17759.0,0.000322887,8.621662e-05,0.0002283194,-4.378461e-05,4.365621e-05,-2.285945e-05,1.404628e-05,0.00014210278,8.744081999999999e-05,3.690573e-05,0.00015726801,-6.420000000000186e-08,-4.406585e-06,2.285945e-05,True,False
sim_00143,143,17931,17931.0,0.0003260157,8.759399e-05,0.0002338531,-4.376358e-05,4.400037e-05,-2.280209e-05,1.400523e-05,0.00014625910999999998,8.776395e-05,3.680732e-05,0.000160723545,1.1839499999999838e-07,-4.39843e-06,2.280209e-05,True,False
sim_00143,143,18103,18103.0,0.0003291443,8.835229e-05,0.0002324821,-4.364767e-05,4.405997e-05,-2.292737e-05,1.327653e-05,0.00014412981000000002,8.770764e-05,3.62039e-05,0.000160417195,2.061500000000014e-07,-4.825420000000001e-06,2.292737e-05,True,False
sim_00143,143,18276,18276.0,0.0003322912,9.085893e-05,0.0002379464,-4.364402e-05,4.419519e-05,-2.278755e-05,1.32096e-05,0.00014708747,8.783921e-05,3.599715e-05,0.00016440266500000002,2.755850000000002e-07,-4.788974999999999e-06,2.278755e-05,True,False
sim_00143,143,18448,18448.0,0.0003354198,9.296328e-05,0.0002360542,-4.379017e-05,4.390295e-05,-2.288737e-05,1.328029e-05,0.00014309091999999997,8.769312e-05,3.616766e-05,0.00016450874,5.6390000000000997e-08,-4.803539999999999e-06,2.288737e-05,True,False
sim_00143,143,18621,18621.0,0.0003385667,9.526873e-05,0.0002419725,-4.385022e-05,4.405437e-05,-2.290531e-05,1.384546e-05,0.00014670377,8.790459e-05,3.675077e-05,0.000168620615,1.020750000000019e-07,-4.529925e-06,2.290531e-05,True,False
sim_00143,143,18793,18793.0,0.0003416954,9.647811e-05,0.0002400162,-4.363915e-05,4.372956e-05,-2.292604e-05,1.349317e-05,0.00014353808999999999,8.736871e-05,3.641921e-05,0.000168247155,4.5205000000001205e-08,-4.716435e-06,2.292604e-05,True,False
sim_00143,143,18966,18966.0,0.0003448422,9.778337e-05,0.0002453356,-4.356973e-05,4.374191e-05,-2.2967e-05,1.37794e-05,0.00014755223000000002,8.731164000000001e-05,3.67464e-05,0.000171559485,8.609000000000175e-08,-4.593799999999999e-06,2.2967e-05,True,False
sim_00143,143,19138,19138.0,0.0003479709,9.810842e-05,0.0002440508,-4.371723e-05,4.372586e-05,-2.287412e-05,1.434714e-05,0.00014594237999999998,8.744309e-05,3.722126e-05,0.00017107961,4.315000000000314e-09,-4.26349e-06,2.287412e-05,True,False
sim_00143,143,19310,19310.0,0.0003510995,0.0001007368,0.0002494435,-4.403838e-05,4.400223e-05,-2.299118e-05,1.41695e-05,0.00014870670000000004,8.804061e-05,3.716068e-05,0.00017509015,-1.807500000000067e-08,-4.41084e-06,2.299118e-05,True,False
sim_00143,143,19483,19483.0,0.0003542464,0.0001027076,0.0002481913,-4.399198e-05,4.392101e-05,-2.309275e-05,1.440121e-05,0.00014548369999999998,8.791299e-05,3.749396e-05,0.00017544944999999998,-3.5484999999998865e-08,-4.34577e-06,2.309275e-05,True,False
sim_00143,143,19655,19655.0,0.000357375,0.0001051476,0.0002534805,-4.365659e-05,4.618012e-05,-2.308206e-05,1.418473e-05,0.0001483329,8.983671e-05,3.726679e-05,0.00017931405,1.261765000000003e-06,-4.448665e-06,2.308206e-05,True,False
sim_00143,143,19828,19828.0,0.0003605219,0.0001069655,0.0002522459,-4.428286e-05,4.581848e-05,-2.292473e-05,1.422791e-05,0.0001452804,9.010134000000001e-05,3.7152640000000003e-05,0.0001796057,7.678100000000004e-07,-4.34841e-06,2.292473e-05,True,False
sim_00143,143,20000,20000.0,0.0003636506,0.0001079186,0.0002576822,-4.385051e-05,4.609133e-05,-2.288187e-05,1.393004e-05,0.00014976359999999998,8.994183999999999e-05,3.681191e-05,0.00018280039999999997,1.120410000000001e-06,-4.475915e-06,2.288187e-05,True,False
sim_00143,143,20172,20172.0,0.0003667792,0.0001108109,0.0002561804,-4.414362e-05,4.552256e-05,-2.282971e-05,1.445691e-05,0.00014536949999999996,8.966618e-05,3.728662e-05,0.00018349565,6.894700000000021e-07,-4.1864e-06,2.282971e-05,True,False
sim_00143,143,20345,20345.0,0.0003699261,0.0001122727,0.0002616883,-4.411275e-05,4.705388e-05,-2.288285e-05,1.419678e-05,0.00014941559999999998,9.116663e-05,3.707963e-05,0.0001869805,1.470565e-06,-4.3430350000000005e-06,2.288285e-05,True,False
sim_00143,143,20517,20517.0,0.0003730547,0.0001127478,0.0002606218,-4.403763e-05,4.612695e-05,-2.299193e-05,1.476025e-05,0.000147874,9.016458e-05,3.775218e-05,0.0001866848,1.0446599999999976e-06,-4.115840000000001e-06,2.299193e-05,True,False
sim_00143,143,20690,20690.0,0.0003762016,0.0001161343,0.0002657343,-4.422211e-05,4.679137e-05,-2.277829e-05,1.518232e-05,0.0001496,9.101348e-05,3.796061e-05,0.0001909343,1.28463e-06,-3.7979850000000005e-06,2.277829e-05,True,False
sim_00143,143,20862,20862.0,0.0003793302,0.0001175661,0.0002659456,-4.400082e-05,4.673811e-05,-2.27789e-05,1.461069e-05,0.0001483795,9.073893000000001e-05,3.738959e-05,0.00019175585000000002,1.3686449999999988e-06,-4.084105e-06,2.27789e-05,True,False
sim_00143,143,21035,21035.0,0.0003824771,0.0001194048,0.0002697769,-4.392535e-05,4.697101e-05,-2.2775e-05,1.443526e-05,0.0001503721,9.089636e-05,3.721026e-05,0.00019459084999999998,1.5228300000000005e-06,-4.169870000000001e-06,2.2775e-05,True,False
sim_00143,143,21207,21207.0,0.0003856058,0.0001204986,0.00026874,-4.423612e-05,4.68845e-05,-2.273091e-05,1.472993e-05,0.0001482414,9.112062e-05,3.746084e-05,0.0001946193,1.3241899999999993e-06,-4.00049e-06,2.273091e-05,True,False
sim_00143,143,21379,21379.0,0.0003887344,0.000122695,0.0002737931,-4.422379e-05,4.715116e-05,-2.274816e-05,1.548686e-05,0.00015109810000000002,9.137495e-05,3.8235020000000004e-05,0.00019824405,1.4636849999999999e-06,-3.6306500000000006e-06,2.274816e-05,True,False
sim_00143,143,21552,21552.0,0.0003918813,0.0001234192,0.0002720438,-4.403644e-05,4.663592e-05,-2.28369e-05,1.555392e-05,0.00014862460000000002,9.067236e-05,3.8390820000000007e-05,0.00019773150000000002,1.2997399999999999e-06,-3.64149e-06,2.28369e-05,True,False
sim_00143,143,21724,21724.0,0.0003950099,0.0001244084,0.0002779617,-4.323561e-05,4.719839e-05,-2.284211e-05,1.472379e-05,0.00015355329999999998,9.0434e-05,3.75659e-05,0.00020118505,1.9813900000000004e-06,-4.05916e-06,2.284211e-05,True,False
sim_00143,143,21897,21897.0,0.0003981568,0.0001273389,0.0002761373,-4.415504e-05,4.717672e-05,-2.281957e-05,1.445133e-05,0.00014879840000000004,9.133176e-05,3.7270899999999996e-05,0.0002017381,1.5108399999999986e-06,-4.184119999999999e-06,2.281957e-05,True,False
sim_00143,143,22069,22069.0,0.0004012854,0.0001276329,0.000282,-4.40087e-05,4.663509e-05,-2.290769e-05,1.487139e-05,0.00015436710000000001,9.064379e-05,3.777908e-05,0.00020481645000000002,1.3131950000000026e-06,-4.01815e-06,2.290769e-05,True,False
sim_00143,143,22241,22241.0,0.0004044141,0.000130434,0.0002804608,-4.358522e-05,4.659763e-05,-2.292244e-05,1.513762e-05,0.00015002680000000002,9.018285e-05,3.806006e-05,0.00020544740000000001,1.5062049999999996e-06,-3.892409999999999e-06,2.292244e-05,True,False
sim_00143,143,22414,22414.0,0.000407561,0.0001325455,0.0002794224,-4.434369e-05,4.701205e-05,-2.299275e-05,1.517912e-05,0.0001468769,9.135573999999999e-05,3.8171870000000004e-05,0.00020598395000000002,1.3341800000000002e-06,-3.906815000000001e-06,2.299275e-05,True,False
sim_00143,143,22586,22586.0,0.0004106896,0.0001350047,0.0002847654,-4.384819e-05,4.621139e-05,-2.278833e-05,1.556261e-05,0.0001497607,9.005958e-05,3.8350939999999995e-05,0.00020988505,1.1816000000000024e-06,-3.6128599999999995e-06,2.278833e-05,True,False
