run_id,repeat,fold,model,budget,subset,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,false_negative,false_positive
w85__r01_f03,1,3,physics_ridge_residual_gp,80,B1_q30,0.96,0.9285714285714286,0.8571428571428571,1.0,1.0,0.0
w85__r01_f03,1,3,physics_ridge_residual_gp,80,B1_q20,0.9411764705882353,0.9285714285714286,0.8571428571428571,1.0,1.0,0.0
w85__r01_f04,1,4,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2.0,1.0
w85__r01_f04,1,4,physics_ridge_residual_gp,40,B1_q30,0.88,0.8455882352941176,0.75,0.9411764705882353,2.0,1.0
w85__r01_f04,1,4,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,2.0,1.0
w85__r01_f04,1,4,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0
w85__r01_f04,1,4,physics_ridge_residual_gp,80,B1_q30,0.92,0.875,0.75,1.0,2.0,0.0
w85__r01_f04,1,4,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2.0,0.0
w85__r01_f05,1,5,physics_ridge_residual_gp,40,full81,0.9506172839506173,0.8924242424242425,0.8,0.9848484848484849,3.0,1.0
w85__r01_f05,1,5,physics_ridge_residual_gp,40,B1_q30,0.84,0.827922077922078,0.7272727272727273,0.9285714285714286,3.0,1.0
w85__r01_f05,1,5,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8071428571428572,0.7142857142857143,0.9,2.0,1.0
w85__r01_f05,1,5,physics_ridge_residual_gp,80,full81,0.9506172839506173,0.8924242424242425,0.8,0.9848484848484849,3.0,1.0
w85__r01_f05,1,5,physics_ridge_residual_gp,80,B1_q30,0.84,0.827922077922078,0.7272727272727273,0.9285714285714286,3.0,1.0
w85__r01_f05,1,5,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.8071428571428572,0.7142857142857143,0.9,2.0,1.0
w85__r02_f01,2,1,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,1.0,2.0
w85__r02_f01,2,1,physics_ridge_residual_gp,40,B1_q30,0.88,0.873015873015873,0.8571428571428571,0.8888888888888888,1.0,2.0
w85__r02_f01,2,1,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,1.0,2.0
w85__r02_f01,2,1,physics_ridge_residual_gp,80,full81,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,1.0,2.0
w85__r02_f01,2,1,physics_ridge_residual_gp,80,B1_q30,0.88,0.873015873015873,0.8571428571428571,0.8888888888888888,1.0,2.0
w85__r02_f01,2,1,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,1.0,2.0
w85__r02_f02,2,2,physics_ridge_residual_gp,40,full81,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1.0,1.0
w85__r02_f02,2,2,physics_ridge_residual_gp,40,B1_q30,0.92,0.875,0.8,0.95,1.0,1.0
w85__r02_f02,2,2,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.8583333333333334,0.8,0.9166666666666666,1.0,1.0
w85__r02_f02,2,2,physics_ridge_residual_gp,80,full81,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1.0,0.0
w85__r02_f02,2,2,physics_ridge_residual_gp,80,B1_q30,0.96,0.9,0.8,1.0,1.0,0.0
w85__r02_f02,2,2,physics_ridge_residual_gp,80,B1_q20,0.9411764705882353,0.9,0.8,1.0,1.0,0.0
w85__r02_f03,2,3,physics_ridge_residual_gp,40,full81,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,2.0,0.0
w85__r02_f03,2,3,physics_ridge_residual_gp,40,B1_q30,0.92,0.9090909090909092,0.8181818181818182,1.0,2.0,0.0
w85__r02_f03,2,3,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.9,0.8,1.0,2.0,0.0
w85__r02_f03,2,3,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,2.0,0.0
w85__r02_f03,2,3,physics_ridge_residual_gp,80,B1_q30,0.92,0.9090909090909092,0.8181818181818182,1.0,2.0,0.0
w85__r02_f03,2,3,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.9,0.8,1.0,2.0,0.0
w85__r02_f04,2,4,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,1.0,2.0
w85__r02_f04,2,4,physics_ridge_residual_gp,40,B1_q30,0.88,0.8786764705882353,0.875,0.8823529411764706,1.0,2.0
w85__r02_f04,2,4,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8166666666666667,0.8,0.8333333333333334,1.0,2.0
w85__r02_f04,2,4,physics_ridge_residual_gp,80,full81,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,1.0,2.0
w85__r02_f04,2,4,physics_ridge_residual_gp,80,B1_q30,0.88,0.8786764705882353,0.875,0.8823529411764706,1.0,2.0
w85__r02_f04,2,4,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.8166666666666667,0.8,0.8333333333333334,1.0,2.0
w85__r02_f05,2,5,physics_ridge_residual_gp,40,full81,0.9506172839506173,0.8571428571428572,0.7142857142857143,1.0,4.0,0.0
w85__r02_f05,2,5,physics_ridge_residual_gp,40,B1_q30,0.84,0.75,0.5,1.0,4.0,0.0
w85__r02_f05,2,5,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.7,0.4,1.0,3.0,0.0
w85__r02_f05,2,5,physics_ridge_residual_gp,80,full81,0.9506172839506173,0.8571428571428572,0.7142857142857143,1.0,4.0,0.0
w85__r02_f05,2,5,physics_ridge_residual_gp,80,B1_q30,0.84,0.75,0.5,1.0,4.0,0.0
w85__r02_f05,2,5,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.7,0.4,1.0,3.0,0.0
w85__r03_f01,3,1,physics_ridge_residual_gp,40,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0
w85__r03_f01,3,1,physics_ridge_residual_gp,40,B1_q30,0.92,0.8333333333333333,0.6666666666666666,1.0,2.0,0.0
w85__r03_f01,3,1,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.8,0.6,1.0,2.0,0.0
w85__r03_f01,3,1,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0
w85__r03_f01,3,1,physics_ridge_residual_gp,80,B1_q30,0.92,0.8333333333333333,0.6666666666666666,1.0,2.0,0.0
w85__r03_f01,3,1,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.8,0.6,1.0,2.0,0.0
w85__r03_f02,3,2,physics_ridge_residual_gp,40,full81,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1.0,1.0
w85__r03_f02,3,2,physics_ridge_residual_gp,40,B1_q30,0.92,0.9007936507936507,0.8571428571428571,0.9444444444444444,1.0,1.0
w85__r03_f02,3,2,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.8712121212121212,0.8333333333333334,0.9090909090909091,1.0,1.0
w85__r03_f02,3,2,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0
w85__r03_f02,3,2,physics_ridge_residual_gp,80,B1_q30,0.92,0.8571428571428572,0.7142857142857143,1.0,2.0,0.0
w85__r03_f02,3,2,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2.0,0.0
w85__r03_f03,3,3,physics_ridge_residual_gp,40,full81,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,3.0,1.0
w85__r03_f03,3,3,physics_ridge_residual_gp,40,B1_q30,0.84,0.8020833333333333,0.6666666666666666,0.9375,3.0,1.0
w85__r03_f03,3,3,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.7583333333333333,0.6,0.9166666666666666,2.0,1.0
w85__r03_f03,3,3,physics_ridge_residual_gp,80,full81,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,3.0,1.0
w85__r03_f03,3,3,physics_ridge_residual_gp,80,B1_q30,0.84,0.8020833333333333,0.6666666666666666,0.9375,3.0,1.0
w85__r03_f03,3,3,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.7583333333333333,0.6,0.9166666666666666,2.0,1.0
w85__r03_f04,3,4,physics_ridge_residual_gp,40,full81,0.9382716049382716,0.9344349680170576,0.9285714285714286,0.9402985074626866,1.0,4.0
w85__r03_f04,3,4,physics_ridge_residual_gp,40,B1_q30,0.8,0.8194444444444444,0.8888888888888888,0.75,1.0,4.0
w85__r03_f04,3,4,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,1.0,2.0
w85__r03_f04,3,4,physics_ridge_residual_gp,80,full81,0.9382716049382716,0.9344349680170576,0.9285714285714286,0.9402985074626866,1.0,4.0
w85__r03_f04,3,4,physics_ridge_residual_gp,80,B1_q30,0.8,0.8194444444444444,0.8888888888888888,0.75,1.0,4.0
w85__r03_f04,3,4,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,1.0,2.0
w85__r03_f05,3,5,physics_ridge_residual_gp,40,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0
w85__r03_f05,3,5,physics_ridge_residual_gp,40,B1_q30,0.92,0.9,0.8,1.0,2.0,0.0
w85__r03_f05,3,5,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.875,0.75,1.0,2.0,0.0
w85__r03_f05,3,5,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0
w85__r03_f05,3,5,physics_ridge_residual_gp,80,B1_q30,0.92,0.9,0.8,1.0,2.0,0.0
w85__r03_f05,3,5,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.875,0.75,1.0,2.0,0.0
w85__r04_f01,4,1,physics_ridge_residual_gp,40,full81,0.8888888888888888,0.7915778251599148,0.6428571428571429,0.9402985074626866,5.0,4.0
w85__r04_f01,4,1,physics_ridge_residual_gp,40,B1_q30,0.64,0.6298701298701299,0.5454545454545454,0.7142857142857143,5.0,4.0
w85__r04_f01,4,1,physics_ridge_residual_gp,40,B1_q20,0.5294117647058824,0.5208333333333333,0.375,0.6666666666666666,5.0,3.0
w85__r04_f01,4,1,physics_ridge_residual_gp,80,full81,0.9135802469135802,0.8065031982942431,0.6428571428571429,0.9701492537313433,5.0,2.0
w85__r04_f01,4,1,physics_ridge_residual_gp,80,B1_q30,0.72,0.7012987012987013,0.5454545454545454,0.8571428571428571,5.0,2.0
w85__r04_f01,4,1,physics_ridge_residual_gp,80,B1_q20,0.5882352941176471,0.5763888888888888,0.375,0.7777777777777778,5.0,2.0
w85__r04_f02,4,2,physics_ridge_residual_gp,40,full81,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1.0,1.0
w85__r04_f02,4,2,physics_ridge_residual_gp,40,B1_q30,0.92,0.9131944444444444,0.8888888888888888,0.9375,1.0,1.0
w85__r04_f02,4,2,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.8819444444444444,0.8888888888888888,0.875,1.0,1.0
w85__r04_f02,4,2,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1.0,1.0
w85__r04_f02,4,2,physics_ridge_residual_gp,80,B1_q30,0.92,0.9131944444444444,0.8888888888888888,0.9375,1.0,1.0
w85__r04_f02,4,2,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.8819444444444444,0.8888888888888888,0.875,1.0,1.0
w85__r04_f03,4,3,physics_ridge_residual_gp,40,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0
w85__r04_f03,4,3,physics_ridge_residual_gp,40,B1_q30,0.92,0.8,0.6,1.0,2.0,0.0
w85__r04_f03,4,3,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.75,0.5,1.0,2.0,0.0
w85__r04_f03,4,3,physics_ridge_residual_gp,80,full81,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1.0,0.0
w85__r04_f03,4,3,physics_ridge_residual_gp,80,B1_q30,0.96,0.9,0.8,1.0,1.0,0.0
w85__r04_f03,4,3,physics_ridge_residual_gp,80,B1_q20,0.9411764705882353,0.875,0.75,1.0,1.0,0.0
w85__r04_f04,4,4,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,1.0,2.0
w85__r04_f04,4,4,physics_ridge_residual_gp,40,B1_q30,0.88,0.8786764705882353,0.875,0.8823529411764706,1.0,2.0
w85__r04_f04,4,4,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,1.0,2.0
w85__r04_f04,4,4,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1.0,1.0
w85__r04_f04,4,4,physics_ridge_residual_gp,80,B1_q30,0.92,0.9080882352941176,0.875,0.9411764705882353,1.0,1.0
w85__r04_f04,4,4,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.8785714285714286,0.8571428571428571,0.9,1.0,1.0
w85__r04_f05,4,5,physics_ridge_residual_gp,40,full81,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1.0,0.0
w85__r04_f05,4,5,physics_ridge_residual_gp,40,B1_q30,0.96,0.9444444444444444,0.8888888888888888,1.0,1.0,0.0
w85__r04_f05,4,5,physics_ridge_residual_gp,40,B1_q20,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,1.0,0.0
w85__r04_f05,4,5,physics_ridge_residual_gp,80,full81,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1.0,0.0
w85__r04_f05,4,5,physics_ridge_residual_gp,80,B1_q30,0.96,0.9444444444444444,0.8888888888888888,1.0,1.0,0.0
w85__r04_f05,4,5,physics_ridge_residual_gp,80,B1_q20,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,1.0,0.0
w85__r05_f01,5,1,physics_ridge_residual_gp,40,full81,0.9876543209876543,0.9924242424242424,1.0,0.9848484848484849,0.0,1.0
w85__r05_f01,5,1,physics_ridge_residual_gp,40,B1_q30,0.96,0.975,1.0,0.95,0.0,1.0
w85__r05_f01,5,1,physics_ridge_residual_gp,40,B1_q20,0.9411764705882353,0.9583333333333333,1.0,0.9166666666666666,0.0,1.0
w85__r05_f01,5,1,physics_ridge_residual_gp,80,full81,0.9876543209876543,0.9924242424242424,1.0,0.9848484848484849,0.0,1.0
w85__r05_f01,5,1,physics_ridge_residual_gp,80,B1_q30,0.96,0.975,1.0,0.95,0.0,1.0
w85__r05_f01,5,1,physics_ridge_residual_gp,80,B1_q20,0.9411764705882353,0.9583333333333333,1.0,0.9166666666666666,0.0,1.0
w85__r05_f02,5,2,physics_ridge_residual_gp,40,full81,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,3.0,1.0
w85__r05_f02,5,2,physics_ridge_residual_gp,40,B1_q30,0.84,0.8020833333333333,0.6666666666666666,0.9375,3.0,1.0
w85__r05_f02,5,2,physics_ridge_residual_gp,40,B1_q20,0.7647058823529411,0.7045454545454546,0.5,0.9090909090909091,3.0,1.0
w85__r05_f02,5,2,physics_ridge_residual_gp,80,full81,0.9629629629629629,0.8928571428571428,0.7857142857142857,1.0,3.0,0.0
w85__r05_f02,5,2,physics_ridge_residual_gp,80,B1_q30,0.88,0.8333333333333333,0.6666666666666666,1.0,3.0,0.0
w85__r05_f02,5,2,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.75,0.5,1.0,3.0,0.0
w85__r05_f03,5,3,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,1.0,2.0
w85__r05_f03,5,3,physics_ridge_residual_gp,40,B1_q30,0.88,0.873015873015873,0.8571428571428571,0.8888888888888888,1.0,2.0
w85__r05_f03,5,3,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8257575757575758,0.8333333333333334,0.8181818181818182,1.0,2.0
w85__r05_f03,5,3,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,1.0,1.0
w85__r05_f03,5,3,physics_ridge_residual_gp,80,B1_q30,0.92,0.9007936507936507,0.8571428571428571,0.9444444444444444,1.0,1.0
w85__r05_f03,5,3,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.8712121212121212,0.8333333333333334,0.9090909090909091,1.0,1.0
w85__r05_f04,5,4,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2.0,1.0
w85__r05_f04,5,4,physics_ridge_residual_gp,40,B1_q30,0.88,0.8733766233766234,0.8181818181818182,0.9285714285714286,2.0,1.0
w85__r05_f04,5,4,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8263888888888888,0.7777777777777778,0.875,2.0,1.0
w85__r05_f04,5,4,physics_ridge_residual_gp,80,full81,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2.0,1.0
w85__r05_f04,5,4,physics_ridge_residual_gp,80,B1_q30,0.88,0.8733766233766234,0.8181818181818182,0.9285714285714286,2.0,1.0
w85__r05_f04,5,4,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.8263888888888888,0.7777777777777778,0.875,2.0,1.0
w85__r05_f05,5,5,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2.0,1.0
w85__r05_f05,5,5,physics_ridge_residual_gp,40,B1_q30,0.88,0.8455882352941176,0.75,0.9411764705882353,2.0,1.0
w85__r05_f05,5,5,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8194444444444444,0.75,0.8888888888888888,2.0,1.0
w85__r05_f05,5,5,physics_ridge_residual_gp,80,full81,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2.0,1.0
w85__r05_f05,5,5,physics_ridge_residual_gp,80,B1_q30,0.88,0.8455882352941176,0.75,0.9411764705882353,2.0,1.0
w85__r05_f05,5,5,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.8194444444444444,0.75,0.8888888888888888,2.0,1.0
w85__r06_f01,6,1,physics_ridge_residual_gp,40,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0
w85__r06_f01,6,1,physics_ridge_residual_gp,40,B1_q30,0.92,0.875,0.75,1.0,2.0,0.0
w85__r06_f01,6,1,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2.0,0.0
w85__r06_f01,6,1,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0
w85__r06_f01,6,1,physics_ridge_residual_gp,80,B1_q30,0.92,0.875,0.75,1.0,2.0,0.0
w85__r06_f01,6,1,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2.0,0.0
w85__r06_f02,6,2,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,1.0,2.0
w85__r06_f02,6,2,physics_ridge_residual_gp,40,B1_q30,0.88,0.8786764705882353,0.875,0.8823529411764706,1.0,2.0
w85__r06_f02,6,2,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.9166666666666667,1.0,0.8333333333333334,0.0,2.0
w85__r06_f02,6,2,physics_ridge_residual_gp,80,full81,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,1.0,2.0
w85__r06_f02,6,2,physics_ridge_residual_gp,80,B1_q30,0.88,0.8786764705882353,0.875,0.8823529411764706,1.0,2.0
w85__r06_f02,6,2,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.9166666666666667,1.0,0.8333333333333334,0.0,2.0
w85__r06_f03,6,3,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,1.0,2.0
w85__r06_f03,6,3,physics_ridge_residual_gp,40,B1_q30,0.88,0.8786764705882353,0.875,0.8823529411764706,1.0,2.0
w85__r06_f03,6,3,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,1.0,2.0
w85__r06_f03,6,3,physics_ridge_residual_gp,80,full81,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,1.0,2.0
w85__r06_f03,6,3,physics_ridge_residual_gp,80,B1_q30,0.88,0.8786764705882353,0.875,0.8823529411764706,1.0,2.0
w85__r06_f03,6,3,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,1.0,2.0
w85__r06_f04,6,4,physics_ridge_residual_gp,40,full81,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,3.0,1.0
w85__r06_f04,6,4,physics_ridge_residual_gp,40,B1_q30,0.84,0.7830882352941176,0.625,0.9411764705882353,3.0,1.0
w85__r06_f04,6,4,physics_ridge_residual_gp,40,B1_q20,0.7647058823529411,0.7569444444444444,0.625,0.8888888888888888,3.0,1.0
w85__r06_f04,6,4,physics_ridge_residual_gp,80,full81,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,3.0,1.0
w85__r06_f04,6,4,physics_ridge_residual_gp,80,B1_q30,0.84,0.7830882352941176,0.625,0.9411764705882353,3.0,1.0
w85__r06_f04,6,4,physics_ridge_residual_gp,80,B1_q20,0.7647058823529411,0.7569444444444444,0.625,0.8888888888888888,3.0,1.0
w85__r06_f05,6,5,physics_ridge_residual_gp,40,full81,0.9506172839506173,0.8924242424242425,0.8,0.9848484848484849,3.0,1.0
w85__r06_f05,6,5,physics_ridge_residual_gp,40,B1_q30,0.84,0.8020833333333333,0.6666666666666666,0.9375,3.0,1.0
w85__r06_f05,6,5,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8125,0.625,1.0,3.0,0.0
w85__r06_f05,6,5,physics_ridge_residual_gp,80,full81,0.9629629629629629,0.9,0.8,1.0,3.0,0.0
w85__r06_f05,6,5,physics_ridge_residual_gp,80,B1_q30,0.88,0.8333333333333333,0.6666666666666666,1.0,3.0,0.0
w85__r06_f05,6,5,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.8125,0.625,1.0,3.0,0.0
w85__r07_f01,7,1,physics_ridge_residual_gp,40,full81,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1.0,1.0
w85__r07_f01,7,1,physics_ridge_residual_gp,40,B1_q30,0.92,0.9131944444444444,0.8888888888888888,0.9375,1.0,1.0
w85__r07_f01,7,1,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.8819444444444444,0.8888888888888888,0.875,1.0,1.0
w85__r07_f01,7,1,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1.0,1.0
w85__r07_f01,7,1,physics_ridge_residual_gp,80,B1_q30,0.92,0.9131944444444444,0.8888888888888888,0.9375,1.0,1.0
w85__r07_f01,7,1,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.8819444444444444,0.8888888888888888,0.875,1.0,1.0
w85__r07_f02,7,2,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.9772727272727273,1.0,0.9545454545454546,0.0,3.0
w85__r07_f02,7,2,physics_ridge_residual_gp,40,B1_q30,0.88,0.9117647058823529,1.0,0.8235294117647058,0.0,3.0
w85__r07_f02,7,2,physics_ridge_residual_gp,40,B1_q20,0.8235294117647058,0.8636363636363636,1.0,0.7272727272727273,0.0,3.0
w85__r07_f02,7,2,physics_ridge_residual_gp,80,full81,0.9753086419753086,0.9848484848484849,1.0,0.9696969696969697,0.0,2.0
w85__r07_f02,7,2,physics_ridge_residual_gp,80,B1_q30,0.92,0.9411764705882353,1.0,0.8823529411764706,0.0,2.0
w85__r07_f02,7,2,physics_ridge_residual_gp,80,B1_q20,0.8823529411764706,0.9090909090909092,1.0,0.8181818181818182,0.0,2.0
w85__r07_f03,7,3,physics_ridge_residual_gp,40,full81,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,2.0,1.0
w85__r07_f03,7,3,physics_ridge_residual_gp,40,B1_q30,0.88,0.8666666666666667,0.8,0.9333333333333333,2.0,1.0
w85__r07_f03,7,3,physics_ridge_residual_gp,40,B1_q20,0.8823529411764706,0.875,0.75,1.0,2.0,0.0
w85__r07_f03,7,3,physics_ridge_residual_gp,80,full81,0.9629629629629629,0.8928571428571428,0.7857142857142857,1.0,3.0,0.0
w85__r07_f03,7,3,physics_ridge_residual_gp,80,B1_q30,0.88,0.85,0.7,1.0,3.0,0.0
w85__r07_f03,7,3,physics_ridge_residual_gp,80,B1_q20,0.8235294117647058,0.8125,0.625,1.0,3.0,0.0
