phase2_5_analysis_label,phase2_5_protocol_fingerprint,simulation_id,analysis_label,target,method,fold_index,fold_random_seed,optimized_kernel,optimized_constant_value_normalized,optimized_length_scale,optimized_signal_variance_normalized,optimized_noise_variance_normalized,optimized_noise_std_normalized,optimized_noise_std_um,noise_std_fraction_training_target_std,training_alpha_normalized_min,training_alpha_normalized_median,training_alpha_normalized_max,heldout_target_summary_variance_um2,heldout_target_summary_std_um,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,convergence_status,failed_fold,constant_bound_hit,constant_bound_side,length_scale_bound_hit,length_scale_bound_side,noise_bound_hit,noise_bound_side,any_hyperparameter_bound_hit
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00001,stable_only_refit_loo,depth,B_learned_nugget,0,2498977765,"2.45**2 * Matern(length_scale=6.63, nu=1.5) + WhiteKernel(noise_level=0.013)",5.987933784354661,6.634524190985247,5.987933784354661,0.01303440528626916,0.1141683199765555,1.769626687907633,0.1141683199765555,1e-08,1e-08,1e-08,6.512842791292598e-05,0.008070218579005526,18.87956240301523,4.122529999993276,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00003,stable_only_refit_loo,depth,B_learned_nugget,1,816908218,"2.39**2 * Matern(length_scale=6.47, nu=1.5) + WhiteKernel(noise_level=0.0129)",5.698616339468129,6.473911046991711,5.698616339468129,0.01288874047583929,0.11352858880405099,1.7541164615025429,0.11352858880405099,1e-08,1e-08,1e-08,1.807768422805676e-05,0.004251786004499375,18.932659149703227,3.475594599964097,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00004,stable_only_refit_loo,depth,B_learned_nugget,2,2712256823,"2.39**2 * Matern(length_scale=6.56, nu=1.5) + WhiteKernel(noise_level=0.0129)",5.711640567564362,6.564478738036,5.711640567564362,0.012885168696036982,0.11351285696359238,1.7588231276933348,0.11351285696359238,1e-08,1e-08,1e-08,0.0002446138800997,0.015640136831233286,20.814620384013324,3.024343500030227,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00005,stable_only_refit_loo,depth,B_learned_nugget,3,1580662594,"2.46**2 * Matern(length_scale=6.7, nu=1.5) + WhiteKernel(noise_level=0.0133)",6.061774154939125,6.699515774369334,6.061774154939125,0.01329117104468713,0.1152873412161419,1.784408737159571,0.1152873412161419,1e-08,1e-08,1e-08,3.4078284514125565e-05,0.005837660876937403,18.608779513337737,8.332487899984699,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00007,stable_only_refit_loo,depth,B_learned_nugget,4,2246920992,"2.45**2 * Matern(length_scale=6.66, nu=1.5) + WhiteKernel(noise_level=0.0132)",5.988846405782505,6.65526781392424,5.988846405782505,0.013181155604151873,0.11480921393403873,1.7795679702245937,0.11480921393403873,1e-08,1e-08,1e-08,4.354413964328403e-06,0.002086723260120614,19.140548083997345,6.912150499993004,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00008,stable_only_refit_loo,depth,B_learned_nugget,5,1322679683,"2.44**2 * Matern(length_scale=6.61, nu=1.5) + WhiteKernel(noise_level=0.0132)",5.959358991594657,6.614627040145494,5.959358991594657,0.013203070888631605,0.11490461648093868,1.777503435969438,0.11490461648093868,1e-08,1e-08,1e-08,0.0004122693581607,0.020304417208102773,18.501812834815183,4.656868899997789,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00009,stable_only_refit_loo,depth,B_learned_nugget,6,1468998429,"2.44**2 * Matern(length_scale=6.63, nu=1.5) + WhiteKernel(noise_level=0.0131)",5.976880231038847,6.633514488440481,5.976880231038847,0.013124908889675211,0.11456399473514885,1.7758954923535393,0.11456399473514885,1e-08,1e-08,1e-08,3.72947086712413e-05,0.006106939386570109,19.074252785793306,4.563333300000522,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00010,stable_only_refit_loo,depth,B_learned_nugget,7,1758763434,"2.45**2 * Matern(length_scale=6.64, nu=1.5) + WhiteKernel(noise_level=0.0132)",5.988268489729805,6.637124773731705,5.988268489729805,0.013157203474497446,0.11470485375300143,1.7773167570768909,0.11470485375300143,1e-08,1e-08,1e-08,4.299951525160583e-05,0.00655740156247929,18.856117070268567,6.278835799952503,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00011,stable_only_refit_loo,depth,B_learned_nugget,8,1953564268,"2.47**2 * Matern(length_scale=6.67, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.076239559654526,6.667084809466665,6.076239559654526,0.013187172003424508,0.11483541267145997,1.7742855622682236,0.11483541267145997,1e-08,1e-08,1e-08,2.1948826091783508e-05,0.004684957426891252,18.64470752493233,4.898112599970773,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00012,stable_only_refit_loo,depth,B_learned_nugget,9,1043502878,"2.44**2 * Matern(length_scale=6.64, nu=1.5) + WhiteKernel(noise_level=0.0131)",5.96013796076889,6.641971642809094,5.96013796076889,0.013086170942584324,0.11439480295268804,1.7732695085299262,0.11439480295268804,1e-08,1e-08,1e-08,2.080303727294713e-05,0.0045610346713160525,19.637140102342443,6.6284937000018544,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00013,stable_only_refit_loo,depth,B_learned_nugget,10,3594750106,"2.44**2 * Matern(length_scale=6.6, nu=1.5) + WhiteKernel(noise_level=0.0132)",5.9321139604988495,6.597079561272841,5.9321139604988495,0.013172342813934734,0.11477082736451251,1.77543877389385,0.11477082736451251,1e-08,1e-08,1e-08,0.001219447172731,0.034920583797110265,18.49064954686176,3.9695569000323303,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00014,stable_only_refit_loo,depth,B_learned_nugget,11,3166054044,"2.45**2 * Matern(length_scale=6.66, nu=1.5) + WhiteKernel(noise_level=0.0131)",6.01943186335148,6.657160096846758,6.01943186335148,0.013076914758224256,0.11435433860691188,1.77251970250705,0.11435433860691188,1e-08,1e-08,1e-08,1.2096800618838152e-05,0.003478045517073943,19.49551208531841,3.203810000035446,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00015,stable_only_refit_loo,depth,B_learned_nugget,12,1324145964,"2.47**2 * Matern(length_scale=6.71, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.107377495287554,6.711518948160752,6.107377495287554,0.013182528388818473,0.11481519232583497,1.7790167309270501,0.11481519232583497,1e-08,1e-08,1e-08,0.0007287942051699,0.02699618871562984,19.51184040576223,7.478939900000114,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00016,stable_only_refit_loo,depth,B_learned_nugget,13,164048862,"2.45**2 * Matern(length_scale=6.65, nu=1.5) + WhiteKernel(noise_level=0.0131)",5.981124568571475,6.646373655467232,5.981124568571475,0.01313965800302244,0.11462834729255429,1.7768872470449886,0.11462834729255429,1e-08,1e-08,1e-08,6.083643316533841e-06,0.002466504270528199,19.089146408504803,7.18379310000455,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00017,stable_only_refit_loo,depth,B_learned_nugget,14,3417044524,"2.44**2 * Matern(length_scale=6.62, nu=1.5) + WhiteKernel(noise_level=0.0131)",5.93561866655847,6.619383642827298,5.93561866655847,0.013085366623640286,0.11439128735896055,1.7730646536793069,0.11439128735896055,1e-08,1e-08,1e-08,3.487642706653264e-05,0.005905626729360115,18.82470825663583,3.695893900003284,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00019,stable_only_refit_loo,depth,B_learned_nugget,15,2010766221,"2.44**2 * Matern(length_scale=6.63, nu=1.5) + WhiteKernel(noise_level=0.0131)",5.955424410205529,6.626461553675724,5.955424410205529,0.013099086289938555,0.11445123979205536,1.7741421492967762,0.11445123979205536,1e-08,1e-08,1e-08,2.5077667630860952e-05,0.005007760740177285,19.05871994284888,3.882428399985656,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
