phase2_5_analysis_label,phase2_5_protocol_fingerprint,simulation_id,analysis_label,target,method,fold_index,fold_random_seed,optimized_kernel,optimized_constant_value_normalized,optimized_length_scale,optimized_signal_variance_normalized,optimized_noise_variance_normalized,optimized_noise_std_normalized,optimized_noise_std_um,noise_std_fraction_training_target_std,training_alpha_normalized_min,training_alpha_normalized_median,training_alpha_normalized_max,heldout_target_summary_variance_um2,heldout_target_summary_std_um,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,convergence_status,failed_fold,constant_bound_hit,constant_bound_side,length_scale_bound_hit,length_scale_bound_side,noise_bound_hit,noise_bound_side,any_hyperparameter_bound_hit
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00020,stable_only_refit_loo,depth,B_learned_nugget,16,3415360232,"2.45**2 * Matern(length_scale=6.64, nu=1.5) + WhiteKernel(noise_level=0.0131)",6.005398227437846,6.643697968267899,6.005398227437846,0.013142133183751204,0.11463914333137352,1.775136022985139,0.11463914333137352,1e-08,1e-08,1e-08,8.797526097956016e-05,0.009379512832741377,18.89758462166651,3.3764476999640465,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00021,stable_only_refit_loo,depth,B_learned_nugget,17,80961540,"2.45**2 * Matern(length_scale=6.74, nu=1.5) + WhiteKernel(noise_level=0.0133)",5.9997597767889985,6.738846631170067,5.9997597767889985,0.013342444273614976,0.11550949862939834,1.7832991568832064,0.11550949862939834,1e-08,1e-08,1e-08,1.3213568205896191,1.14950285801716,20.101545488569798,4.174880700011272,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00022,stable_only_refit_loo,depth,B_learned_nugget,18,2516083438,"2.43**2 * Matern(length_scale=6.62, nu=1.5) + WhiteKernel(noise_level=0.0131)",5.909330489817079,6.61577056430372,5.909330489817079,0.013094073899066066,0.11442934020200442,1.773680072810324,0.11442934020200442,1e-08,1e-08,1e-08,1.0943639912926078e-05,0.003308117276174785,19.305050737472584,2.2277983000385575,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00023,stable_only_refit_loo,depth,B_learned_nugget,19,4135066930,"2.45**2 * Matern(length_scale=6.63, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.010720823678572,6.634135353815656,6.010720823678572,0.013232677985039189,0.11503337769986235,1.777318180522508,0.11503337769986235,1e-08,1e-08,1e-08,9.129104710421032e-05,0.009554634849339367,18.192989019837484,3.145526999956928,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00024,stable_only_refit_loo,depth,B_learned_nugget,20,3031225523,"2.45**2 * Matern(length_scale=6.67, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.020621136210224,6.671270599446811,6.020621136210224,0.013249435557434868,0.11510619252427241,1.7842948152344555,0.11510619252427241,1e-08,1e-08,1e-08,5.992656216433163e-05,0.007741224849100537,18.603233152195656,2.6928947999840602,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00025,stable_only_refit_loo,depth,B_learned_nugget,21,3968926428,"2.44**2 * Matern(length_scale=6.63, nu=1.5) + WhiteKernel(noise_level=0.0131)",5.970944264594893,6.625717734148632,5.970944264594893,0.01310758587765681,0.11448836568689767,1.7739328359700706,0.11448836568689767,1e-08,1e-08,1e-08,0.0003496027406476,0.018697666716668154,18.99031693319597,4.2705221000360325,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00026,stable_only_refit_loo,depth,B_learned_nugget,22,2209192285,"2.47**2 * Matern(length_scale=6.73, nu=1.5) + WhiteKernel(noise_level=0.0133)",6.121754187123626,6.733374363807231,6.121754187123626,0.013254932226696966,0.11513006656254901,1.7835526666248538,0.11513006656254901,1e-08,1e-08,1e-08,0.0007115312555875,0.026674543212349484,19.279009795226358,3.2805589000345208,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00027,stable_only_refit_loo,depth,B_learned_nugget,23,3664834720,"2.46**2 * Matern(length_scale=6.7, nu=1.5) + WhiteKernel(noise_level=0.0133)",6.069359157617189,6.700334183021213,6.069359157617189,0.013270667405404423,0.11519838282460576,1.785606188496421,0.11519838282460576,1e-08,1e-08,1e-08,2.734050915270632e-05,0.005228815272383058,18.694579169879745,2.942222199984826,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00028,stable_only_refit_loo,depth,B_learned_nugget,24,976455975,"2.44**2 * Matern(length_scale=6.62, nu=1.5) + WhiteKernel(noise_level=0.0132)",5.95172925129607,6.616820645331913,5.95172925129607,0.013157447908581834,0.11470591923951368,1.7777902197288864,0.11470591923951368,1e-08,1e-08,1e-08,0.3492097499131882,0.5909397176643216,18.918024119478247,5.478347099968232,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00030,stable_only_refit_loo,depth,B_learned_nugget,25,4072089610,"2.45**2 * Matern(length_scale=6.65, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.007924018894134,6.648163595811184,6.007924018894134,0.013228426353488304,0.11501489622430786,1.7809454855855957,0.11501489622430786,1e-08,1e-08,1e-08,7.693188554210193e-06,0.0027736597762180915,18.72332146219682,3.250262599962298,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00031,stable_only_refit_loo,depth,B_learned_nugget,26,1473025093,"2.44**2 * Matern(length_scale=6.61, nu=1.5) + WhiteKernel(noise_level=0.0129)",5.964855861630517,6.609225650842288,5.964855861630517,0.012920414839994239,0.11366800270962026,1.761604162074378,0.11366800270962026,1e-08,1e-08,1e-08,1.991689602564966e-05,0.004462834976295859,19.31019187991501,3.975406399986241,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00032,stable_only_refit_loo,depth,B_learned_nugget,27,3678880489,"2.46**2 * Matern(length_scale=6.65, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.033949759933489,6.6530238829677755,6.033949759933489,0.013243152086187898,0.11507889505112524,1.7802320686033197,0.11507889505112524,1e-08,1e-08,1e-08,2.4382489020442343e-05,0.0049378627988677795,18.36636769029505,5.522418299980927,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00033,stable_only_refit_loo,depth,B_learned_nugget,28,1749928673,"2.42**2 * Matern(length_scale=6.55, nu=1.5) + WhiteKernel(noise_level=0.0128)",5.8413606733909305,6.546073528664536,5.8413606733909305,0.012781978612844453,0.11305741290532192,1.7522251556081203,0.11305741290532192,1e-08,1e-08,1e-08,0.0440791251856558,0.20995029217806724,19.625339403004148,4.149976000015158,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00034,stable_only_refit_loo,depth,B_learned_nugget,29,531177623,"2.44**2 * Matern(length_scale=6.59, nu=1.5) + WhiteKernel(noise_level=0.0125)",5.951956330819923,6.585329068294638,5.951956330819923,0.012510483622782582,0.11185027323517177,1.733066198748106,0.11185027323517177,1e-08,1e-08,1e-08,3.95876681426845e-05,0.006291873182342799,20.17852792037027,2.9290702999569476,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00035,stable_only_refit_loo,depth,B_learned_nugget,30,1851682395,"2.44**2 * Matern(length_scale=6.61, nu=1.5) + WhiteKernel(noise_level=0.0132)",5.937677480883162,6.613801565169184,5.937677480883162,0.01319205129081512,0.11485665540496606,1.776816269273995,0.11485665540496606,1e-08,1e-08,1e-08,1.3753303206012849e-05,0.0037085446210087386,18.664559789911266,3.810703700000886,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00037,stable_only_refit_loo,depth,B_learned_nugget,31,850646821,"2.45**2 * Matern(length_scale=6.65, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.000656940092281,6.645471092156715,6.000656940092281,0.013235512347373624,0.11504569677903483,1.781411361570556,0.11504569677903483,1e-08,1e-08,1e-08,5.5932261412822405e-05,0.007478787429311145,18.569015777227378,4.0106524000293575,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00039,stable_only_refit_loo,depth,B_learned_nugget,32,2876092757,"2.4**2 * Matern(length_scale=6.43, nu=1.5) + WhiteKernel(noise_level=0.0114)",5.771476026920851,6.428798965102406,5.771476026920851,0.011411035223940493,0.1068224471913113,1.6555825337908294,0.1068224471913113,1e-08,1e-08,1e-08,4.074858091021636e-05,0.00638346151474389,23.334757153554648,3.7848290000110865,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00040,stable_only_refit_loo,depth,B_learned_nugget,33,2307600721,"2.46**2 * Matern(length_scale=6.68, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.0414519352020335,6.679152419840886,6.0414519352020335,0.013174063802848737,0.11477832462119639,1.7784596135263337,0.11477832462119639,1e-08,1e-08,1e-08,3.587259258757349e-05,0.005989373305077376,19.048852618793234,2.1941204000031576,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00041,stable_only_refit_loo,depth,B_learned_nugget,34,3714237394,"2.46**2 * Matern(length_scale=6.65, nu=1.5) + WhiteKernel(noise_level=0.0128)",6.050311576592172,6.649160842695631,6.050311576592172,0.012802604528509383,0.11314859490293895,1.7535634567639165,0.11314859490293895,1e-08,1e-08,1e-08,1.4013483076552736e-05,0.0037434587050684475,19.823131175587974,2.470952999952715,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00042,stable_only_refit_loo,depth,B_learned_nugget,35,1692909862,"2.45**2 * Matern(length_scale=6.65, nu=1.5) + WhiteKernel(noise_level=0.0131)",6.001699874618057,6.646174590959787,6.001699874618057,0.01310033853881279,0.11445671032671169,1.7733998549906984,0.11445671032671169,1e-08,1e-08,1e-08,0.0012371034084084,0.03517248083954841,19.132469044015778,4.820054299954791,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00043,stable_only_refit_loo,depth,B_learned_nugget,36,1999424276,"2.44**2 * Matern(length_scale=6.64, nu=1.5) + WhiteKernel(noise_level=0.0131)",5.967346986389056,6.637019814068074,5.967346986389056,0.013079612009184755,0.11436613139030609,1.7724348920933541,0.11436613139030609,1e-08,1e-08,1e-08,4.01456656673293e-06,0.0020036383323177188,19.39860879735312,3.523370100010652,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00044,stable_only_refit_loo,depth,B_learned_nugget,37,387972062,"2.45**2 * Matern(length_scale=6.64, nu=1.5) + WhiteKernel(noise_level=0.0132)",5.984680761900007,6.642776901377505,5.984680761900007,0.013225293630344134,0.11500127664658394,1.7824411578878125,0.11500127664658394,1e-08,1e-08,1e-08,0.3887125408933364,0.6234681554765539,18.866927301596803,2.8209493000176735,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00045,stable_only_refit_loo,depth,B_learned_nugget,38,1717648446,"2.46**2 * Matern(length_scale=6.69, nu=1.5) + WhiteKernel(noise_level=0.0133)",6.055422628122583,6.68788418570431,6.055422628122583,0.013289110749291832,0.11527840539013294,1.7869796342211108,0.11527840539013294,1e-08,1e-08,1e-08,0.1439672114251607,0.3794301140199084,18.873868096922223,3.938202099991031,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00046,stable_only_refit_loo,depth,B_learned_nugget,39,2549062853,"2.45**2 * Matern(length_scale=6.67, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.021728964414818,6.6691593709180355,6.021728964414818,0.013238794676627053,0.11505996122295128,1.782345460327563,0.11505996122295128,1e-08,1e-08,1e-08,0.0001234335435971,0.011110064968176379,18.999005867513375,5.920382599986624,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00047,stable_only_refit_loo,depth,B_learned_nugget,40,2035043079,"2.45**2 * Matern(length_scale=6.66, nu=1.5) + WhiteKernel(noise_level=0.0131)",6.018388291513711,6.658868241267618,6.018388291513711,0.013137580867764304,0.11461928663084718,1.7759317496235618,0.11461928663084718,1e-08,1e-08,1e-08,0.0009757864485715,0.031237580709323507,19.14875970919158,4.495904000010341,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00048,stable_only_refit_loo,depth,B_learned_nugget,41,3493248328,"2.46**2 * Matern(length_scale=6.68, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.037583748416545,6.6780696697891,6.037583748416545,0.013192262488965514,0.11485757480012154,1.7791389711120655,0.11485757480012154,1e-08,1e-08,1e-08,1.6854699712526118e-05,0.004105447565433776,19.18434106872047,4.194416300044395,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00049,stable_only_refit_loo,depth,B_learned_nugget,42,203133612,"2.38**2 * Matern(length_scale=6.43, nu=1.5) + WhiteKernel(noise_level=0.0123)",5.67294235214002,6.433677907753339,5.67294235214002,0.0122625980059194,0.11073661547076197,1.7165695974391753,0.11073661547076197,1e-08,1e-08,1e-08,7.664508619599019e-05,0.008754717939259391,20.343919104946593,5.258655200013891,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00050,stable_only_refit_loo,depth,B_learned_nugget,43,4044304650,"2.44**2 * Matern(length_scale=6.6, nu=1.5) + WhiteKernel(noise_level=0.0127)",5.932826901379611,6.5972462913955425,5.932826901379611,0.01272556161902473,0.1128076310318798,1.7486645675740853,0.1128076310318798,1e-08,1e-08,1e-08,0.0022352573601102,0.04727850843787482,20.275595964710647,4.672002399980556,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00051,stable_only_refit_loo,depth,B_learned_nugget,44,876625946,"2.46**2 * Matern(length_scale=6.69, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.060670311268126,6.6851922590429105,6.060670311268126,0.01318009416512806,0.11480459121972457,1.7783145107442653,0.11480459121972457,1e-08,1e-08,1e-08,5.50130243727203e-06,0.0023454855440339065,19.082808784275755,2.349971399991773,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00052,stable_only_refit_loo,depth,B_learned_nugget,45,195299205,"2.45**2 * Matern(length_scale=6.62, nu=1.5) + WhiteKernel(noise_level=0.0131)",5.981219269375201,6.623025488318869,5.981219269375201,0.013127972873401658,0.11457736632250567,1.7724985028323483,0.11457736632250567,1e-08,1e-08,1e-08,3.6492833067235335e-05,0.006040929818102122,18.83526084542038,2.948482599982526,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,sim_00053,stable_only_refit_loo,depth,B_learned_nugget,46,2233141647,"2.47**2 * Matern(length_scale=6.68, nu=1.5) + WhiteKernel(noise_level=0.0132)",6.076650224092248,6.684404475560092,6.076650224092248,0.013173370187332816,0.11477530303742534,1.7770969487801942,0.11477530303742534,1e-08,1e-08,1e-08,0.0001410220563946,0.011875270792474586,19.146470916544786,3.173941900022328,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
