subset,contrast,contrast_role,metric,lower_is_better,mean_difference,ci_low,ci_high,signflip_p,repeat_blocks,holm_p_metric_family,verdict,verdict_after_holm,metric_family
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,roc_auc,False,3.201741756175824e-06,-0.0003227418044604316,0.00029361088287276516,0.9335533223338833,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,accuracy,False,0.0007142857142857118,-0.0011428571428571343,0.0025714285714285635,0.5591220438978051,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,balanced_accuracy,False,0.0039285714285714314,-0.00026785714285713637,0.007946428571428582,0.08984550772461376,20,0.3231838408079596,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,keyhole_recall,False,0.009285714285714303,0.00142857142857144,0.01785714285714287,0.058447077646117694,20,0.2922353882305885,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,brier_score,True,0.0009220795203613815,0.0004653280226395888,0.0013688335550245327,0.0006999650017499125,20,0.004199790010499475,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,pr_auc,False,0.001092718004796034,-3.68285238574871e-05,0.0022287101498048214,0.0807959602019899,20,0.3231838408079596,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,roc_auc,False,-1.6653345369377347e-17,-0.0006326530612245253,0.0005637755102040677,1.0,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,accuracy,False,0.005298684246052671,-0.0038448393711551566,0.014415398198292934,0.2217389130543473,20,0.23228838558072096,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,balanced_accuracy,False,0.009052475417349437,-0.0012701023309868791,0.019722747984150774,0.11614419279036048,20,0.23228838558072096,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,keyhole_recall,False,0.026672774643784092,0.00802446708313469,0.045744136176439396,0.01624918754062297,20,0.06499675016249187,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,brier_score,True,-0.0020017959621231895,-0.0037131644607355037,-0.00025112581569059807,0.03874806259687016,20,0.11624418779061046,IMPROVES,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,pr_auc,False,0.014586922146541725,0.00934294186643274,0.020026558763524417,4.999750012499375e-05,20,0.0002999850007499625,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,roc_auc,False,0.008150572188165806,0.004653843217418037,0.011707782644406962,0.000199990000499975,20,0.000999950002499875,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,accuracy,False,0.0017458534266096947,-0.004058309781176292,0.007123564247489758,0.6385680715964202,20,0.6385680715964202,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,balanced_accuracy,False,0.005498100597686012,-0.0023087170474922892,0.013007887273989901,0.1808909554522274,20,0.5426728663566822,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,keyhole_recall,False,0.016404055877740083,0.0016044941702836482,0.03229705413915936,0.03534823258837058,20,0.14139293035348233,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,brier_score,True,-0.0006853783157170258,-0.0018943378646597453,0.0005388316002956506,0.2976351182440878,20,0.5952702364881756,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,pr_auc,False,0.00977829798468786,0.006160987153206472,0.013621814309016551,9.99950002499875e-05,20,0.000599970001499925,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,roc_auc,False,0.004482500885889496,0.0026044793184843533,0.006428134871186424,0.0006499675016249188,20,0.003249837508124594,IMPROVES,IMPROVES,ranking_or_probability
full,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,accuracy,False,0.0007142857142857118,-0.001142857142857151,0.002571428571428569,0.5592220388980551,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,balanced_accuracy,False,0.0039285714285714314,5.1347814888914915e-18,0.008124999999999983,0.08424578771061447,20,0.32758362081895903,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,keyhole_recall,False,0.009285714285714303,0.00142857142857144,0.01714285714285717,0.05639718014099295,20,0.28198590070496476,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,brier_score,True,0.0009231051220350963,0.0004995597605970805,0.001353219057031019,0.0010499475026248687,20,0.006299685015749212,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,pr_auc,False,0.0010805071496566786,-7.674403373067295e-05,0.002226217652856431,0.08189590520473976,20,0.32758362081895903,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,roc_auc,False,-7.653061224510704e-06,-0.000645471938775574,0.0005867346938775057,0.9863006849657517,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,accuracy,False,0.005298684246052671,-0.0032040163783584757,0.014406455179481494,0.22343882805859708,20,0.2366881655917204,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,balanced_accuracy,False,0.009052475417349437,-0.001540177123294508,0.019053398038669508,0.1183440827958602,20,0.2366881655917204,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,keyhole_recall,False,0.026672774643784092,0.008110342510196492,0.04521478933272418,0.01559922003899805,20,0.0623968801559922,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,brier_score,True,-0.001997958907002376,-0.003645970324418266,-0.0003237221276588388,0.03659817009149543,20,0.10979451027448628,IMPROVES,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,pr_auc,False,0.01453911972232046,0.009215407547096174,0.019922163514632926,4.999750012499375e-05,20,0.0002999850007499625,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,roc_auc,False,0.008077137923155453,0.004630790251003191,0.01176665052330067,0.000199990000499975,20,0.000999950002499875,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,accuracy,False,0.0017458534266096947,-0.004070225511842032,0.007140304644409741,0.6349182540872956,20,0.6349182540872956,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,balanced_accuracy,False,0.005498100597686012,-0.0019941764495139845,0.013623879373036695,0.18229088545572722,20,0.5468726563671816,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,keyhole_recall,False,0.016404055877740083,0.001716905417563296,0.031306655846129516,0.03314834258287085,20,0.1325933703314834,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,brier_score,True,-0.0006831319591784603,-0.0019339480207478323,0.000549937007144079,0.2944852757362132,20,0.5889705514724264,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,pr_auc,False,0.009745439368495912,0.006152164873766193,0.013733573854093059,4.999750012499375e-05,20,0.0002999850007499625,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,roc_auc,False,0.004446201428537411,0.0024991340690421497,0.006364369605726833,0.00039998000099995,20,0.00199990000499975,IMPROVES,IMPROVES,ranking_or_probability
