experiment_name,population_row_index,has_keyhole,full_trace_duration_ms,max_positive_delta_W_p02,observed_ms_p02,transitions_used_p02,max_positive_delta_W_p05,observed_ms_p05,transitions_used_p05,max_positive_delta_W_p10,observed_ms_p10,transitions_used_p10,max_positive_delta_W_p20,observed_ms_p20,transitions_used_p20,max_positive_delta_W_p40,observed_ms_p40,transitions_used_p40,max_positive_delta_W_p100,observed_ms_p100,transitions_used_p100,P,VX,LS,ST,log_h
P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,110,0,1.0954774,39.95332658461536,0.021909548,4,39.95332658461536,0.05477387,10,39.95332658461536,0.10954774,20,39.95332658461536,0.21909548,40,39.95332658461536,0.43819096,80,39.95332658461536,1.0954774,200,347.783460623,0.850325890926,5.3362114496e-05,354.131736173,20.69026214269118
P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,111,0,0.9921656,39.90635446593407,0.019843312,4,39.90635446593407,0.04960828,10,39.90635446593407,0.09921656,20,39.90635446593407,0.19843312,40,39.90635446593407,0.39686624,80,39.90635446593407,0.9921656,200,348.497115387,0.94790268949,7.31988762132e-05,305.038657876,20.16387740213794
P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,112,0,1.0126124,39.786582567032944,0.0202522479999999,4,39.786582567032944,0.0506306199999999,10,39.786582567032944,0.1012612399999999,20,39.786582567032944,0.2025224799999999,40,39.786582567032944,0.4050449599999999,80,39.786582567032944,1.0126124,200,352.513614722,0.929202686833,7.33895545023e-05,314.010655484,20.181396850654306
P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,113,1,1.1124478,29.751976288461535,0.022248956,4,29.751976288461535,0.05562239,10,29.751976288461535,0.11124478,20,29.751976288461535,0.22248956,40,29.751976288461535,0.44497912,80,29.751976288461535,1.1124478,200,353.971838789,0.831374608218,4.0859447809e-05,397.346534493,21.119613479665734
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,114,1,1.6715237,31.590355158791205,0.033430474,4,31.590355158791205,0.083576185,10,31.590355158791205,0.16715237,20,31.590355158791205,0.33430474,40,31.590355158791205,0.6686094800000001,80,31.590355158791205,1.6715237,200,354.619445985,0.364015239092,5.30095356481e-05,318.142674345,21.14388311870201
P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,115,1,0.9452281,30.32742193186806,0.018904562,4,30.32742193186806,0.047261405,10,30.32742193186806,0.09452281,20,30.32742193186806,0.18904562,40,30.32742193186806,0.37809124,80,30.32742193186806,0.9452281,200,355.313197397,0.977425276438,4.00293473664e-05,317.253821106,21.07326289656434
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,116,1,1.6924966,22.44253799565928,0.033849932,4,22.44253799565928,0.08462483,10,22.44253799565928,0.16924966,20,22.44253799565928,0.33849932,40,22.44253799565928,0.6769986400000001,80,22.44253799565928,1.6924966,200,358.08766286,0.398145183006,4.39068251559e-05,301.093308231,21.39140827331414
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,117,1,1.2988411999999998,16.37270938263127,0.0259768239999999,4,19.85363962069097,0.06494206,10,19.85363962069097,0.12988412,20,19.85363962069097,0.25976824,40,19.85363962069097,0.51953648,80,19.85363962069097,1.2988411999999998,200,360.567405001,0.20359066256,4.0817768449e-05,337.353350673,21.84309044942947
P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,118,1,1.7333511,17.878668823626374,0.034667022,4,17.878668823626374,0.086667555,10,17.878668823626374,0.17333511,20,17.878668823626374,0.34667022,40,17.878668823626374,0.6933404400000001,80,17.878668823626374,1.7333511,200,363.673556898,0.448546579177,4.04529881073e-05,391.93586396,21.470183085589326
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,119,0,0.9734656,31.982135349450573,0.019469312,4,31.982135349450573,0.04867328,10,31.982135349450573,0.09734656,20,31.982135349450573,0.19469312,40,31.982135349450573,0.38938624,80,31.982135349450573,0.9734656,200,364.483174853,0.95103094401,4.26115279421e-05,393.929813999,21.018663328636627
P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,120,1,1.3327283,30.255601071270668,0.026654566,4,30.255601071270668,0.066636415,10,30.255601071270668,0.13327283,20,30.255601071270668,0.26654566,40,30.255601071270668,0.53309132,80,30.255601071270668,1.3327283,200,367.938083726,0.695829187084,4.35800266683e-05,364.389584597,21.15060763284449
P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,121,1,1.7708223,24.964147418956024,0.035416446,4,24.964147418956024,0.088541115,10,24.964147418956024,0.17708223,20,24.964147418956024,0.35416446,40,24.964147418956024,0.70832892,80,24.964147418956024,1.7708223,200,369.066732517,0.471239257303,5.48020687799e-05,388.757421411,21.004846062843377
P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,122,1,1.4002756,29.303833338461658,0.028005512,4,29.303833338461658,0.07001378,10,29.303833338461658,0.14002756,20,29.303833338461658,0.28005512,40,29.303833338461658,0.5601102400000001,80,29.303833338461658,1.4002756,200,370.938359136,0.662619902131,4.40125404953e-05,395.513826563,21.168366707592114
P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,123,1,1.2747131,30.17626512609891,0.025494262,4,30.17626512609891,0.063735655,10,30.17626512609891,0.12747131,20,30.17626512609891,0.25494262,40,30.17626512609891,0.50988524,80,30.17626512609891,1.2747131,200,372.630059968,0.727703112845,4.39975555357e-05,362.949632289,21.126581916544882
P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,124,1,1.5849281,22.936468478453097,0.031698562,4,22.936468478453097,0.079246405,10,22.936468478453097,0.15849281,20,22.936468478453097,0.31698562,40,22.936468478453097,0.63397124,80,22.936468478453097,1.5849281,200,373.935133861,0.314504521571,4.29297292387e-05,349.298273812,21.586379730647366
P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,125,1,1.0871554,31.92575969670328,0.0217431079999999,4,31.92575969670328,0.05435777,10,31.92575969670328,0.10871554,20,31.92575969670328,0.21743108,40,31.92575969670328,0.43486216,80,31.92575969670328,1.0871554,200,374.135097027,0.852003077267,4.24872306812e-05,324.485874926,21.104159996967834
P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,126,1,1.7955969,37.79433699999999,0.035911938,4,37.79433699999999,0.089779845,10,37.79433699999999,0.17955969,20,37.79433699999999,0.35911938,40,37.79433699999999,0.7182387600000001,80,37.79433699999999,1.7955969,200,375.190327887,0.471971299611,7.58652830639e-05,330.289975384,20.53267906158613
P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,127,1,1.1715558,31.352009959340634,0.023431116,4,31.352009959340634,0.05857779,10,31.352009959340634,0.11715558,20,31.352009959340634,0.23431116,40,31.352009959340634,0.46862232,80,31.352009959340634,1.1715558,200,377.008330657,0.791215989527,4.31405408456e-05,371.11107289,21.125930499414125
P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,128,1,1.2021337,31.339110087362677,0.024042674,4,31.339110087362677,0.060106685,10,31.339110087362677,0.12021337,20,31.339110087362677,0.24042674,40,31.339110087362677,0.48085348,80,31.339110087362677,1.2021337,200,377.125910628,0.77115452106,4.31707402483e-05,313.190582012,21.138033768562334
P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,129,1,1.2621111,30.043047971153854,0.025242222,4,30.043047971153854,0.063105555,10,30.043047971153854,0.12621111,20,30.043047971153854,0.25242222,40,30.043047971153854,0.5048444400000001,80,30.043047971153854,1.2621111,200,378.283018896,0.735158781064,4.42419225112e-05,367.022862863,21.128233647861514
P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,130,1,1.5076903,22.834130209968738,0.030153806,4,22.834130209968738,0.075384515,10,22.834130209968738,0.15076903,20,22.834130209968738,0.30153806,40,22.834130209968738,0.60307612,80,22.834130209968738,1.5076903,200,378.699667122,0.273966982762,4.19552514454e-05,349.537322979,21.70247772043275
P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,131,1,1.6951595,30.054347785714285,0.03390319,4,30.054347785714285,0.084757975,10,30.054347785714285,0.16951595,20,30.054347785714285,0.3390319,40,30.054347785714285,0.6780638,80,30.054347785714285,1.6951595,200,378.895448518,0.547210222693,4.25171421559e-05,392.752580943,21.337126248875027
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,132,1,1.4390243,22.255355427307613,0.028780486,4,22.255355427307613,0.071951215,10,22.730559127624453,0.14390243,20,22.730559127624453,0.28780486,40,22.730559127624453,0.57560972,80,22.730559127624453,1.4390243,200,379.421209359,0.229921993373,5.57538994548e-05,334.989783011,21.3654993587639
P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,133,1,1.5505882,29.56647939615388,0.031011764,4,29.56647939615388,0.07752941,10,29.56647939615388,0.15505882,20,29.56647939615388,0.31011764,40,29.56647939615388,0.62023528,80,29.56647939615388,1.5505882,200,383.924442814,0.598551929363,4.34843261877e-05,301.171019532,21.271731769155178
P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,134,1,0.9926588,29.661757406593424,0.019853176,4,29.661757406593424,0.04963294,10,29.661757406593424,0.09926588,20,29.661757406593424,0.19853176,40,29.661757406593424,0.39706352,80,29.661757406593424,0.9926588,200,385.522203,0.931994182449,4.05647861864e-05,365.262393292,21.158728444367096
P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,135,1,1.7513591000000002,30.834209136263702,0.035027182,4,30.834209136263702,0.087567955,10,30.834209136263702,0.17513591,20,30.834209136263702,0.35027182,40,30.834209136263702,0.7005436400000001,80,30.834209136263702,1.7513591000000002,200,385.792960663,0.466570238049,4.25767555058e-05,363.826454642,21.43277735581915
P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,136,1,1.554418,20.74354969226502,0.03108836,4,20.74354969226502,0.0777209,10,20.74354969226502,0.1554418,20,20.74354969226502,0.3108836,40,20.74354969226502,0.6217672000000001,80,20.74354969226502,1.554418,200,387.363679816,0.298546823055,4.09005526538e-05,395.436254411,21.720328715557145
P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,137,1,1.0205698,31.775708309890128,0.020411396,4,31.775708309890128,0.05102849,10,31.775708309890128,0.10205698,20,31.775708309890128,0.20411396,40,31.775708309890128,0.4082279200000001,80,31.775708309890128,1.0205698,200,389.770210211,0.908238681403,4.3221586392e-05,323.581279452,21.087437149631313
P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,138,1,1.1602964,29.031718158241844,0.023205928,4,29.031718158241844,0.05801482,10,29.031718158241844,0.11602964,20,29.031718158241844,0.23205928,40,29.031718158241844,0.46411856,80,29.031718158241844,1.1602964,200,391.91054261,0.798138981731,4.10405950637e-05,398.591592241,21.235193159589013
P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,139,1,0.9591575,29.422450707417575,0.01918315,4,29.422450707417575,0.047957875,10,29.422450707417575,0.09591575,20,29.422450707417575,0.1918315,40,29.422450707417575,0.383663,80,29.422450707417575,0.9591575,200,394.301389958,0.965504599187,4.1845661123e-05,386.588977515,21.1169514377136
P-399p256835613_VX-0p656366203199_LS-4p10009761764e-05_ST-341p515144691_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p34973948918e-06_H-3c3f1974a9,140,1,1.4119103,32.0,0.028238206,4,32.0,0.070595515,10,32.0,0.14119103,20,32.0,0.28238206,40,32.0,0.56476412,80,32.0,1.4119103,200,399.256835613,0.656366203199,4.10009761764e-05,341.515144691,21.352995136232696
P-400p342090514_VX-0p84724542505_LS-4p08786684736e-05_ST-395p5494372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69388805225e-06_H-39de960155,141,1,1.0929287,29.24561361381216,0.021858574,4,29.24561361381216,0.054646435,10,29.24561361381216,0.10929287,20,29.24561361381216,0.21858574,40,29.24561361381216,0.43717148,80,29.24561361381216,1.0929287,200,400.342090514,0.84724542505,4.08786684736e-05,395.5494372,21.23255511830873
P-404p674556304_VX-0p544519129004_LS-4p43635630435e-05_ST-368p185027338_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p85941438245e-06_H-4d45e0bf17,142,1,1.7068952,27.372054949450497,0.034137904,4,27.372054949450497,0.08534476,10,27.372054949450497,0.17068952,20,27.372054949450497,0.34137904,40,27.372054949450497,0.68275808,80,27.372054949450497,1.7068952,200,404.674556304,0.544519129004,4.43635630435e-05,368.185027338,21.341647398775045
P-406p350963493_VX-0p484226878203_LS-4p36170368492e-05_ST-370p554621114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96252133074e-06_H-778de5c076,143,1,1.7664203,30.046928602197838,0.035328406,4,30.046928602197838,0.088321015,10,30.046928602197838,0.17664203,20,30.046928602197838,0.35328406,40,30.046928602197838,0.70656812,80,30.046928602197838,1.7664203,200,406.350963493,0.484226878203,4.36170368492e-05,370.554621114,21.42991218679498
P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,144,1,1.5536008,17.58687712659344,0.0310720159999999,4,17.58687712659344,0.07768004,10,23.40163475604396,0.15536008,20,23.40163475604396,0.31072016,40,23.40163475604396,0.62144032,80,23.40163475604396,1.5536008,200,408.574656479,0.243547442248,8.65536608509e-05,318.028622224,20.751015385137514
P-409p380479822_VX-0p571506017722_LS-4p19025576691e-05_ST-383p379922389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p44106702891e-06_H-86665dad6a,145,1,1.6235548,30.94980031428566,0.032471096,4,30.94980031428566,0.08117774,10,30.94980031428566,0.16235548,20,30.94980031428566,0.32471096,40,30.94980031428566,0.64942192,80,30.94980031428566,1.6235548,200,409.380479822,0.571506017722,4.19025576691e-05,383.379922389,21.414630661193208
P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,146,1,1.3518162,14.89258250835152,0.027036324,4,15.980958045604332,0.06759081,10,15.980958045604332,0.13518162,20,15.980958045604332,0.27036324,40,15.980958045604332,0.54072648,80,15.980958045604332,1.3518162,200,413.007329362,0.214914258115,4.25156575745e-05,342.625619244,21.89068060891919
P-413p458184039_VX-0p35207482727_LS-4p49853708666e-05_ST-303p358380963_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37019753455e-05_H-ff013f97fe,147,1,1.6458213000000002,19.00243827445066,0.032916426,4,19.00243827445066,0.082291065,10,19.00243827445066,0.16458213,20,19.00243827445066,0.32916426,40,19.00243827445066,0.6583285200000001,80,19.00243827445066,1.6458213000000002,200,413.458184039,0.35207482727,4.49853708666e-05,303.358380963,21.56027197608303
P-420p548248194_VX-0p890019823061_LS-4p2728397196e-05_ST-342p58191385_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p42023950256e-06_H-39de960155,148,1,1.0420881999999998,31.889298328176785,0.0208417639999999,4,31.889298328176785,0.0521044099999999,10,31.889298328176785,0.1042088199999999,20,31.889298328176785,0.2084176399999999,40,31.889298328176785,0.4168352799999999,80,31.889298328176785,1.0420881999999998,200,420.548248194,0.890019823061,4.2728397196e-05,342.58191385,21.19078521316628
P-422p617573631_VX-0p52186874631_LS-4p33544604908e-05_ST-334p849986924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p24393468113e-06_H-eac21b41c2,149,1,1.7807514999999998,28.921588885988932,0.03561503,4,28.921588885988932,0.089037575,10,28.921588885988932,0.17807515,20,28.921588885988932,0.3561503,40,28.921588885988932,0.7123006,80,28.921588885988932,1.7807514999999998,200,422.617573631,0.52186874631,4.33544604908e-05,334.849986924,21.44078871995577
P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,150,1,0.9371511,31.821477107692324,0.018743022,4,31.821477107692324,0.046857555,10,31.821477107692324,0.09371511,20,31.821477107692324,0.18743022,40,31.821477107692324,0.37486044,80,31.821477107692324,0.9371511,200,423.354289604,0.98992750487,4.35270321082e-05,379.923005206,21.116463753182078
P-426p513929333_VX-0p671876042338_LS-4p21074124626e-05_ST-335p829973615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p18007533983e-06_H-ff013f97fe,151,1,1.3811756000000002,31.55937455494505,0.027623512,4,31.55937455494505,0.06905878,10,31.55937455494505,0.13811756,20,31.55937455494505,0.27623512,40,31.55937455494505,0.5524702400000001,80,31.55937455494505,1.3811756000000002,200,426.513929333,0.671876042338,4.21074124626e-05,335.829973615,21.36741588133883
P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,152,1,0.9345199,31.27526281408837,0.018690398,4,31.27526281408837,0.046725995,10,31.27526281408837,0.09345199,20,31.27526281408837,0.18690398,40,31.27526281408837,0.37380796,80,31.27526281408837,0.9345199,200,429.223744451,0.993777087019,4.49939505126e-05,337.477091824,21.078573275235584
P-433p517899565_VX-0p4209966739_LS-4p21798941345e-05_ST-396p810205947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1458809302e-05_H-204261a8b1,153,1,1.7162526,21.654374985164868,0.034325052,4,21.654374985164868,0.08581263,10,21.654374985164868,0.17162526,20,21.654374985164868,0.34325052,40,21.654374985164868,0.68650104,80,21.654374985164868,1.7162526,200,433.517899565,0.4209966739,4.21798941345e-05,396.810205947,21.614848598229703
P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,154,1,1.5054523000000002,31.828100295329662,0.030109046,4,31.828100295329662,0.075272615,10,31.828100295329662,0.15054523,20,31.828100295329662,0.30109046,40,31.828100295329662,0.6021809200000001,80,31.828100295329662,1.5054523000000002,200,435.358668153,0.616312825798,4.12302442682e-05,330.720611029,21.462678251083055
P-438p134561959_VX-0p25154969533_LS-4p05773405909e-05_ST-340p985774893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91776046347e-05_H-dfeedce527,155,1,1.4570762,14.625918827802241,0.029141524,4,19.29516244615383,0.07285381,10,19.29516244615383,0.14570762,20,19.29516244615383,0.29141524,40,19.29516244615383,0.58283048,80,19.29516244615383,1.4570762,200,438.134561959,0.25154969533,4.05773405909e-05,340.985774893,21.94103457991376
P-440p884222701_VX-0p405879510898_LS-4p4918885946e-05_ST-386p365641032_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18855977537e-05_H-410a3c6302,156,1,1.7070303,20.596821742362625,0.034140606,4,20.596821742362625,0.085351515,10,20.596821742362625,0.17070303,20,20.596821742362625,0.34140606,40,20.596821742362625,0.68281212,80,20.596821742362625,1.7070303,200,440.884222701,0.405879510898,4.4918885946e-05,386.365641032,21.555610118598786
P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,157,0,0.9433788,29.23573932154701,0.018867576,4,29.23573932154701,0.04716894,10,29.23573932154701,0.09433788,20,29.23573932154701,0.18867576,40,29.23573932154701,0.37735152,80,29.23573932154701,0.9433788,200,441.843471056,0.982124766198,4.09875344609e-05,327.495507906,21.253338006787104
P-445p244311553_VX-0p680564934933_LS-4p06442633709e-05_ST-341p721757622_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0884060512e-06_H-c87ffcf9e3,158,1,1.362671,27.94055459065937,0.02725342,4,27.94055459065937,0.06813355,10,27.94055459065937,0.1362671,20,27.94055459065937,0.2725342,40,27.94055459065937,0.5450684,80,27.94055459065937,1.362671,200,445.244311553,0.680564934933,4.06442633709e-05,341.721757622,21.457018447392034
P-446p579563616_VX-0p74347743801_LS-4p27116473193e-05_ST-393p115972114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p48859044859e-06_H-4a563c0a8f,159,1,1.2490018,31.38425072032964,0.024980036,4,31.38425072032964,0.06245009,10,31.38425072032964,0.12490018,20,31.38425072032964,0.24980036,40,31.38425072032964,0.49960072,80,31.38425072032964,1.2490018,200,446.579563616,0.74347743801,4.27116473193e-05,393.115972114,21.341384363998053
P-446p862811862_VX-0p39827443832_LS-4p33402817419e-05_ST-361p067570798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21125539047e-05_H-4b0ba6b8ba,160,1,1.6974079,21.980675453571443,0.033948158,4,21.980675453571443,0.084870395,10,21.980675453571443,0.16974079,20,21.980675453571443,0.33948158,40,21.980675453571443,0.67896316,80,21.980675453571443,1.6974079,200,446.862811862,0.39827443832,4.33402817419e-05,361.067570798,21.632200714536093
P-447p413798058_VX-0p91078629156_LS-5p3177056457e-05_ST-328p907838563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p29665482201e-06_H-1553ff852f,161,1,1.0256795,39.09606876373618,0.02051359,4,39.09606876373618,0.051283975,10,39.09606876373618,0.10256795,20,39.09606876373618,0.2051359,40,39.09606876373618,0.4102718000000001,80,39.09606876373618,1.0256795,200,447.413798058,0.91078629156,5.3177056457e-05,328.907838563,20.913032673436486
P-449p184068185_VX-0p980953819102_LS-4p30284180995e-05_ST-381p816740361_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91778563789e-06_H-c87ffcf9e3,162,1,0.9460316,31.93392417802199,0.018920632,4,31.93392417802199,0.04730158,10,31.93392417802199,0.09460316,20,31.93392417802199,0.18920632,40,31.93392417802199,0.3784126400000001,80,31.93392417802199,0.9460316,200,449.184068185,0.980953819102,4.30284180995e-05,381.816740361,21.19752236486369
P-449p762375807_VX-0p721910835583_LS-4p02949716673e-05_ST-312p266645761_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p68243273994e-06_H-c87ffcf9e3,163,1,1.2841905,28.193713947802166,0.02568381,4,28.193713947802166,0.064209525,10,28.193713947802166,0.12841905,20,28.193713947802166,0.2568381,40,28.193713947802166,0.5136762,80,28.193713947802166,1.2841905,200,449.762375807,0.721910835583,4.02949716673e-05,312.266645761,21.450572015581606
P-101p127472137_VX-0p52394730996_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p56864695376e-06_H-b0e5aed98c,164,0,1.2479878189999998,56.737966872276,0.0249597563799999,4,56.737966872276,0.0623993909499999,10,56.737966872276,0.1247987818999999,20,56.737966872276,0.2495975637999999,40,56.737966872276,0.4991951275999999,80,56.737966872276,1.2479878189999998,200,101.127472137,0.52394730996,4.5e-05,300.0,19.95283600033355
P-104p101541641_VX-0p916529700054_LS-8p82882842693e-05_ST-394p968412652_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2634634783e-06_H-6014a1f9c3,165,0,0.9903349,27.910862705494534,0.0198066979999999,4,27.910862705494534,0.049516745,10,27.910862705494534,0.09903349,20,27.910862705494534,0.19806698,40,27.910862705494534,0.39613396,80,27.910862705494534,0.9903349,200,104.101541641,0.916529700054,8.82882842693e-05,394.968412652,18.691301898089755
