prefix_fraction,feature,median_observed_window_us,conduction_median,keyhole_median,median_difference_keyhole_minus_conduction,median_difference_ci_low,median_difference_ci_high,cliffs_delta,roc_auc_whole_sample,pr_auc_whole_sample
0.02,max_positive_delta_W_p02,27.365684,29.783041486675828,29.27472347613691,-0.5083180105389182,-2.8340289562774545,0.7241580101269759,-0.19999999999999996,0.4,0.16848170099188725
0.05,max_positive_delta_W_p05,68.41421,29.783041486675828,29.27472347613691,-0.5083180105389182,-2.779006652884526,0.714641352378906,-0.20295918367346943,0.3985204081632653,0.16820680776468783
0.1,max_positive_delta_W_p10,136.82842,29.819175242170274,29.27472347613691,-0.5444517660333652,-2.8333108705151213,0.6832639072877126,-0.2023469387755102,0.3988265306122449,0.1681154380657062
0.2,max_positive_delta_W_p20,273.65684,29.819175242170274,29.27472347613691,-0.5444517660333652,-2.9155297982280017,0.661233766078936,-0.20357142857142857,0.3982142857142857,0.1680156193847144
0.4,max_positive_delta_W_p40,547.31368,29.819175242170274,29.27472347613691,-0.5444517660333652,-2.836328669955335,0.6495826204071942,-0.20418367346938776,0.3979081632653061,0.16796253094315258
1.0,max_positive_delta_W_p100,1368.2842,29.819175242170274,29.27472347613691,-0.5444517660333652,-2.795191223351663,0.6662515484890541,-0.20418367346938776,0.3979081632653061,0.16796253094315258
