subset,contrast,contrast_role,metric,lower_is_better,mean_difference,ci_low,ci_high,signflip_p,repeat_blocks,holm_p_metric_family
q30,gpc_4d_plus_early_p05 - gpc_4d,early_prefix,brier_score,True,-0.0006656615394546782,-0.0018154336240242452,0.0005159919725417156,0.288135593220339,20,0.576271186440678
q30,gpc_4d_plus_early_p10 - gpc_4d,early_prefix,roc_auc,False,0.004444764678993229,0.0024783016347138666,0.006388305487181195,0.000599970001499925,20,0.002999850007499625
q30,gpc_4d_plus_early_p10 - gpc_4d,early_prefix,pr_auc,False,0.009743574725715503,0.0061413511931195,0.013552299892115318,4.999750012499375e-05,20,0.0002999850007499625
q30,gpc_4d_plus_early_p10 - gpc_4d,early_prefix,accuracy,False,0.0017538260009539509,-0.003607475220455507,0.007131516864572546,0.615619219039048,20,0.615619219039048
q30,gpc_4d_plus_early_p10 - gpc_4d,early_prefix,balanced_accuracy,False,0.005182671614268569,-0.0022204157873002535,0.012979695534575678,0.1951902404879756,20,0.5855707214639267
q30,gpc_4d_plus_early_p10 - gpc_4d,early_prefix,keyhole_recall,False,0.015088266404055872,0.0004348047440152744,0.029987108819345645,0.04624768761561922,20,0.18499075046247687
q30,gpc_4d_plus_early_p10 - gpc_4d,early_prefix,conduction_recall,False,-0.004722923175518701,-0.008714890751421941,-0.0007214611872146004,0.03289835508224589,20,
q30,gpc_4d_plus_early_p10 - gpc_4d,early_prefix,false_negative,True,-0.55,-1.1,0.0,0.09844507774611269,20,
q30,gpc_4d_plus_early_p10 - gpc_4d,early_prefix,false_positive,True,0.35,0.05,0.65,0.0662966851657417,20,
q30,gpc_4d_plus_early_p10 - gpc_4d,early_prefix,brier_score,True,-0.0006737262154856233,-0.001866681433296847,0.0005130358546131034,0.30583470826458675,20,0.6116694165291735
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,roc_auc,False,0.004482500885889496,0.0026044793184843533,0.006428134871186424,0.0006499675016249188,20,0.003249837508124594
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,pr_auc,False,0.00977829798468786,0.006160987153206472,0.013621814309016551,9.99950002499875e-05,20,0.000599970001499925
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,accuracy,False,0.0017458534266096947,-0.004058309781176292,0.007123564247489758,0.6385680715964202,20,0.6385680715964202
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,balanced_accuracy,False,0.005498100597686012,-0.0023087170474922892,0.013007887273989901,0.1808909554522274,20,0.5426728663566822
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,keyhole_recall,False,0.016404055877740083,0.0016044941702836482,0.03229705413915936,0.03534823258837058,20,0.14139293035348233
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,conduction_recall,False,-0.005407854682368013,-0.009418087098453883,-0.0014068948770327423,0.014349282535873207,20,
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,false_negative,True,-0.6,-1.15,-0.05,0.0711464426778661,20,
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,false_positive,True,0.4,0.1,0.7,0.036498175091245436,20,
q30,gpc_4d_plus_early_p20 - gpc_4d,early_prefix,brier_score,True,-0.0006853783157170258,-0.0018943378646597453,0.0005388316002956506,0.2976351182440878,20,0.5952702364881756
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,roc_auc,False,0.004446201428537411,0.0024991340690421497,0.006364369605726833,0.00039998000099995,20,0.00199990000499975
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,pr_auc,False,0.009745439368495912,0.006152164873766193,0.013733573854093059,4.999750012499375e-05,20,0.0002999850007499625
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,accuracy,False,0.0017458534266096947,-0.004070225511842032,0.007140304644409741,0.6349182540872956,20,0.6349182540872956
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,balanced_accuracy,False,0.005498100597686012,-0.0019941764495139845,0.013623879373036695,0.18229088545572722,20,0.5468726563671816
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,keyhole_recall,False,0.016404055877740083,0.001716905417563296,0.031306655846129516,0.03314834258287085,20,0.1325933703314834
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,conduction_recall,False,-0.005407854682368013,-0.009426137046383096,-0.0014061924216934865,0.01624918754062297,20,
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,false_negative,True,-0.6,-1.15,-0.05,0.07314634268286585,20,
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,false_positive,True,0.4,0.1,0.7,0.03629818509074546,20,
q30,gpc_4d_plus_early_p40 - gpc_4d,early_prefix,brier_score,True,-0.0006831319591784603,-0.0019339480207478323,0.000549937007144079,0.2944852757362132,20,0.5889705514724264
q30,gpc_4d_plus_early_p100 - gpc_4d,full_trace_reference,roc_auc,False,0.004446201428537411,0.002496308971191817,0.00637721493989971,0.0006499675016249188,20,0.003249837508124594
q30,gpc_4d_plus_early_p100 - gpc_4d,full_trace_reference,pr_auc,False,0.009745439368495912,0.006087797406105184,0.013637738354013725,9.99950002499875e-05,20,0.000599970001499925
q30,gpc_4d_plus_early_p100 - gpc_4d,full_trace_reference,accuracy,False,0.0017458534266096947,-0.004078038921155904,0.0075340859165844475,0.6337183140842958,20,0.6337183140842958
q30,gpc_4d_plus_early_p100 - gpc_4d,full_trace_reference,balanced_accuracy,False,0.005498100597686012,-0.002284159390763141,0.013231743075988718,0.1784910754462277,20,0.5354732263386831
q30,gpc_4d_plus_early_p100 - gpc_4d,full_trace_reference,keyhole_recall,False,0.016404055877740083,0.0016730381697486938,0.03233463726884777,0.034498275086245686,20,0.13799310034498274
q30,gpc_4d_plus_early_p100 - gpc_4d,full_trace_reference,conduction_recall,False,-0.005407854682368013,-0.009427781783225184,-0.0014434455859969441,0.01559922003899805,20,
q30,gpc_4d_plus_early_p100 - gpc_4d,full_trace_reference,false_negative,True,-0.6,-1.15,-0.05,0.07149642517874107,20,
q30,gpc_4d_plus_early_p100 - gpc_4d,full_trace_reference,false_positive,True,0.4,0.1,0.7,0.03489825508724564,20,
q30,gpc_4d_plus_early_p100 - gpc_4d,full_trace_reference,brier_score,True,-0.0006831319591784603,-0.0018702665171100715,0.0005567446072249112,0.29303534823258837,20,0.5860706964651767
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,roc_auc,False,3.201741756175824e-06,-0.0003227418044604316,0.00029361088287276516,0.9335533223338833,20,1.0
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,pr_auc,False,-0.0005186463663385433,-0.0014942231224116655,0.00022380524688309986,0.31228438578071094,20,1.0
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,accuracy,False,-2.0184461556144174e-05,-0.002268729207888507,0.002216340075853351,0.7491125443727814,20,1.0
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,balanced_accuracy,False,0.0003519786910197886,-0.0020455386893743098,0.003045406279567253,0.8442077896105195,20,1.0
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,keyhole_recall,False,0.001388888888888895,-0.002702702702702697,0.005555555555555564,0.7478126093695315,20,1.0
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,conduction_recall,False,-0.0006849315068493178,-0.0034246575342465613,0.0013698630136986245,1.0,20,
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,false_negative,True,-0.05,-0.2,0.1,1.0,20,
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,false_positive,True,0.05,-0.1,0.2,1.0,20,
q30,gpc_4d_plus_early_p100 - gpc_4d_plus_early_p05,equivalence,brier_score,True,-1.7470419723782105e-05,-0.00021803905564995237,0.00019021630952641407,0.8691565421728914,20,1.0
q30,gpc_4d_plus_early_p05 - gpc_4d_plus_early_p02,equivalence,roc_auc,False,0.0026328694619970616,0.0019293801663123507,0.0033772073741702336,4.999750012499375e-05,20,0.0002999850007499625
q30,gpc_4d_plus_early_p05 - gpc_4d_plus_early_p02,equivalence,pr_auc,False,0.005452786161850476,0.0031622370620812312,0.008246356184420848,9.99950002499875e-05,20,0.0004999750012499375
q30,gpc_4d_plus_early_p05 - gpc_4d_plus_early_p02,equivalence,accuracy,False,0.000909237230480231,-0.00354722915033359,0.005341721798441939,0.624068796560172,20,1.0
q30,gpc_4d_plus_early_p05 - gpc_4d_plus_early_p02,equivalence,balanced_accuracy,False,0.002092475767043178,-0.003731408905300399,0.007805809921763879,0.4752762361881906,20,1.0
q30,gpc_4d_plus_early_p05 - gpc_4d_plus_early_p02,equivalence,keyhole_recall,False,0.005482456140350872,-0.005439041014698909,0.017459054449186023,0.3490825458727064,20,1.0
q30,gpc_4d_plus_early_p05 - gpc_4d_plus_early_p02,equivalence,conduction_recall,False,-0.0012975046062645046,-0.00528070025234317,0.002073099415204699,0.6893655317234139,20,
q30,gpc_4d_plus_early_p05 - gpc_4d_plus_early_p02,equivalence,false_negative,True,-0.2,-0.65,0.25,0.5057747112644367,20,
q30,gpc_4d_plus_early_p05 - gpc_4d_plus_early_p02,equivalence,false_positive,True,0.1,-0.15,0.4,0.7490625468726564,20,
q30,gpc_4d_plus_early_p05 - gpc_4d_plus_early_p02,equivalence,brier_score,True,-0.0018512844183430806,-0.002312294170467667,-0.0013256962818995425,9.99950002499875e-05,20,0.0004999750012499375
