index,arm,c,r_N_mean,r_N_median,r_T_mean,r_T_median,r_ST_mean,r_ST_median,total_distance_mean,total_distance_median,normal_norm_mean,normal_norm_median,tangent_norm_mean,tangent_norm_median,st_norm_mean,st_norm_median,normal_energy_mean,normal_energy_median,tangent_energy_mean,tangent_energy_median,st_energy_mean,st_energy_median,B1_distance_mean,B1_distance_median,is_q20_like_mean,is_q20_like_median,is_q30_like_mean,is_q30_like_median,true_label_mean,true_label_median
0,M3_MARGIN,0.0,0.1842807053341356,0.093682754032794,0.5681266381625533,0.6080783429348904,0.24759265650331108,0.12124441706435903,0.7684554569927975,0.7407179988410453,0.2649658570016117,0.1955429788018213,0.5508135999896546,0.5201078995659355,0.3173479120906004,0.24899365372450072,0.1276453927019293,0.03823705659296327,0.3928062650801728,0.27051222758302174,0.17134881048470216,0.061997839672030444,0.8224598220318573,0.7914133471407223,0.68765625,1.0,0.83140625,1.0,0.42046875,0.0
1,REP_C025,0.25,0.18168333957337482,0.09282448337652835,0.568715032469747,0.6117613467285863,0.24960162795687826,0.12764444531403413,0.8011796451872312,0.7622909160325978,0.276475109721089,0.20409180938473975,0.5736570303487313,0.5383477462950002,0.331545590188606,0.25656664796386397,0.13682285615243767,0.04165346696486669,0.4196644660552929,0.28981829626867717,0.1841917673329182,0.06582644616905514,0.8336449076411347,0.7914133471407223,0.67453125,1.0,0.823125,1.0,0.41375,0.0
2,REP_C050,0.5,0.18803467168245966,0.09317439632535487,0.5549589353085619,0.5988128052198598,0.2570063930089784,0.13056901302473364,0.8503971885388479,0.7902325725755512,0.30225336790504753,0.2298703240096751,0.59967800525956,0.5768343567434977,0.3565284761765777,0.2833073939331056,0.15951381349259505,0.052840380604871465,0.45203823506119206,0.33273788222551104,0.20879983790413933,0.08026312221968875,0.8531456952147702,0.8159129112547633,0.6509375,1.0,0.8053125,1.0,0.40265625,0.0
3,REP_C100,1.0,0.20118765565181426,0.10151920186597424,0.5430982777929544,0.5738951204203109,0.2557140665552313,0.13399437120165225,0.8841287854380318,0.8326220683877864,0.3293425253929577,0.2505308961889403,0.6148447789625511,0.5877253269785425,0.37179634677309226,0.29435059094633736,0.18536609181371388,0.06276573019835732,0.4693825704792706,0.34542106037358744,0.2257627418230828,0.08664227039814115,0.8712095009899496,0.8337675629582765,0.6296875,1.0,0.79234375,1.0,0.399375,0.0
4,REP_C200,2.0,0.20322520524340842,0.1032688207218696,0.5439969879067339,0.5745170286179795,0.25277780684985773,0.13349673755778757,0.8959538939767426,0.8455426238499473,0.33595629240878155,0.26515038134004165,0.6236870717478282,0.5914081307666326,0.3747851250985454,0.2953078384966351,0.19167832248058123,0.07030472646201268,0.4823054827182278,0.3497635804638329,0.2294236827712641,0.08720672731835305,0.8767558977052136,0.8392576303884843,0.62359375,1.0,0.7875,1.0,0.3975,0.0
5,REP_C400,4.0,0.20349066471670593,0.10372491789115124,0.544538682668657,0.5746821699252742,0.2519706526146371,0.13349673755778757,0.8983442343312555,0.8469751262026264,0.3372901780936667,0.2669906153003391,0.6257852867475405,0.5921338683464854,0.3753354258948666,0.2969753535132923,0.19298684725769566,0.07128399721346079,0.48581917378328277,0.3506225228632143,0.22973435655968022,0.08819436627215985,0.8781186787613992,0.8392576303884843,0.621875,1.0,0.7865625,1.0,0.3971875,0.0
