arm,c,mean_r_N,mean_r_T,mean_r_ST,mean_total_distance,mean_normal_energy,mean_tangent_energy,mean_st_energy,mean_B1_distance,q20_fraction,q30_fraction,keyhole_fraction
M3_MARGIN,0.0,0.1842807053341356,0.5681266381625533,0.24759265650331108,0.7684554569927975,0.1276453927019293,0.3928062650801728,0.17134881048470216,0.8224598220318573,0.68765625,0.83140625,0.42046875
REP_C025,0.25,0.18168333957337482,0.568715032469747,0.24960162795687826,0.8011796451872312,0.13682285615243767,0.4196644660552929,0.1841917673329182,0.8336449076411347,0.67453125,0.823125,0.41375
REP_C050,0.5,0.18803467168245966,0.5549589353085619,0.2570063930089784,0.8503971885388479,0.15951381349259505,0.45203823506119206,0.20879983790413933,0.8531456952147702,0.6509375,0.8053125,0.40265625
REP_C100,1.0,0.20118765565181426,0.5430982777929544,0.2557140665552313,0.8841287854380318,0.18536609181371388,0.4693825704792706,0.2257627418230828,0.8712095009899496,0.6296875,0.79234375,0.399375
REP_C200,2.0,0.20322520524340842,0.5439969879067339,0.25277780684985773,0.8959538939767426,0.19167832248058123,0.4823054827182278,0.2294236827712641,0.8767558977052136,0.62359375,0.7875,0.3975
REP_C400,4.0,0.20349066471670593,0.544538682668657,0.2519706526146371,0.8983442343312555,0.19298684725769566,0.48581917378328277,0.22973435655968022,0.8781186787613992,0.621875,0.7865625,0.3971875
